name;description;year;manufacturer;is_parent;romof;is_clone;cloneof;sampleof
ojankohs;Ojanko High School (Japan);1988;V-System Co.;NO;-;YES;-;-;
nekkyoku;Rettou Juudan Nekkyoku Janshi - Higashi Nippon Hen (Japan);1988;Video System Co.;NO;-;YES;-;-;
idolmj;Idol-Mahjong Housoukyoku (Japan);1988;System Service;NO;-;YES;-;-;
mjnatsu;Mahjong Natsu Monogatari (Japan);1989;Video System Co.;NO;-;YES;-;-;
natsuiro;Natsuiro Mahjong (Japan);1989;Video System Co.;YES;mjnatsu;NO;mjnatsu;-;
mfunclub;Mahjong Fun Club - Idol Saizensen (Japan);1989;Video System Co.;NO;-;YES;-;-;
daiyogen;Mahjong Daiyogen (Japan);1990;Video System Co.;NO;-;YES;-;-;
nmsengen;Nekketsu Mahjong Sengen! AFTER 5 (Japan);1991;Video System Co.;NO;-;YES;-;-;
fromance;Idol-Mahjong Final Romance (Japan);1991;Video System Co.;NO;-;YES;-;-;
pipedrm;Pipe Dream (US);1990;Video System Co.;NO;-;YES;-;-;
pipedrmj;Pipe Dream (Japan);1990;Video System Co.;YES;pipedrm;NO;pipedrm;-;
hatris;Hatris (Japan);1990;Video System Co.;NO;-;YES;-;-;
spinlbrk;Spinal Breakers (World);1990;V-System Co.;NO;-;YES;-;-;
spinlbru;Spinal Breakers (US);1990;V-System Co.;YES;spinlbrk;NO;spinlbrk;-;
spinlbrj;Spinal Breakers (Japan);1990;V-System Co.;YES;spinlbrk;NO;spinlbrk;-;
pspikes;Power Spikes (World);1991;Video System Co.;NO;-;YES;-;-;
pspikesk;Power Spikes (Korea);1991;Video System Co.;YES;pspikes;NO;pspikes;-;
svolly91;Super Volley '91 (Japan);1991;Video System Co.;YES;pspikes;NO;pspikes;-;
karatblz;Karate Blazers (World[Q]);1991;Video System Co.;NO;-;YES;-;-;
karatblu;Karate Blazers (US);1991;Video System Co.;YES;karatblz;NO;karatblz;-;
turbofrc;Turbo Force;1991;Video System Co.;NO;-;YES;-;-;
aerofgt;Aero Fighters;1992;Video System Co.;NO;-;YES;-;-;
aerofgtb;Aero Fighters (Turbo Force hardware set 1);1992;Video System Co.;YES;aerofgt;NO;aerofgt;-;
aerofgtc;Aero Fighters (Turbo Force hardware set 2);1992;Video System Co.;YES;aerofgt;NO;aerofgt;-;
sonicwi;Sonic Wings (Japan);1992;Video System Co.;YES;aerofgt;NO;aerofgt;-;
welltris;Welltris (Japan, 2 players);1991;Video System Co.;NO;-;YES;-;-;
quiz18k;Miyasu Nonki no Quiz 18-Kin;1992;EIM;NO;-;YES;-;-;
f1gp;F-1 Grand Prix;1991;Video System Co.;NO;-;YES;-;-;
f1gp2;F-1 Grand Prix Part II;1992;Video System Co.;NO;-;YES;-;-;
crshrace;Lethal Crash Race (set 1);1993;Video System Co.;NO;-;YES;-;-;
crshrac2;Lethal Crash Race (set 2);1993;Video System Co.;YES;crshrace;NO;crshrace;-;
taotaido;Tao Taido (set 1);1993;Video System Co.;NO;-;YES;-;-;
taotaida;Tao Taido (set 2);1993;Video System Co.;YES;taotaido;NO;taotaido;-;
gstriker;Grand Striker;1993;Human;NO;-;YES;-;-;
vgoalsoc;V Goal Soccer;199?;Tecmo;NO;-;YES;-;-;
vgoalsca;V Goal Soccer (alt);199?;Tecmo;YES;vgoalsoc;NO;vgoalsoc;-;
worldc94;World Cup '94;199?;Tecmo;NO;-;YES;-;-;
suprslam;Super Slams;1995;Banpresto / Toei Animation;NO;-;YES;-;-;
fromanc2;Taisen Idol-Mahjong Final Romance 2 (Japan);1995;Video System Co.;NO;-;YES;-;-;
fromancr;Taisen Mahjong FinalRomance R (Japan);1995;Video System Co.;NO;-;YES;-;-;
fromanc4;Taisen Mahjong FinalRomance 4 (Japan);1998;Video System Co.;NO;-;YES;-;-;
inufuku;Quiz and Variety Sukusuku Inufuku (Japan);1998;Video System Co.;NO;-;YES;-;-;
samuraia;Samurai Aces (World);1993;Psikyo;NO;-;YES;-;-;
sngkace;Sengoku Ace (Japan);1993;Psikyo;YES;samuraia;NO;samuraia;-;
gunbird;Gunbird (World);1994;Psikyo;NO;-;YES;-;-;
gunbirdk;Gunbird (Korea);1994;Psikyo;YES;gunbird;NO;gunbird;-;
gunbirdj;Gunbird (Japan);1994;Psikyo;YES;gunbird;NO;gunbird;-;
btlkroad;Battle K-Road;1994;Psikyo;NO;-;YES;-;-;
s1945;Strikers 1945;1995;Psikyo;NO;-;YES;-;-;
s1945j;Strikers 1945 (Japan);1995;Psikyo;YES;s1945;NO;s1945;-;
s1945jn;Strikers 1945 (Japan, unprotected);1995;Psikyo;YES;s1945;NO;s1945;-;
tengai;Tengai - Sengoku Blade - Sengoku Ace Episode II;1996;Psikyo;NO;-;YES;-;-;
s1945ii;Strikers 1945 II;1997;Psikyo;NO;-;YES;-;-;
soldivid;Sol Divide - The Sword Of Darkness;1997;Psikyo;NO;-;YES;-;-;
sbomberb;Space Bomber (ver. B);1998;Psikyo;NO;-;YES;-;-;
daraku;Daraku Tenshi - The Fallen Angels;1998;Psikyo;NO;-;YES;-;-;
gunbird2;Gunbird 2;1998;Psikyo;NO;-;YES;-;-;
s1945iii;Strikers 1945 III (World) - Strikers 1999 (Japan);1999;Psikyo;NO;-;YES;-;-;
dragnblz;Dragon Blaze;2000;Psikyo;NO;-;YES;-;-;
hotgmck;Taisen Hot Gimmick (Japan);1997;Psikyo;NO;-;YES;-;-;
hgkairak;Taisen Hot Gimmick Kairakuten (Japan);1998;Psikyo;NO;-;YES;-;-;
hotgmck3;Taisen Hot Gimmick 3 Digital Surfing (Japan);1999;Psikyo;NO;-;YES;-;-;
loderndf;Lode Runner - The Dig Fight (ver. B) (Japan);2000;Psikyo;NO;-;YES;-;-;
loderdfa;Lode Runner - The Dig Fight (ver. A) (Japan);2000;Psikyo;YES;loderndf;NO;loderndf;-;
hotdebut;Quiz de Idol! Hot Debut (Japan);2000;Psikyo / Moss;NO;-;YES;-;-;
gnbarich;Gunbarich;2001;Psikyo;NO;-;YES;-;-;
tgm2;Tetris the Absolute The Grand Master 2;2000;Arika;NO;-;YES;-;-;
tgm2p;Tetris the Absolute The Grand Master 2 Plus;2000;Arika;YES;tgm2;NO;tgm2;-;
marineb;Marine Boy;1982;Orca;NO;-;YES;-;-;
changes;Changes;1982;Orca;NO;-;YES;-;-;
looper;Looper;1982;Orca;YES;changes;NO;changes;-;
springer;Springer;1982;Orca;NO;-;YES;-;-;
hoccer;Hoccer (set 1);1983;Eastern Micro Electronics, Inc.;NO;-;YES;-;-;
hoccer2;Hoccer (set 2);1983;Eastern Micro Electronics, Inc.;YES;hoccer;NO;hoccer;-;
bcruzm12;Battle Cruiser M-12;1983;Sigma Enterprises Inc.;NO;-;YES;-;-;
hopprobo;Hopper Robo;1983;Sega;NO;-;YES;-;-;
wanted;Wanted;1984;Sigma Enterprises Inc.;NO;-;YES;-;-;
funkybee;Funky Bee;1982;Orca;NO;-;YES;-;-;
skylancr;Sky Lancer;1983;Orca (Esco Trading Co license);NO;-;YES;-;-;
zodiack;Zodiack;1983;Orca (Esco Trading Co);NO;-;YES;-;-;
dogfight;Dog Fight (Thunderbolt);1983;[Orca] Thunderbolt;NO;-;YES;-;-;
moguchan;Moguchan;1982;Orca (Eastern Commerce Inc. license) (bootleg);NO;-;YES;-;-;
percuss;The Percussor;1981;Orca;NO;-;YES;-;-;
bounty;The Bounty;1982;Orca;NO;-;YES;-;-;
espial;Espial (US[Q]);1983;[Orca] Thunderbolt;NO;-;YES;-;-;
espiale;Espial (Europe);1983;[Orca] Thunderbolt;YES;espial;NO;espial;-;
netwars;Net Wars;1983;Orca (Esco Trading Co license);NO;-;YES;-;-;
vastar;Vastar (set 1);1983;Sesame Japan;NO;-;YES;-;-;
vastar2;Vastar (set 2);1983;Sesame Japan;YES;vastar;NO;vastar;-;
pprobe;Planet Probe (prototype?);1985;Crux / Kyugo;NO;-;YES;-;-;
xorworld;Xor World (prototype);1990;Gaelco;NO;-;YES;-;-;
bigkarnk;Big Karnak;1991;Gaelco;NO;-;YES;-;-;
splash;Splash! (Ver. 1.2 World);1992;Gaelco;NO;-;YES;-;-;
thoop;Thunder Hoop;1992;Gaelco;NO;-;YES;-;-;
squash;Squash;1992;Gaelco;NO;-;YES;-;-;
wrally;World Rally (set 1);1993;Gaelco;NO;-;YES;-;-;
wrallya;World Rally (set 2);1993;Gaelco;YES;wrally;NO;wrally;-;
glass;Glass (Ver 1.1, Break Edition, Checksum 49D5E66B, Version 1994);1993;OMK / Gaelco;NO;-;YES;-;-;
glasskr;Glass (Ver 1.1, Break Edition, Checksum D419AB69, Version 1994) (censored, unprotected);1993;OMK / Gaelco (Promat license);YES;glass;NO;glass;-;
targeth;Target Hits;1994;Gaelco;NO;-;YES;-;-;
thoop2;TH Strikes Back;1994;Gaelco;NO;-;YES;-;-;
aligator;Alligator Hunt;1994;Gaelco;NO;-;YES;-;-;
aligatun;Alligator Hunt (unprotected);1994;Gaelco;YES;aligator;NO;aligator;-;
biomtoy;Biomechanical Toy (unprotected);1995;Gaelco;NO;-;YES;-;-;
touchgo;Touch and Go;1995;Gaelco;NO;-;YES;-;-;
touchgok;Touch and Go (Korea, unprotected);1995;Gaelco;YES;touchgo;NO;touchgo;-;
wrally2;World Rally 2 - Twin Racing;1995;Gaelco;NO;-;YES;-;-;
maniacsp;Maniac Square (prototype);1996;Gaelco;YES;maniacsq;NO;maniacsq;-;
maniacsq;Maniac Square (unprotected);1996;Gaelco;NO;-;YES;-;-;
snowboar;Snow Board Championship (set 1);1996;Gaelco;NO;-;YES;-;-;
snowbalt;Snow Board Championship (set 2);1996;Gaelco;YES;snowboar;NO;snowboar;-;
bang;Bang!;1998;Gaelco;NO;-;YES;-;-;
bangj;Gun Gabacho (Japan);1998;Gaelco;YES;bang;NO;bang;-;
jumpkun;Jump Kun (prototype);1984;Kaneko;NO;-;YES;-;-;
djboy;DJ Boy;1989;Kaneko;NO;-;YES;-;-;
djboyj;DJ Boy (Japan);1989;Kaneko;YES;djboy;NO;djboy;-;
airbustr;Air Buster;1990;Kaneko (Namco license);NO;-;YES;-;-;
airbustj;Air Buster (Japan);1990;Kaneko (Namco license);YES;airbustr;NO;airbustr;-;
galpanic;Gals Panic (set 1);1990;Kaneko;NO;-;YES;-;-;
galpanib;Gals Panic (set 2);1990;Kaneko;YES;galpanic;NO;galpanic;-;
galpani2;Gals Panic II (Japan[Q]);1993;Kaneko;NO;-;YES;-;-;
jchan;Jackie Chan - Kung Fu Master;1995;Kaneko;NO;-;YES;-;-;
berlwall;The Berlin Wall (set 1);1991;Kaneko;NO;-;YES;-;-;
berlwalt;The Berlin Wall (set 2);1991;Kaneko;YES;berlwall;NO;berlwall;-;
mgcrystl;Magical Crystals (World);1991;Kaneko;NO;-;YES;-;-;
mgcrystj;Magical Crystals (Japan);1991;Kaneko;YES;mgcrystl;NO;mgcrystl;-;
blazeon;Blaze On (Japan);1992;Atlus;NO;-;YES;-;-;
sandscrp;Sand Scorpion;1992;Face;NO;-;YES;-;-;
bakubrkr;Bakuretsu Breaker;1992;Kaneko;NO;-;YES;-;-;
shogwarr;Shogun Warriors;1992;Kaneko;NO;-;YES;-;-;
fjbuster;Fujiyama Buster (Japan);1992;Kaneko;YES;shogwarr;NO;shogwarr;-;
brapboys;B.Rap Boys (World);1992;Kaneko;NO;-;YES;-;-;
brapboysj;B.Rap Boys Special (Japan);1992;Kaneko;YES;brapboys;NO;brapboys;-;
bloodwar;Blood Warrior;1994;Kaneko;NO;-;YES;-;-;
bonkadv;Bonk's Adventure;1994;Kaneko;NO;-;YES;-;-;
gtmr;Great 1000 Miles Rally;1994;Kaneko;NO;-;YES;-;-;
gtmre;Great 1000 Miles Rally (Evolution Model);1994;Kaneko;YES;gtmr;NO;gtmr;-;
gtmrusa;Great 1000 Miles Rally (USA);1994;Kaneko;YES;gtmr;NO;gtmr;-;
gtmr2;Mille Miglia 2 - Great 1000 Miles Rally;1995;Kaneko;NO;-;YES;-;-;
wingforc;Wing Force (Japan, prototype);1993;Atlus;NO;-;YES;-;-;
packbang;Pack'n Bang Bang (prototype);1994;Kaneko;NO;-;YES;-;-;
galpani4;Gals Panic 4 (Japan);1996;Kaneko;NO;skns;YES;-;-;
galpandx;Gals Panic DX (Asia);2001;Kaneko;NO;skns;YES;-;-;
galpanis;Gals Panic S - Extra Edition (Japan);1997;Kaneko;NO;skns;YES;-;-;
sengekis;Sengeki Striker (Asia);1997;Kaneko / Warashi;NO;skns;YES;-;-;
sengekij;Sengeki Striker (Japan);1997;Kaneko / Warashi;YES;sengekis;NO;sengekis;-;
vblokbrk;VS Block Breaker (Asia);1997;Kaneko / Mediaworks;NO;skns;YES;-;-;
sarukani;Saru-Kani-Hamu-Zou (Japan);1997;Kaneko / Mediaworks;YES;vblokbrk;NO;vblokbrk;-;
cyvern;Cyvern (Japan);1998;Kaneko;NO;skns;YES;-;-;
galpans2;Gals Panic S2 (Japan);1999;Kaneko;NO;skns;YES;-;-;
panicstr;Panic Street (Japan);1999;Kaneko;NO;skns;YES;-;-;
senknow;Sen-Know (Japan);1999;Kaneko / Kouyousha;NO;skns;YES;-;-;
gutsn;Guts'n (Japan);2000;Kaneko / Kouyousha;NO;skns;YES;-;-;
puzzloop;Puzz Loop (Europe);1998;Mitchell;NO;skns;YES;-;-;
puzloopj;Puzz Loop (Japan);1998;Mitchell;YES;puzzloop;NO;puzzloop;-;
puzloopu;Puzz Loop (USA);1998;Mitchell;YES;puzzloop;NO;puzzloop;-;
jjparads;Jan Jan Paradise;1996;Electro Design;NO;skns;YES;-;-;
jjparad2;Jan Jan Paradise 2;1997;Electro Design;NO;skns;YES;-;-;
ryouran;VS Mahjong Otome Ryouran;1998;Electro Design;NO;skns;YES;-;-;
teljan;Tel Jan;1999;Electro Design;NO;skns;YES;-;-;
hanaawas;Hana Awase (Flower Matching);1982;Seta;NO;-;YES;-;-;
speedatk;Speed Attack!;1984;Seta Kikaku Corp.;NO;-;YES;-;-;
srmp2;Super Real Mahjong Part 2 (Japan);1987;Seta;NO;-;YES;-;-;
srmp3;Super Real Mahjong Part 3 (Japan);1988;Seta;NO;-;YES;-;-;
mjyuugi;Mahjong Yuugi (Japan set 1);1990;Visco;NO;-;YES;-;-;
mjyuugia;Mahjong Yuugi (Japan set 2);1990;Visco;YES;mjyuugi;NO;mjyuugi;-;
ponchin;Mahjong Pon Chin Kan (Japan set 1);1991;Visco;NO;-;YES;-;-;
ponchina;Mahjong Pon Chin Kan (Japan set 2);1991;Visco;YES;ponchin;NO;ponchin;-;
tndrcade;Thundercade - Twin Formation;1987;[Seta] (Taito license);NO;-;YES;-;-;
tndrcadj;Tokusyu Butai U.A.G. (Japan);1987;[Seta] (Taito license);YES;tndrcade;NO;tndrcade;-;
twineagl;Twin Eagle - Revenge Joe's Brother;1988;Seta (Taito license);NO;-;YES;-;-;
downtown;DownTown;1989;Seta;NO;-;YES;-;-;
downtowj;DownTown (joystick hack);1989;Seta;YES;downtown;NO;downtown;-;
usclssic;U.S. Classic;1989;Seta;NO;-;YES;-;-;
calibr50;Caliber 50;1989;Athena / Seta;NO;-;YES;-;-;
arbalest;Arbalester;1989;Seta;NO;-;YES;-;-;
metafox;Meta Fox;1989;Seta;NO;-;YES;-;-;
drgnunit;Dragon Unit - Castle of Dragon;1989;Seta;NO;-;YES;-;-;
wits;Wit's (Japan);1989;Athena (Visco license);NO;-;YES;-;-;
thunderl;Thunder and Lightning;1990;Seta;NO;-;YES;-;-;
rezon;Rezon;1991;Allumer;NO;-;YES;-;-;
stg;Strike Gunner S.T.G;1991;Athena / Tecmo;NO;-;YES;-;-;
blandia;Blandia;1992;Allumer;NO;-;YES;-;-;
blandiap;Blandia (prototype);1992;Allumer;YES;blandia;NO;blandia;-;
blockcar;Block Carnival - Thunder and Lightning 2;1992;Visco;NO;-;YES;-;-;
qzkklogy;Quiz Kokology;1992;Tecmo;NO;-;YES;-;-;
neobattl;SD Gundam Neo Battling (Japan);1992;Banpresto / Sotsu Agency. Sunrise;NO;-;YES;-;-;
umanclub;Ultraman Club - Tatakae! Ultraman Kyoudai!!;1992;Tsuburaya Prod. / Banpresto;NO;-;YES;-;-;
zingzip;Zing Zing Zip;1992;Allumer + Tecmo;NO;-;YES;-;-;
atehate;Athena no Hatena [Q];1993;Athena;NO;-;YES;-;-;
jjsquawk;J. J. Squawkers;1993;Athena / Able;NO;-;YES;-;-;
kamenrid;Masked Riders Club Battle Race;1993;Toei / Banpresto;NO;-;YES;-;-;
madshark;Mad Shark;1993;Allumer;NO;-;YES;-;-;
msgundam;Mobile Suit Gundam;1993;Banpresto;NO;-;YES;-;-;
msgunda1;Mobile Suit Gundam (Japan);1993;Banpresto;YES;msgundam;NO;msgundam;-;
daioh;Daioh;1993;Athena;NO;-;YES;-;-;
oisipuzl;Oishii Puzzle Ha Irimasenka;1993;Sunsoft + Atlus;NO;-;YES;-;-;
triplfun;Triple Fun;1993;bootleg;YES;oisipuzl;NO;oisipuzl;-;
utoukond;Ultra Toukon Densetsu (Japan);1993;Banpresto + Tsuburaya Prod.;NO;-;YES;-;-;
qzkklgy2;Quiz Kokology 2;1993;Tecmo;NO;-;YES;-;-;
wrofaero;War of Aero - Project MEIOU;1993;Yang Cheng;NO;-;YES;-;-;
eightfrc;Eight Forces;1994;Tecmo;NO;-;YES;-;-;
kiwame;Pro Mahjong Kiwame;1994;Athena;NO;-;YES;-;-;
krzybowl;Krazy Bowl;1994;American Sammy;NO;-;YES;-;-;
extdwnhl;Extreme Downhill (v1.5);1995;Sammy Industries Japan;NO;-;YES;-;-;
gundhara;Gundhara;1995;Banpresto;NO;-;YES;-;-;
sokonuke;Sokonuke Taisen Game (Japan);1995;Sammy Industries;NO;-;YES;-;-;
zombraid;Zombie Raid (US);1995;American Sammy;NO;-;YES;-;-;
gundamex;Mobile Suit Gundam EX Revue;1994;Banpresto;NO;-;YES;-;-;
grdians;Guardians - Denjin Makai II;1995;Banpresto;NO;-;YES;-;-;
mj4simai;Wakakusamonogatari Mahjong Yonshimai (Japan);1996;Maboroshi Ware;NO;-;YES;-;-;
myangel;Kosodate Quiz My Angel (Japan);1996;Namco;NO;-;YES;-;-;
myangel2;Kosodate Quiz My Angel 2 (Japan);1997;Namco;NO;-;YES;-;-;
pzlbowl;Puzzle De Bowling (Japan);1999;Nihon System / Moss;NO;-;YES;-;-;
penbros;Penguin Brothers (Japan);2000;Subsino;NO;-;YES;-;-;
deerhunt;Deer Hunting USA V4.3;2000;Sammy USA Corporation;NO;-;YES;-;-;
deerhunta;Deer Hunting USA V4.2;2000;Sammy USA Corporation;YES;deerhunt;NO;deerhunt;-;
deerhuntb;Deer Hunting USA V4.0;2000;Sammy USA Corporation;YES;deerhunt;NO;deerhunt;-;
turkhunt;Turkey Hunting USA V1.0;2001;Sammy USA Corporation;NO;-;YES;-;-;
wschamp;Wing Shooting Championship V2.0;2001;Sammy USA Corporation;NO;-;YES;-;-;
wschampa;Wing Shooting Championship V1.01;2001;Sammy USA Corporation;YES;wschamp;NO;wschamp;-;
trophyh;Trophy Hunting - Bear & Moose V1.0;2002;Sammy USA Corporation;NO;-;YES;-;-;
srmp4;Super Real Mahjong PIV (Japan);1993;Seta;NO;-;YES;-;-;
srmp4o;Super Real Mahjong PIV (Japan, older set);1993;Seta;YES;srmp4;NO;srmp4;-;
twineag2;Twin Eagle II - The Rescue Mission;1994;Seta;NO;-;YES;-;-;
srmp7;Super Real Mahjong P7 (Japan);1997;Seta;NO;-;YES;-;-;
survarts;Survival Arts (USA);1993;American Sammy;NO;-;YES;-;-;
dynagear;Dyna Gears;1994;Sammy;NO;-;YES;-;-;
eaglshot;Eagle Shot Golf;1994;Sammy;NO;-;YES;-;-;
eaglshta;Eagle Shot Golf (alt);1994;Sammy;YES;eaglshot;NO;eaglshot;-;
hypreact;Mahjong Hyper Reaction (Japan);1995;Sammy;NO;-;YES;-;-;
koikois2;Koi Koi Shimasyo 2 - Super Real Hanafuda (Japan);1997;Visco;NO;-;YES;-;-;
meosism;Meosis Magic (Japan);1996;Sammy;NO;-;YES;-;-;
hypreac2;Mahjong Hyper Reaction 2 (Japan);1997;Sammy;NO;-;YES;-;-;
sxyreact;Pachinko Sexy Reaction (Japan);1998;Sammy;NO;-;YES;-;-;
cairblad;Change Air Blade (Japan);1999;Sammy;NO;-;YES;-;-;
keithlcy;Dramatic Adventure Quiz Keith and Lucy (Japan);1993;Visco;NO;-;YES;-;-;
drifto94;Drift Out '94 - The Hard Order (Japan);1994;Visco;NO;-;YES;-;-;
janjans1;Lovely Pop Mahjong Jan Jan Shimasyo (Japan);1996;Visco;NO;-;YES;-;-;
stmblade;Storm Blade (US);1996;Visco;NO;-;YES;-;-;
mslider;Monster Slider (Japan);1997;Visco / Datt Japan;NO;-;YES;-;-;
ryorioh;Gourmet Battle Quiz Ryohrioh CooKing (Japan);1998;Visco;NO;-;YES;-;-;
vasara;Vasara;2000;Visco;NO;-;YES;-;-;
vasara2;Vasara 2 (set 1);2001;Visco;NO;-;YES;-;-;
vasara2a;Vasara 2 (set 2);2001;Visco;YES;vasara2;NO;vasara2;-;
gdfs;Mobile Suit Gundam Final Shooting (Japan);1995;Banpresto;NO;-;YES;-;-;
ultrax;Ultra X Weapons - Ultra Keibitai;1995;Banpresto + Tsuburaya Prod.;NO;-;YES;-;-;
jsk;Joryuu Syougi Kyoushitsu (Japan);1997;Visco;NO;-;YES;-;-;
powerins;Power Instinct (USA bootleg) (set 1);1993;Atlus;NO;-;YES;-;-;
powerina;Power Instinct (USA bootleg) (set 2);1993;Atlus;YES;powerins;NO;powerins;-;
ohmygod;Oh My God! (Japan);1993;Atlus;NO;-;YES;-;-;
naname;Naname de Magic! (Japan);1994;Atlus;NO;-;YES;-;-;
blmbycar;Blomby Car;1994;ABM and Gecas;NO;-;YES;-;-;
blmbycau;Blomby Car (not encrypted);1994;ABM and Gecas;YES;blmbycar;NO;blmbycar;-;
speakres;Speak and Rescue;1980;Sun Electronics;NO;-;YES;-;-;
stratvox;Stratovox;1980;[Sun Electronics] (Taito license);YES;speakres;NO;speakres;-;
spacecho;Space Echo;1980;bootleg;YES;speakres;NO;speakres;-;
route16;Route 16;1981;Tehkan/Sun (Centuri license);NO;-;YES;-;-;
route16a;Route 16 (set 2);1981;Tehkan/Sun (Centuri license);YES;route16;NO;route16;-;
route16b;Route 16 (bootleg);1981;bootleg;YES;route16;NO;route16;-;
routex;Route X (bootleg);1981;bootleg;YES;route16;NO;route16;-;
ttmahjng;Mahjong;1981;Taito;NO;-;YES;-;-;
fnkyfish;Funky Fish;1981;Sun Electronics;NO;-;YES;-;-;
kangaroo;Kangaroo;1982;Sun Electronics;NO;-;YES;-;-;
kangaroa;Kangaroo (Atari);1982;[Sun Electronics] (Atari license);YES;kangaroo;NO;kangaroo;-;
kangarob;Kangaroo (bootleg);1982;bootleg;YES;kangaroo;NO;kangaroo;-;
arabian;Arabian;1983;Sun Electronics;NO;-;YES;-;-;
arabiana;Arabian (Atari);1983;[Sun Electronics] (Atari license);YES;arabian;NO;arabian;-;
markham;Markham;1983;Sun Electronics;NO;-;YES;-;-;
strnskil;Strength and Skill;1984;Sun Electronics;NO;-;YES;-;-;
guiness;The Guiness (Japan);1984;Sun Electronics;YES;strnskil;NO;strnskil;-;
pettanp;Pettan Pyuu (Japan);1984;Sun Electronics;NO;-;YES;-;-;
ikki;Ikki (Japan);1985;Sun Electronics;NO;-;YES;-;-;
shanghai;Shanghai (Japan);1988;Sunsoft;NO;-;YES;-;-;
shangha2;Shanghai II (Japan);1989;Sunsoft;NO;-;YES;-;-;
shangha3;Shanghai III (Japan);1993;Sunsoft;NO;-;YES;-;-;
heberpop;Hebereke no Popoon (Japan);1994;Sunsoft / Atlus;NO;-;YES;-;-;
blocken;Blocken (Japan);1994;KID / Visco;NO;-;YES;-;-;
goindol;Goindol (World);1987;Sun a Electronics;NO;-;YES;-;-;
goindolu;Goindol (US);1987;Sun a Electronics;YES;goindol;NO;goindol;-;
goindolj;Goindol (Korea);1987;Sun a Electronics;YES;goindol;NO;goindol;-;
rranger;Rough Ranger (v2.0);1988;SunA (Sharp Image license);NO;-;YES;-;-;
sranger;Super Ranger (v2.0);1988;SunA;YES;rranger;NO;rranger;-;
srangerb;Super Ranger (bootleg);1988;bootleg;YES;rranger;NO;rranger;-;
srangerw;Super Ranger (WDK);1988;SunA (WDK license);YES;rranger;NO;rranger;-;
sparkman;Spark Man (v 2.0);1989;SunA;NO;-;YES;-;-;
hardhead;Hard Head;1988;SunA;NO;-;YES;-;-;
hardhedb;Hard Head (bootleg);1988;bootleg;YES;hardhead;NO;hardhead;-;
starfigh;Star Fighter (v1);1990;SunA;NO;-;YES;-;-;
hardhea2;Hard Head 2 (v2.0);1991;SunA;NO;-;YES;-;-;
brickzn;Brick Zone (v5.0);1992;SunA;NO;-;YES;-;-;
brickzn3;Brick Zone (v3.0);1992;SunA;YES;brickzn;NO;brickzn;-;
bssoccer;Back Street Soccer;1996;SunA;NO;-;YES;-;-;
uballoon;Ultra Balloon;1996;SunA;NO;-;YES;-;-;
gundealr;Gun Dealer (set 1);1990;Dooyong;NO;-;YES;-;-;
gundeala;Gun Dealer (set 2);19??;Dooyong;YES;gundealr;NO;gundealr;-;
gundealt;Gun Dealer (Tecmo);1990;Tecmo;YES;gundealr;NO;gundealr;-;
yamyam;Yam! Yam![Q];1990;Dooyong;NO;-;YES;-;-;
wiseguy;Wise Guy;1990;Dooyong;YES;yamyam;NO;yamyam;-;
lastday;The Last Day (set 1);1990;Dooyong;NO;-;YES;-;-;
lastdaya;The Last Day (set 2);1990;Dooyong;YES;lastday;NO;lastday;-;
gulfstrm;Gulf Storm;1991;Dooyong;NO;-;YES;-;-;
gulfstr2;Gulf Storm (Media Shoji);1991;Dooyong (Media Shoji license);YES;gulfstrm;NO;gulfstrm;-;
pollux;Pollux (set 1);1991;Dooyong;NO;-;YES;-;-;
polluxa;Pollux (set 2);1991;Dooyong;YES;pollux;NO;pollux;-;
flytiger;Flying Tiger;1992;Dooyong;NO;-;YES;-;-;
bluehawk;Blue Hawk;1993;Dooyong;NO;-;YES;-;-;
bluehawn;Blue Hawk (NTC);1993;[Dooyong] (NTC license);YES;bluehawk;NO;bluehawk;-;
sadari;Sadari;1993;[Dooyong] (NTC license);NO;-;YES;-;-;
gundl94;Gun Dealer '94;1994;Dooyong;NO;-;YES;-;-;
primella;Primella;1994;[Dooyong] (NTC license);YES;gundl94;NO;gundl94;-;
superx;Super-X (NTC);1994;NTC;NO;-;YES;-;-;
superxm;Super-X (Mitchell);1994;Mitchell;YES;superx;NO;superx;-;
rshark;R-Shark;1995;Dooyong;NO;-;YES;-;-;
leprechn;Leprechaun;1982;Tong Electronic;NO;-;YES;-;-;
potogold;Pot of Gold;1982;GamePlan;YES;leprechn;NO;leprechn;-;
piratetr;Pirate Treasure;1982;Tong Electronic;NO;-;YES;-;-;
beezer;Beezer (set 1);1982;Tong Electronic;NO;-;YES;-;-;
beezer1;Beezer (set 2);1982;Tong Electronic;YES;beezer;NO;beezer;-;
pushman;Pushman;1990;Comad (American Sammy license);NO;-;YES;-;-;
bballs;Bouncing Balls;1991;Comad;NO;-;YES;-;-;
zerozone;Zero Zone;1993;Comad;NO;-;YES;-;-;
lvgirl94;Las Vegas Girl (Girl '94);1994;Comad;NO;-;YES;-;-;
hotpinbl;Hot Pinball;1995;Comad and New Japan System;NO;-;YES;-;-;
galspnbl;Gals Pinball;1996;Comad;NO;-;YES;-;-;
fantasia;Fantasia;1994;Comad and New Japan System;NO;-;YES;-;-;
newfant;New Fantasia;1995;Comad and New Japan System;NO;-;YES;-;-;
