name;cloneof;description;is_clone;is_parent;manufacturer;romof;sampleof;year
sspacaho;-;Space Attack - Head On;YES;NO;Sega;-;-;1979;
headon2;-;Head On 2;YES;NO;Sega;-;-;1979;
invho2;-;Invinco - Head On 2;YES;NO;Sega;-;invinco;1979;
invinco;-;Invinco;YES;NO;Sega;-;-;1979;
invds;-;Invinco - Deep Scan;YES;NO;Sega;-;invinco;1979;
tranqgun;-;Tranquilizer Gun;YES;NO;Sega;-;-;1980;
spacetrk;-;Space Trek (upright);YES;NO;Sega;-;-;1980;
sptrekct;spacetrk;Space Trek (cocktail);NO;YES;Sega;spacetrk;-;1980;
carnvckt;carnival;Carnival (cocktail);NO;YES;Sega;carnival;carnival;1980;
brdrlinb;-;Borderline (bootleg);YES;NO;bootleg;-;-;1981;
digger;-;Digger;YES;NO;Sega;-;-;1980;
pulsar;-;Pulsar;YES;NO;Sega;-;-;1981;
alphaho;-;Alpha Fighter - Head On;YES;NO;Data East Corporation;-;invinco;19??;
spacfura;spacfury;Space Fury (revision A);NO;YES;Sega;spacfury;spacfury;1981;
astrob;-;Astro Blaster (version 3);YES;NO;Sega;-;-;1981;
astrob2;astrob;Astro Blaster (version 2);NO;YES;Sega;astrob;astrob;1981;
astrob1;astrob;Astro Blaster (version 1);NO;YES;Sega;astrob;astrob;1981;
005;-;005;YES;NO;Sega;-;-;1981;
monsterb;-;Monster Bash;YES;NO;Sega;-;-;1982;
spaceod;-;Space Odyssey;YES;NO;Sega;-;-;1981;
pignewt;-;Pig Newton (version C);YES;NO;Sega;-;-;1983;
pignewta;pignewt;Pig Newton (version A);NO;YES;Sega;pignewt;-;1983;
sindbadm;-;Sindbad Mystery;YES;NO;Sega;-;-;1983;
chboxing;-;Champion Boxing;YES;NO;Sega;-;-;1984;
chwrestl;-;Champion Pro Wrestling;YES;NO;Sega;-;-;1985;
dokidoki;-;Doki Doki Penguin Land;YES;NO;Sega;-;-;1985;
starjacs;starjack;Star Jacker (Stern);NO;YES;Stern;starjack;-;1983;
mrvikngj;mrviking;Mister Viking (Japan);NO;YES;Sega;mrviking;-;1984;
pitfallu;pitfall2;Pitfall II (not encrypted);NO;YES;Sega;pitfall2;-;1985;
seganinu;seganinj;Sega Ninja (not encrypted);NO;YES;Sega;seganinj;-;1985;
nprincso;seganinj;Ninja Princess (128k Ver.);NO;YES;Sega;seganinj;-;1985;
nprincsu;seganinj;Ninja Princess (64k Ver. not encrypted);NO;YES;Sega;seganinj;-;1985;
nprincsb;seganinj;Ninja Princess (128k Ver. bootleg[Q]);NO;YES;bootleg?;seganinj;-;1985;
shtngmst;-;Shooting Master;YES;NO;Sega;-;-;1985;
chplft;-;Choplifter;YES;NO;Sega;-;-;1985;
chplftb;chplft;Choplifter (alternate);NO;YES;Sega;chplft;-;1985;
chplftbl;chplft;Choplifter (bootleg);NO;YES;bootleg;chplft;-;1985;
gardiab;gardia;Gardia (bootleg);NO;YES;bootleg;gardia;-;1986;
noboranb;-;Noboranka (Japan);YES;NO;bootleg;-;-;1986;
blckgalb;blockgal;Block Gal (bootleg);NO;YES;bootleg;blockgal;-;1987;
dakkochn;-;DakkoChan Jansoh;YES;NO;Sega;-;-;1987;
ufosensb;ufosensi;Ufo Senshi Yohko Chan (not encrypted);NO;YES;bootleg;ufosensi;-;1988;
kopunch;-;KO Punch;YES;NO;Sega;-;-;1981;
dotriku2;dotrikun;Dottori Kun (old version);NO;YES;Sega;dotrikun;-;1990;
aliensya;aliensyn;Alien Syndrome (set 2);NO;YES;Sega;aliensyn;-;1987;
aliensyb;aliensyn;Alien Syndrome (set 3);NO;YES;Sega;aliensyn;-;1987;
aliensyj;aliensyn;Alien Syndrome (Japan);NO;YES;Sega;aliensyn;-;1987;
astorm2p;astorm;Alien Storm (2 Player);NO;YES;Sega;astorm;-;1990;
auraila;aurail;Aurail (set 2);NO;YES;Sega / Westone;aurail;-;1990;
bayrouta;bayroute;Bay Route (set 2);NO;YES;Sunsoft / Sega;bayroute;-;1989;
bayrtbl1;bayroute;Bay Route (bootleg set 1);NO;YES;bootleg;bayroute;-;1989;
bayrtbl2;bayroute;Bay Route (bootleg set 2);NO;YES;bootleg;bayroute;-;1989;
goldnaxb;goldnaxe;Golden Axe (Version 2 317-0110);NO;YES;Sega;goldnaxe;-;1989;
goldnaxc;goldnaxe;Golden Axe (Version 2 317-0122);NO;YES;Sega;goldnaxe;-;1989;
goldnaxj;goldnaxe;Golden Axe (Version 1, Japan);NO;YES;Sega;goldnaxe;-;1989;
jyuohki;altbeast;Jyuohki (Japan);NO;YES;Sega;altbeast;-;1988;
moonwalk;-;Michael Jackson's Moonwalker (Set 1);YES;NO;Sega;-;-;1990;
moonwlka;moonwalk;Michael Jackson's Moonwalker (Set 2);NO;YES;Sega;moonwalk;moonwalk;1990;
sdioj;sdi;SDI - Strategic Defense Initiative (Japan);NO;YES;Sega;sdi;-;1987;
shinobia;shinobi;Shinobi (set 2);NO;YES;Sega;shinobi;-;1987;
shinobib;shinobi;Shinobi (set 3);NO;YES;Sega;shinobi;-;1987;
tetrisa;tetris;Tetris (Sega Set 2);NO;YES;Sega;tetris;-;1988;
wb3a;wb3;Wonder Boy III - Monster Lair (set 2);NO;YES;Sega / Westone;wb3;-;1988;
cottona;cotton;Cotton;NO;YES;Sega;cotton;-;19??;
thndrbdj;thndrbld;Thunder Blade (Japan);NO;YES;Sega;thndrbld;-;19??;
alexkida;alexkidd;Alex Kidd: The Lost Stars (set 2);NO;YES;Sega;alexkidd;-;1986;
altbeas2;altbeast;Altered Beast (Version 2);NO;YES;Sega;altbeast;-;1988;
astormbl;astorm;Alien Storm (bootleg);NO;YES;bootleg;astorm;-;1990;
endurob2;enduror;Enduro Racer (bootleg set 2);NO;YES;bootleg;enduror;-;1986;
fantzono;fantzone;Fantasy Zone (Old Ver.);NO;YES;Sega;fantzone;-;1986;
goldnabl;goldnaxe;Golden Axe (bootleg);NO;YES;bootleg;goldnaxe;-;1989;
goldnaxa;goldnaxe;Golden Axe (set 6, US) (8751 317-123A);NO;YES;Sega;goldnaxe;-;1989;
moonwlkb;moonwalk;Michael Jackson's Moonwalker (bootleg);NO;YES;bootleg;moonwalk;moonwalk;1990;
outruna;outrun;Out Run (set 2);NO;YES;Sega;outrun;outrun;1986;
passht4b;passsht;Passing Shot (4 Players) (bootleg);NO;YES;bootleg;passsht;-;1988;
passshtb;passsht;Passing Shot (2 Players) (bootleg);NO;YES;bootleg;passsht;-;1988;
quartt2j;quartet;Quartet 2 (unprotected);NO;YES;Sega;quartet;-;1986;
quartetj;quartet;Quartet (8751 315-5194);NO;YES;Sega;quartet;-;1986;
shangonb;shangon;Super Hang-On (bootleg);NO;YES;bootleg;shangon;-;1992;
shdancbl;shdancer;Shadow Dancer (bootleg);NO;YES;bootleg;shdancer;-;1989;
shdancrj;shdancer;Shadow Dancer (Japan);NO;YES;Sega;shdancer;-;1989;
shdancrb;shdancer;Shadow Dancer (Rev.B);NO;YES;Sega;shdancer;-;1989;
shinobl;shinobi;Shinobi (bootleg);NO;YES;bootleg;shinobi;-;1987;
timscanr;-;Time Scanner;YES;NO;Sega;-;-;1987;
tturfbl;tturf;Tough Turf (bootleg);NO;YES;bootleg;tturf;-;1989;
wb3bl;wb3;Wonder Boy III - Monster Lair (bootleg);NO;YES;bootleg;wb3;-;1988;
mahmajn;-;Tokoro San no MahMahjan;YES;NO;Sega;-;-;1992;
mahmajn2;-;Tokoro San no MahMahjan 2;YES;NO;Sega;-;-;1994;
spidey;-;Spider-Man: The Videogame (US);YES;NO;Sega;-;-;1991;
spideyj;spidey;Spider-Man: The Videogame (World);NO;YES;Sega;spidey;-;1991;
harddunj;harddunk;Hard Dunk (Japan);NO;YES;Sega;harddunk;-;1994;
astrass;-;Astra SuperStars;YES;NO;Sunsoft;stvbios;-;1998;
bakubaku;-;Baku Baku Animal;YES;NO;Sega;stvbios;-;1996;
colmns97;-;Columns 97;YES;NO;Sega;stvbios;-;1996;
cotton2;-;Cotton 2;YES;NO;Success;stvbios;-;1997;
cottonbm;-;Cotton Boomerang;YES;NO;Success;stvbios;-;1998;
decathlt;-;Decathlete;YES;NO;Sega;stvbios;-;1995;
diehard;-;Die Hard Arcade (US);YES;NO;Sega;stvbios;-;1996;
dnmtdeka;diehard;Dynamite Deka (Japan);NO;YES;Sega;diehard;-;1996;
ejihon;-;Ejihon Tantei Jimusyo;YES;NO;Sega;stvbios;-;1995;
elandore;-;Fighting Dragon Legend Elan Doree;YES;NO;Sai-Mate;stvbios;-;1998;
ffreveng;-;Final Fight Revenge;YES;NO;Capcom;stvbios;-;1999;
fhboxers;-;Funky Head Boxers;YES;NO;Sega;stvbios;-;1995;
findlove;-;Find Love;YES;NO;Daiki;stvbios;-;1996;
finlarch;sleague;Final Arch (Japan);NO;YES;Sega;sleague;-;1995;
gaxeduel;-;Golden Axe - The Duel;YES;NO;Sega;stvbios;-;1994;
grdforce;-;Guardian Force;YES;NO;Success;stvbios;-;1998;
groovef;-;Power Instinct 3 - Groove On Fight;YES;NO;Atlus;stvbios;-;1996;
hanagumi;-;Hanagumi Taisen Columns - Sakura Wars;YES;NO;Sega;stvbios;-;1998;
introdon;-;Karaoke Quiz Intro Don Don!;YES;NO;Sunsoft / Success;stvbios;-;1996;
kiwames;-;Pro Mahjong Kiwame S;YES;NO;Athena;stvbios;-;1995;
maruchan;-;Maru-Chan de Goo!;YES;NO;Sega;stvbios;-;1997;
myfairld;-;Virtual Mahjong 2 - My Fair Lady;YES;NO;Micronet;stvbios;-;1998;
othellos;-;Othello Shiyouyo;YES;NO;Success;stvbios;-;1998;
pblbeach;-;Pebble Beach - The Great Shot;YES;NO;TandE Soft;stvbios;-;1995;
prikura;-;Princess Clara Daisakusen;YES;NO;Atlus;stvbios;-;1996;
puyosun;-;Puyo Puyo Sun;YES;NO;Compile;stvbios;-;1996;
rsgun;-;Radiant Silvergun;YES;NO;Treasure;stvbios;-;1998;
sandor;-;Sando-R;YES;NO;Sega;stvbios;-;1995;
thunt;sandor;Treasure Hunt;NO;YES;Sega;sandor;-;1995;
sassisu;-;Taisen Tanto-R Sashissu!!;YES;NO;Sega;stvbios;-;1996;
seabass;-;Sea Bass Fishing;YES;NO;A Wave inc. (Able license);stvbios;-;1998;
shanhigw;-;Shanghai - The Great Wall - Shanghai Triple Threat;YES;NO;Sunsoft / Activision;stvbios;-;1995;
shienryu;-;Shienryu;YES;NO;Warashi;stvbios;-;1997;
sleague;-;Super Major League (US);YES;NO;Sega;stvbios;-;1995;
sokyugrt;-;Soukyugurentai - Terra Diver;YES;NO;Raizing;stvbios;-;1996;
sss;-;Steep Slope Sliders;YES;NO;Victor / Cave / Capcom;stvbios;-;1998;
suikoenb;-;Suikoenbu;YES;NO;Data East;stvbios;-;1995;
twcup98;-;Tecmo World Cup '98;YES;NO;Tecmo;stvbios;-;1998;
vfkids;-;Virtua Fighter Kids;YES;NO;Sega;stvbios;-;1996;
vfremix;-;Virtua Fighter Remix;YES;NO;Sega;stvbios;-;1995;
vmahjong;-;Virtual Mahjong;YES;NO;Micronet;stvbios;-;1997;
winterht;-;Winter Heat;YES;NO;Sega;stvbios;-;1997;
znpwfv;-;Zen Nippon Pro-Wrestling Featuring Virtua;YES;NO;Sega;stvbios;-;1997;
danchih;-;Danchi de Hanafuda;YES;NO;Altron (Tecmo license);stvbios;-;1999;
mausuke;-;Mausuke no Ojama the World;YES;NO;Data East;stvbios;-;1995;
batmanfr;-;Batman Forever;YES;NO;Acclaim;stvbios;-;1996;
sfish2;-;Sport Fishing 2;YES;NO;Sega;-;-;1995;
sfish2j;sfish2;Sport Fishing 2 (Japan);NO;YES;Sega;sfish2;-;1995;
puyopuyo;-;Puyo Puyo (Japan);YES;NO;Sega / Compile;-;-;1992;
puyopuya;puyopuyo;Puyo Puyo (Japan) (Rev A);NO;YES;Sega / Compile;puyopuyo;-;1992;
puyopuyb;puyopuyo;Puyo Puyo (English) (bootleg);NO;YES;bootleg;puyopuyo;-;1992;
pclubj;-;Print Club (Japan Vol.1);YES;NO;Atlus;-;-;1995;
pclubjv2;pclubj;Print Club (Japan Vol.2);NO;YES;Atlus;pclubj;-;1995;
pclubjv4;pclubj;Print Club (Japan Vol.4);NO;YES;Atlus;pclubj;-;1996;
pclubjv5;pclubj;Print Club (Japan Vol.5);NO;YES;Atlus;pclubj;-;1996;
puckpkmn;-;Puckman Pockimon;YES;NO;Genie;-;-;2000;
jzth;-;Juezhan Tianhuang;YES;NO;<unknown>;-;-;2000;
barek3mb;-;Bare Knuckle III (bootleg of Megadrive version);YES;NO;bootleg / Sega;-;-;1994;
aladmdb;-;Aladdin (bootleg of Japanese Megadrive version);YES;NO;bootleg / Sega;-;-;1993;
barek2ch;-;Bare Knuckle II (Chinese bootleg of Megadrive version);YES;NO;bootleg / Sega;-;-;1994;
mt_beast;-;MegaTech - Altered Beast;YES;NO;Sega;megatech;-;1989;
mt_shar2;-;MegaTech - Space Harrier 2.;YES;NO;Sega;megatech;-;1989;
mt_stbld;-;MegaTech - Super Thunder Blade;YES;NO;Sega;megatech;-;1989;
mt_ggolf;-;MegaTech - Great Golf;YES;NO;Sega;megatech;-;1989;
mt_gsocr;-;MegaTech - Great Soccer;YES;NO;Sega;megatech;-;1989;
mt_shnbi;-;MegaTech - Shinobi;YES;NO;Sega;megatech;-;1989;
mt_aftrb;-;MegaTech - Afterburner;YES;NO;Sega;megatech;-;1989;
mt_tfor2;-;MegaTech - Thunder Force 2;YES;NO;Sega;megatech;-;1989;
mt_astro;-;MegaTech - Astro Warrior;YES;NO;Sega;megatech;-;1989;
mt_lastb;-;MegaTech - Last Battle.;YES;NO;Sega;megatech;-;1989;
mt_wcsoc;-;MegaTech - World Cup Soccer;YES;NO;Sega;megatech;-;1989;
mt_tetri;-;MegaTech - Tetris;YES;NO;Sega;megatech;-;1989;
mt_gng;-;MegaTech - Ghouls and Ghosts;YES;NO;Capcom / Sega;megatech;-;1989;
mt_gaxe;-;MegaTech - Golden Axe;YES;NO;Sega;megatech;-;1989;
mt_mystd;-;MegaTech - Mystic Defender;YES;NO;Sega;megatech;-;1989;
mt_revsh;-;MegaTech - The Revenge Of Shinobi;YES;NO;Sega;megatech;-;1989;
mt_parlg;-;MegaTech - Parlour Games;YES;NO;Sega;megatech;-;1989;
mt_tgolf;-;MegaTech - Arnold Palmer Tournament Golf;YES;NO;Sega;megatech;-;1989;
mt_tlbba;-;MegaTech - Tommy Lasorda Baseball;YES;NO;Sega;megatech;-;1989;
mt_eswat;-;MegaTech - E-Swat;YES;NO;Sega;megatech;-;1989;
mt_smgp;-;MegaTech - Super Monaco Grand Prix;YES;NO;Sega;megatech;-;1990;
mt_mwalk;-;MegaTech - Moonwalker;YES;NO;Sega;megatech;-;1989;
mt_bbros;-;MegaTech - Bonanza Bros.;YES;NO;Sega;megatech;-;1989;
mt_sonic;-;MegaTech - Sonic the Hedgehog;YES;NO;Sega;megatech;-;1989;
mt_fshrk;-;MegaTech - Fire Shark;YES;NO;Sega;megatech;-;1989;
mt_gaxe2;-;MegaTech - Golden Axe 2;YES;NO;Sega;megatech;-;1989;
mt_kcham;-;MegaTech - Kid Chameleon;YES;NO;Sega;megatech;-;1989;
mp_sonic;-;Sonic The Hedgehog;YES;NO;Sega;megaplay;-;1993;
mp_gaxe2;-;Golden Axe II;YES;NO;Sega;megaplay;-;1993;
mp_sor2;-;Streets Of Rage II;YES;NO;Sega;megaplay;-;1993;
mp_twc;-;Tecmo World Cup;YES;NO;Sega;megaplay;-;1993;
mp_soni2;-;Sonic The Hedgehog 2;YES;NO;Sega;megaplay;-;1993;
mp_bio;-;Bio-Hazard Battle;YES;NO;Sega;megaplay;-;1993;
mp_shnb3;-;Shinobi III;YES;NO;Sega;megaplay;-;1993;
mp_col3;-;Columns III;YES;NO;Sega;megaplay;-;1993;
cookrace;btime;Cook Race;NO;YES;bootleg;btime;-;1982;
wtennis;-;World Tennis;YES;NO;bootleg;-;-;1982;
caractn;brubber;Car Action;NO;YES;bootleg;brubber;-;1982;
sdtennis;-;Super Doubles Tennis;YES;NO;Data East Corporation;-;-;1983;
ctislnd2;ctisland;Cassette: Treasure Island (set 2);NO;YES;DECO;ctisland;-;1981;
ctislnd3;ctisland;Cassette: Treasure Island (set 3);NO;YES;DECO;ctisland;-;1981;
cburnrb2;cburnrub;Cassette: Burnin' Rubber (set 2);NO;YES;DECO;cburnrub;-;1982;
cgraplp2;cgraplop;Cassette: Graplop (aka Cluster Buster) (set 2);NO;YES;DECO;cgraplop;-;1983;
cnights2;cnightst;Cassette: Night Star (set 2);NO;YES;DECO;cnightst;-;1983;
cprosocc;-;Cassette: Pro Soccer;YES;NO;DECO;decocass;-;1983;
madalien;-;Mad Alien;YES;NO;Data East Corporation;-;-;1980;
astrof;-;Astro Fighter (set 1);YES;NO;Data East;-;-;1979;
astrof2;astrof;Astro Fighter (set 2);NO;YES;Data East;astrof;astrof;1979;
astrof3;astrof;Astro Fighter (set 3);NO;YES;Data East;astrof;astrof;1979;
tomahawk;-;Tomahawk 777 (Revision 1);YES;NO;Data East;-;-;1980;
tomahaw5;tomahawk;Tomahawk 777 (Revision 5);NO;YES;Data East;tomahawk;-;1980;
prosoccr;-;Pro Soccer;YES;NO;Data East Corporation;-;-;1983;
prosport;-;Prosport;YES;NO;Data East Corporation;-;-;1983;
liberatb;liberate;Liberation (bootleg);NO;YES;bootleg;liberate;-;1984;
bwing;-;B-Wings (Japan);YES;NO;Data East Corporation;-;-;1984;
batwings;bwing;Battle Wings (alt);NO;YES;Data East Corporation;bwing;-;1984;
compgolf;-;Competition Golf Final Round (revision 3);YES;NO;Data East;-;-;1986;
compglfo;compgolf;Competition Golf Final Round (old version);NO;YES;Data East;compgolf;-;1985;
tryout;-;Pro Baseball Skill Tryout (Japan);YES;NO;Data East Corporation;-;-;1985;
firetpbl;firetrap;Fire Trap (Japan bootleg);NO;YES;bootleg;firetrap;-;1986;
shootouj;shootout;Shoot Out (Japan);NO;YES;Data East USA;shootout;-;1985;
shootoub;shootout;Shoot Out (Korean Bootleg);NO;YES;bootleg;shootout;-;1985;
sidepctj;sidepckt;Side Pocket (Japan);NO;YES;Data East Corporation;sidepckt;-;1986;
sidepctb;sidepckt;Side Pocket (bootleg);NO;YES;bootleg;sidepckt;-;1986;
wexpresb;exprraid;Western Express (bootleg set 1);NO;YES;bootleg;exprraid;-;1986;
wexpresc;exprraid;Western Express (bootleg set 2);NO;YES;bootleg;exprraid;-;1986;
battlera;-;Battle Rangers (World);YES;NO;Data East Corporation;-;-;1988;
bldwolf;battlera;Bloody Wolf (US);NO;YES;Data East USA;battlera;-;1988;
actfanc1;actfancr;Act-Fancer Cybernetick Hyper Weapon (World revision 1);NO;YES;Data East Corporation;actfancr;-;1989;
actfancj;actfancr;Act-Fancer Cybernetick Hyper Weapon (Japan revision 1);NO;YES;Data East Corporation;actfancr;-;1989;
lastmsno;lastmisn;Last Mission (US revision 5);NO;YES;Data East USA;lastmisn;-;1986;
lastmsnj;lastmisn;Last Mission (Japan);NO;YES;Data East Corporation;lastmisn;-;1986;
srdarwnj;srdarwin;Super Real Darwin (Japan);NO;YES;Data East Corporation;srdarwin;-;1987;
cobracmj;cobracom;Cobra-Command (Japan);NO;YES;Data East Corporation;cobracom;-;1988;
oscarj;oscar;Psycho-Nics Oscar (Japan revision 2);NO;YES;Data East Corporation;oscar;-;1987;
oscarj0;oscar;Psycho-Nics Oscar (Japan revision 0);NO;YES;Data East Corporation;oscar;-;1987;
hbarrelw;hbarrel;Heavy Barrel (World);NO;YES;Data East Corporation;hbarrel;-;1987;
robocpu0;robocop;Robocop (US revision 0);NO;YES;Data East USA;robocop;robocop;1988;
ffantasa;hippodrm;Fighting Fantasy (Japan);NO;YES;Data East Corporation;hippodrm;-;1989;
secretab;slyspy;Secret Agent (bootleg);NO;YES;bootleg;slyspy;-;1989;
midresbj;midres;Midnight Resistance (joystick hack bootleg);NO;YES;bootleg;midres;-;1989;
bouldshj;bouldash;Boulder Dash - Boulder Dash Part 2 (Japan);NO;YES;Data East Corporation (licensed from First Star);bouldash;-;1990;
vaportru;vaportra;Vapor Trail - Hyper Offence Formation (US);NO;YES;Data East USA;vaportra;-;1989;
darksea1;darkseal;Dark Seal (World revision 1);NO;YES;Data East Corporation;darkseal;-;1990;
darkseaj;darkseal;Dark Seal (Japan);NO;YES;Data East Corporation;darkseal;-;1990;
gatedom1;darkseal;Gate of Doom (US revision 1);NO;YES;Data East Corporation;darkseal;-;1990;
supbtimj;supbtime;Super Burger Time (Japan);NO;YES;Data East Corporation;supbtime;-;1990;
mutantfa;mutantf;Mutant Fighter (World Rev 3, EM-4);NO;YES;Data East Corporation;mutantf;-;1992;
cninja0;cninja;Caveman Ninja (World revision 0);NO;YES;Data East Corporation;cninja;-;1991;
robocp2u;robocop2;Robocop 2 (US);NO;YES;Data East Corporation;robocop2;-;1991;
robocp2j;robocop2;Robocop 2 (Japan);NO;YES;Data East Corporation;robocop2;-;1991;
dassaul4;thndzone;Desert Assault (US 4 Players);NO;YES;Data East Corporation;thndzone;-;1991;
captavna;captaven;Captain America and The Avengers (Asia Rev 1.0);NO;YES;Data East Corporation;captaven;-;1991;
captavne;captaven;Captain America and The Avengers (UK Rev 1.4);NO;YES;Data East Corporation;captaven;-;1991;
captavnu;captaven;Captain America and The Avengers (US Rev 1.9);NO;YES;Data East Corporation;captaven;-;1991;
captavuu;captaven;Captain America and The Avengers (US Rev 1.6);NO;YES;Data East Corporation;captaven;-;1991;
captavnj;captaven;Captain America and The Avengers (Japan Rev 0.2);NO;YES;Data East Corporation;captaven;-;1991;
tumblepb;tumblep;Tumble Pop (bootleg set 1);NO;YES;bootleg;tumblep;-;1991;
tumblep2;tumblep;Tumble Pop (bootleg set 2);NO;YES;bootleg;tumblep;-;1991;
darksel2;wizdfire;Dark Seal 2 (Japan v2.1);NO;YES;Data East Corporation;wizdfire;-;1992;
pktgaldj;pktgaldx;Pocket Gal Deluxe (Japan v3.00);NO;YES;Nihon System;pktgaldx;-;1993;
lockload;-;Locked 'n Loaded (US);YES;NO;Data East Corporation;-;-;1994;
sshanghb;sshangha;Super Shanghai Dragon's Eye (World, bootleg);NO;YES;bootleg;sshangha;-;1992;
starfore;starforc;Star Force (encrypted);NO;YES;Tehkan;starforc;-;1984;
bombjac2;bombjack;Bomb Jack (set 2);NO;YES;Tehkan;bombjack;-;1984;
pbactio2;pbaction;Pinball Action (set 2);NO;YES;Tehkan;pbaction;-;1985;
tehkanwc;-;Tehkan World Cup;YES;NO;Tehkan;-;-;1985;
gridiron;-;Gridiron Fight;YES;NO;Tehkan;-;-;1985;
teedoff;-;Tee'd Off (Japan);YES;NO;Tecmo;-;-;1986;
silkwrm2;silkworm;Silk Worm (set 2);NO;YES;Tecmo;silkworm;-;1988;
wc90;-;Tecmo World Cup '90 (set 1);YES;NO;Tecmo;-;-;1989;
wc90a;wc90;Tecmo World Cup '90 (set 2);NO;YES;Tecmo;wc90;-;1989;
wc90t;wc90;Tecmo World Cup '90 (trackball);NO;YES;Tecmo;wc90;-;1989;
wc90b;wc90;Euro League;NO;YES;bootleg;wc90;-;1989;
spbactn;-;Super Pinball Action (US);YES;NO;Tecmo;-;-;1991;
spbactnj;spbactn;Super Pinball Action (Japan);NO;YES;Tecmo;spbactn;-;1991;
tutankst;tutankhm;Tutankham (Stern);NO;YES;[Konami] (Stern license);tutankhm;-;1982;
junofstg;junofrst;Juno First (Gottlieb);NO;YES;Konami (Gottlieb license);junofrst;-;1983;
megaznik;megazone;Mega Zone (Kosuka);NO;YES;Konami / Interlogic + Kosuka;megazone;-;1983;
trackflc;trackfld;Track and Field (Centuri);NO;YES;Konami (Centuri license);trackfld;-;1983;
hyprolyb;trackfld;Hyper Olympic (bootleg);NO;YES;bootleg;trackfld;-;1983;
whizquiz;-;Whiz Quiz;YES;NO;Zilec-Zenitone;-;-;1985;
rocnropk;rocnrope;Roc'n Rope (Kosuka);NO;YES;Konami + Kosuka;rocnrope;-;1983;
sbasketo;sbasketb;Super Basketball (version E);NO;YES;Konami;sbasketb;-;1984;
sbasketu;sbasketb;Super Basketball (not encrypted);NO;YES;Konami;sbasketb;-;1984;
finalizb;finalizr;Finalizer - Super Transformation (bootleg);NO;YES;bootleg;finalizr;-;1985;
farwest;ironhors;Far West;NO;YES;bootleg?;ironhors;-;1986;
contrajb;contra;Contra (Japan bootleg);NO;YES;bootleg;contra;contra;1987;
combasc;-;Combat School (joystick);YES;NO;Konami;-;-;1988;
combasct;combasc;Combat School (trackball);NO;YES;Konami;combasc;-;1987;
combascj;combasc;Combat School (Japan trackball);NO;YES;Konami;combasc;-;1987;
bootcamp;combasc;Boot Camp;NO;YES;Konami;combasc;-;1987;
combascb;combasc;Combat School (bootleg);NO;YES;bootleg;combasc;-;1988;
rockragj;rockrage;Koi no Hotrock (Japan);NO;YES;Konami;rockrage;-;1986;
labyrunk;tricktrp;Labyrinth Runner (World Ver. K);NO;YES;Konami;tricktrp;-;1987;
thehustj;thehustl;The Hustler (Japan version J);NO;YES;Konami;thehustl;-;1987;
battlntj;battlnts;Battlantis (Japan);NO;YES;Konami;battlnts;-;1987;
bladstle;bladestl;Blades of Steel (version E);NO;YES;Konami;bladestl;-;1987;
hcastleo;hcastle;Haunted Castle (version K);NO;YES;Konami;hcastle;-;1988;
hcastlej;hcastle;Akuma-Jou Dracula (Japan version P);NO;YES;Konami;hcastle;-;1988;
hcastljo;hcastle;Akuma-Jou Dracula (Japan version N);NO;YES;Konami;hcastle;-;1988;
thnderxj;thunderx;Thunder Cross (Japan);NO;YES;Konami;thunderx;-;1988;
mainev2p;mainevt;The Main Event (2 Players ver. X);NO;YES;Konami;mainevt;-;1988;
devstor2;devstors;Devastators (ver. X);NO;YES;Konami;devstors;-;1988;
devstor3;devstors;Devastators (ver. V);NO;YES;Konami;devstors;-;1988;
crimfgt2;crimfght;Crime Fighters (World 2 Players);NO;YES;Konami;crimfght;-;1989;
crimfgtj;crimfght;Crime Fighters (Japan 2 Players);NO;YES;Konami;crimfght;-;1989;
surpratk;-;Surprise Attack (Japan ver. M);YES;NO;Konami;-;-;1990;
parodisj;parodius;Parodius DA! (Japan);NO;YES;Konami;parodius;-;1990;
simpsn2p;simpsons;The Simpsons (2 Players);NO;YES;Konami;simpsons;-;1991;
simps2pa;simpsons;The Simpsons (2 Players alt);NO;YES;Konami;simpsons;-;1991;
simps2pj;simpsons;The Simpsons (2 Players Japan);NO;YES;Konami;simpsons;-;1991;
vendetao;vendetta;Vendetta (World 4 Players ver. R);NO;YES;Konami;vendetta;-;1991;
vendet2p;vendetta;Vendetta (World 2 Players ver. W);NO;YES;Konami;vendetta;-;1991;
vendetas;vendetta;Vendetta (Asia 2 Players ver. U);NO;YES;Konami;vendetta;-;1991;
vendtaso;vendetta;Vendetta (Asia 2 Players ver. D);NO;YES;Konami;vendetta;-;1991;
vendettj;vendetta;Crime Fighters 2 (Japan 2 Players ver. P);NO;YES;Konami;vendetta;-;1991;
nemesuk;nemesis;Nemesis (World[Q]);NO;YES;Konami;nemesis;-;1985;
salamanj;salamand;Salamander (version J);NO;YES;Konami;salamand;-;1986;
lifefrcj;salamand;Lifeforce (Japan);NO;YES;Konami;salamand;-;1986;
citybmrj;citybomb;City Bomber (Japan);NO;YES;Konami;citybomb;-;1987;
grdius2a;vulcan;Gradius II - GOFER no Yabou (Japan Old Ver.);NO;YES;Konami;vulcan;-;1988;
grdius2b;vulcan;Gradius II - GOFER no Yabou (Japan Older Ver.);NO;YES;Konami;vulcan;-;1988;
cuebrckj;cuebrick;Cue Brick (World version D);NO;YES;Konami;cuebrick;-;1989;
