name;cloneof;description;is_clone;is_parent;manufacturer;romof;sampleof;year
sfiii2j;sfiii2;Street Fighter III 2nd Impact: Giant Attack (Japan 970930);NO;YES;Capcom;sfiii2;-;1997;
sfiii2;-;Street Fighter III 2nd Impact: Giant Attack (USA 970930);YES;NO;Capcom;-;-;1997;
sfiii4n;sfiii3;Street Fighter III 3rd Strike: Fight for the Future (4rd Arrange Edition 2013);NO;YES;hack;sfiii3;-;2013;
sfiii4fs;sfiii3;Street Fighter III 3rd Strike: Fight for the Future (4rd Strike 2011-07-17);NO;YES;hack;sfiii3;-;2011;
sfiii3r1;sfiii3;Street Fighter III 3rd Strike: Fight for the Future (Euro 990512);NO;YES;Capcom;sfiii3;-;1999;
sfiii3;-;Street Fighter III 3rd Strike: Fight for the Future (Euro 990608);YES;NO;Capcom;-;-;1999;
sfiii3jr1;sfiii3;Street Fighter III 3rd Strike: Fight for the Future (Japan 990512);NO;YES;Capcom;sfiii3;-;1999;
sfiii3nr1;sfiii3;Street Fighter III 3rd Strike: Fight for the Future (Japan 990512, NO CD);NO;YES;Capcom;sfiii3;-;1999;
sfiii3j;sfiii3;Street Fighter III 3rd Strike: Fight for the Future (Japan 990608);NO;YES;Capcom;sfiii3;-;1999;
sfiii3n;sfiii3;Street Fighter III 3rd Strike: Fight for the Future (Japan 990608, NO CD);NO;YES;Capcom;sfiii3;-;1999;
sfiii3ur1;sfiii3;Street Fighter III 3rd Strike: Fight for the Future (USA 990512);NO;YES;Capcom;sfiii3;-;1999;
sfiii3u;sfiii3;Street Fighter III 3rd Strike: Fight for the Future (USA 990608);NO;YES;Capcom;sfiii3;-;1999;
sfiii3ws;sfiii3;Street Fighter III 3rd Strike: Fight for the Future (Widescreen 20220908);NO;YES;Bank Bank;sfiii3;-;2022;
sfiii3th;sfiii3;Street Fighter III 3rd Strike: Fight for the Future | re:THIRD update;NO;YES;hack;sfiii3;-;2021;
sfiiia;sfiii;Street Fighter III: New Generation (Asia 970204);NO;YES;Capcom;sfiii;-;1997;
sfiiin;sfiii;Street Fighter III: New Generation (Asia 970204, NO CD, bios set 1);NO;YES;Capcom;sfiii;-;1997;
sfiiina;sfiii;Street Fighter III: New Generation (Asia 970204, NO CD, bios set 2);NO;YES;Capcom;sfiii;-;1997;
sfiii;-;Street Fighter III: New Generation (Euro 970204);YES;NO;Capcom;-;-;1997;
sfiiih;sfiii;Street Fighter III: New Generation (Hispanic 970204);NO;YES;Capcom;sfiii;-;1997;
sfiiij;sfiii;Street Fighter III: New Generation (Japan 970204);NO;YES;Capcom;sfiii;-;1997;
sfiiiu;sfiii;Street Fighter III: New Generation (USA 970204);NO;YES;Capcom;sfiii;-;1997;
sfzar1;sfa;Street Fighter Zero (950605 Asia);NO;YES;Capcom;sfa;-;1995;
sfza;sfa;Street Fighter Zero (950627 Asia);NO;YES;Capcom;sfa;-;1995;
sfzhr1;sfa;Street Fighter Zero (950627 Hispanic);NO;YES;Capcom;sfa;-;1995;
sfzbr1;sfa;Street Fighter Zero (950727 Brazil);NO;YES;Capcom;sfa;-;1995;
sfzcha;sfzch;Street Fighter Zero (CPS Changer, 040820 Japan);NO;YES;Capcom;sfzch;-;2005;
sfzch;-;Street Fighter Zero (CPS Changer, 951020 Japan);YES;NO;Capcom;-;-;1995;
sfz2ad;sfa2;Street Fighter Zero 2 (960227 Asia Phoenix Edition);NO;YES;bootleg;sfa2;-;1996;
sfz2jd;sfa2;Street Fighter Zero 2 (960227 Japan Phoenix Edition);NO;YES;bootleg;sfa2;-;1996;
sfz2jr1;sfa2;Street Fighter Zero 2 (960227 Japan);NO;YES;Capcom;sfa2;-;1996;
sfz2n;sfa2;Street Fighter Zero 2 (960229 Oceania);NO;YES;Capcom;sfa2;-;1996;
sfz2h;sfa2;Street Fighter Zero 2 (960304 Hispanic);NO;YES;Capcom;sfa2;-;1996;
sfz2alr1;sfz2al;Street Fighter Zero 2 Alpha (960805 Asia);NO;YES;Capcom;sfz2al;-;1996;
sfz2alj;sfz2al;Street Fighter Zero 2 Alpha (960805 Japan);NO;YES;Capcom;sfz2al;-;1996;
sfz2alb;sfz2al;Street Fighter Zero 2 Alpha (960813 Brazil);NO;YES;Capcom;sfz2al;-;1996;
sfz2alh;sfz2al;Street Fighter Zero 2 Alpha (960813 Hispanic);NO;YES;Capcom;sfz2al;-;1996;
sfz2ald;sfz2al;Street Fighter Zero 2 Alpha (960826 Asia Phoenix Edition);NO;YES;bootleg;sfz2al;-;1996;
sfz2al;-;Street Fighter Zero 2 Alpha (960826 Asia);YES;NO;Capcom;-;-;1996;
sfz2adl;sfz2al;Street Fighter Zero 2 Alpha - Dragon Level (Hack by pipi899, Ver.2009-04-24);NO;YES;Hack;sfz2al;-;2009;
sfz3jr2d;sfa3;Street Fighter Zero 3 (980629 Japan Phoenix Edition);NO;YES;bootleg;sfa3;-;1998;
sfz3jr2;sfa3;Street Fighter Zero 3 (980629 Japan);NO;YES;Capcom;sfa3;-;1998;
sfz3ar1;sfa3;Street Fighter Zero 3 (980701 Asia);NO;YES;Capcom;sfa3;-;1998;
sfz3mix;sfa3;Street Fighter Zero 3 Mix v0.13;NO;YES;hack;sfa3;-;2022;
sfz3te;sfa3;Street Fighter Zero 3 Training Edition v1.1 (980629 Japan);NO;YES;hack;sfa3;-;2020;
sftmj112;sftm;Street Fighter: The Movie (v1.12N, Japan);NO;YES;Capcom / Incredible Technologies;sftm;-;1995;
sftmj114;sftm;Street Fighter: The Movie (v1.14N, Japan);NO;YES;Capcom / Incredible Technologies;sftm;-;1995;
streetsmj;streetsm;Street Smart (Japan version 1);NO;YES;SNK;streetsm;-;1989;
streetsm1;streetsm;Street Smart (US version 1);NO;YES;SNK;streetsm;-;1989;
streetsmw;streetsm;Street Smart (World version 1);NO;YES;SNK;streetsm;-;1989;
ffightjh;ffight;Street Smart / Final Fight (Japan, hack);NO;YES;Capcom;ffight;-;1989;
striderfix;strider;Strider (US set 1)(Graphic and music fixes, Hack);NO;YES;NeoInvader;strider;-;2022;
striderua;strider;Strider (US set 2);NO;YES;Capcom;strider;-;1989;
strideruc;strider;Strider (US, Street Fighter II conversion);NO;YES;Capcom;strider;-;1989;
striderjr;strider;Strider Hiryu (Japan Resale Ver.);NO;YES;Capcom;strider;-;1989;
strkfgtrj;strkfgtr;Strike Fighter (Japan);NO;YES;Sega;strkfgtr;-;1991;
strkfgtr;-;Strike Fighter (World);YES;NO;Sega;-;-;1991;
s1945a;s1945;Strikers 1945 (Japan / World);NO;YES;Psikyo;s1945;-;1995;
s1945nj;s1945;Strikers 1945 (Japan, unprotected);NO;YES;Psikyo;s1945;-;1995;
s1945k;s1945;Strikers 1945 (Korea);NO;YES;Psikyo;s1945;-;1995;
s1945n;s1945;Strikers 1945 (World, unprotected);NO;YES;Psikyo;s1945;-;1995;
strongx;stratgyx;Strong X;NO;YES;bootleg;stratgyx;-;1982;
stuntair;-;Stunt Air;YES;NO;Nuova Videotron;-;-;1983;
sub;-;Submarine (Sigma);YES;NO;Sigma Enterprises Inc.;-;-;1985;
sjryuko1;sjryuko;Sukeban Jansi Ryuko (set 1, System 16A, FD1089B 317-5021);NO;YES;White Board;sjryuko;-;1987;
sjryuko;-;Sukeban Jansi Ryuko (set 2, System 16B, FD1089B 317-5021);YES;NO;White Board;-;-;1987;
sunaq;-;SunA Quiz 6000 Academy (940620-6);YES;NO;SunA;-;-;1994;
ssridersabd;ssriders;Sunset Riders (2 Players ver. ABD);NO;YES;Konami;ssriders;-;1991;
ssridersebc;ssriders;Sunset Riders (2 Players ver. EBC);NO;YES;Konami;ssriders;-;1991;
ssridersebd;ssriders;Sunset Riders (2 Players ver. EBD);NO;YES;Konami;ssriders;-;1991;
ssridersjbd;ssriders;Sunset Riders (2 Players ver. JBD);NO;YES;Konami;ssriders;-;1991;
ssridersubc;ssriders;Sunset Riders (2 Players ver. UBC);NO;YES;Konami;ssriders;-;1991;
ssridersadd;ssriders;Sunset Riders (4 Players ver. ADD);NO;YES;Konami;ssriders;-;1991;
ssriderseaa;ssriders;Sunset Riders (4 Players ver. EAA);NO;YES;Konami;ssriders;-;1991;
ssridersjac;ssriders;Sunset Riders (4 Players ver. JAC);NO;YES;Konami;ssriders;-;1991;
ssridersjad;ssriders;Sunset Riders (4 Players ver. JAD);NO;YES;Konami;ssriders;-;1991;
ssridersuab;ssriders;Sunset Riders (4 Players ver. UAB);NO;YES;Konami;ssriders;-;1991;
ssridersuac;ssriders;Sunset Riders (4 Players ver. UAC);NO;YES;Konami;ssriders;-;1991;
ssridersuda;ssriders;Sunset Riders (4 Players ver. UDA);NO;YES;Konami;ssriders;-;1991;
sathena;athena;Super Athena (bootleg);NO;YES;bootleg;athena;-;1987;
sbagmani;sbagman;Super Bagman (Itisa, Spain);NO;YES;Valadon Automation (Itisa license);sbagman;-;1984;
sbagman2;sbagman;Super Bagman (version 3?);NO;YES;Valadon Automation;sbagman;-;1984;
superbar;wiggie;Super Bar;NO;YES;Promat;wiggie;-;1994;
sbaskete;sbasketb;Super Basketball (version E, encrypted);NO;YES;Konami;sbasketb;-;1984;
sbasketg;sbasketb;Super Basketball (version G, encrypted);NO;YES;Konami;sbasketb;-;1984;
sbasketh;sbasketb;Super Basketball (version H, unprotected);NO;YES;Konami;sbasketb;-;1984;
sbishika;sbishi;Super Bishi Bashi Championship (ver KAA, 3 Players);NO;YES;Konami;sbishi;-;1998;
sboblboblc;bublbobl;Super Bobble Bobble (bootleg);NO;YES;bootleg;bublbobl;-;1986;
sboblbobl;bublbobl;Super Bobble Bobble (bootleg, set 1);NO;YES;bootleg (Datsu);bublbobl;-;1986;
sboblbobla;bublbobl;Super Bobble Bobble (bootleg, set 2);NO;YES;bootleg;bublbobl;-;1986;
sboblboblb;bublbobl;Super Bobble Bobble (bootleg, set 3);NO;YES;bootleg;bublbobl;-;1986;
sboblbobld;bublbobl;Super Bobble Bobble (bootleg, set 4);NO;YES;bootleg;bublbobl;-;1986;
sboblboble;bublbobl;Super Bobble Bobble (bootleg, set 5);NO;YES;bootleg;bublbobl;-;1986;
sboblboblf;bublbobl;Super Bobble Bobble (bootleg, set 6);NO;YES;bootleg;bublbobl;-;1986;
sb2003a;sb2003;Super Bubble 2003 (Asia, Ver 1.0);NO;YES;Limenko;sb2003;-;2003;
sb2003;-;Super Bubble 2003 (World, Ver 1.0);YES;NO;Limenko;-;-;2003;
supbtimej;supbtime;Super Burger Time (Japan);NO;YES;Data East Corporation;supbtime;-;1990;
supbtimea;supbtime;Super Burger Time (World, set 2);NO;YES;Data East Corporation;supbtime;-;1990;
sbasebalj;sbasebal;Super Champion Baseball (Japan);NO;YES;Alpha Denshi Co.;sbasebal;-;1989;
superchsj;superchs;Super Chase - Criminal Termination (Japan);NO;YES;Taito Corporation;superchs;-;1992;
superchsu;superchs;Super Chase - Criminal Termination (US);NO;YES;Taito America Corporation;superchs;-;1992;
scobrag;scobra;Super Cobra (bootleg, set 2);NO;YES;bootleg (A.V.G. by Zaccaria);scobra;-;1981;
scobraggi;scobra;Super Cobra (bootleg, set 3);NO;YES;bootleg (Cocamatic);scobra;-;1981;
scobrae2;scobra;Super Cobra (encrypted);NO;YES;Konami;scobra;-;1981;
scobrae;scobra;Super Cobra (Stern Electronics) (encrypted, KONATEC XC-103SS CPU);NO;YES;Konami (Stern Electronics license);scobra;-;1981;
supcrash;headon;Super Crash (bootleg of Head On);NO;YES;bootleg (VGG);headon;-;1979;
sprcros2a;sprcros2;Super Cross II (Japan, set 2);NO;YES;GM Shoji;sprcros2;-;1986;
scfinalsoc;scfinals;Super Cup Finals (Ver 2.1O 1993/11/19, F3 Cartridge);NO;YES;Taito Corporation Japan;scfinals;-;1993;
scfinalso;scfinals;Super Cup Finals (Ver 2.1O 1993/11/19, single PCB);NO;YES;Taito Corporation Japan;scfinals;-;1993;
sderby;-;Super Derby (Playmark, v.07.03);YES;NO;Playmark;-;-;1996;
sderbya;sderby;Super Derby (Playmark, v.10.04);NO;YES;Playmark;sderby;-;1996;
sdodgebh;sdodgeb;Super Dodge Ball / Kunio no Nekketsu Toukyuu Densetsu (Secret Character Hack);NO;YES;hack;sdodgeb;-;1996;
csdtenis;-;Super Doubles Tennis (DECO Cassette) (Japan);YES;NO;Data East Corporation;decocass;-;1983;
supduck;-;Super Duck;YES;NO;Comad;-;-;1992;
sformulaa;tail2nos;Super Formula (Japan, set 2);NO;YES;V-System Co.;tail2nos;-;1989;
sgemfd;sgemf;Super Gem Fighter Mini Mix (970904 USA Phoenix Edition);NO;YES;bootleg;sgemf;-;1997;
sprglbpg;suprglob;Super Glob (Pac-Man hardware) German;NO;YES;bootleg;suprglob;-;1983;
sprglobp;suprglob;Super Glob (Pac-Man hardware);NO;YES;Epos Corporation;suprglob;-;1983;
shangon1;shangon;Super Hang-On (mini ride-on, FD1089B 317-0034);NO;YES;Sega;shangon;-;1987;
shangon2;shangon;Super Hang-On (mini ride-on, Rev A, FD1089B 317-0034);NO;YES;Sega;shangon;-;1987;
shangon3d;shangon;Super Hang-On (sitdown/upright, FD1089B 317-0034 decrypted);NO;YES;Sega;shangon;-;1987;
shangon3;shangon;Super Hang-On (sitdown/upright, FD1089B 317-0034);NO;YES;Sega;shangon;-;1987;
shangoneh;shangon;Super Hang-On (sitdown/upright, unprotected) (Enhanced Edition v2.0.2);NO;YES;hack (Chris White);shangon;-;2014;
suprheli;scobra;Super Heli (Super Cobra bootleg);NO;YES;bootleg;scobra;-;1981;
shimpactp4;shimpact;Super High Impact (prototype, proto 4.0 09/10/91);NO;YES;Midway;shimpact;-;1991;
shimpactp5;shimpact;Super High Impact (prototype, proto 5.0 09/15/91);NO;YES;Midway;shimpact;-;1991;
shimpactp6;shimpact;Super High Impact (prototype, proto 6.0 09/23/91);NO;YES;Midway;shimpact;-;1991;
suprlocoo;suprloco;Super Locomotive;NO;YES;Sega;suprloco;-;1982;
suplup;-;Super Lup Lup Puzzle / Zhuan Zhuan Puzzle (version 4.0 / 990518);YES;NO;Omega System;-;-;1999;
marukina;marukin;Super Marukin-Ban (Japan 901017);NO;YES;Yuga;marukin;-;1990;
suprmatkd;missile;Super Missile Attack (not encrypted);NO;YES;Atari / General Computer Corporation;missile;-;1981;
supmodel;-;Super Model;YES;NO;Comad / New Japan System;-;-;1994;
smgpja;smgp;Super Monaco GP (Japan, Rev A, FD1094 317-0124a);NO;YES;Sega;smgp;-;1989;
smgpjd;smgp;Super Monaco GP (Japan, Rev B, FD1094 317-0124a decrypted);NO;YES;Sega;smgp;-;1989;
smgpj;smgp;Super Monaco GP (Japan, Rev B, FD1094 317-0124a);NO;YES;Sega;smgp;-;1989;
smgpu2d;smgp;Super Monaco GP (US, Rev A, FD1094 317-0125a decrypted);NO;YES;Sega;smgp;-;1989;
smgpu2;smgp;Super Monaco GP (US, Rev A, FD1094 317-0125a);NO;YES;Sega;smgp;-;1989;
smgpu1d;smgp;Super Monaco GP (US, Rev B, FD1094 317-0125a decrypted);NO;YES;Sega;smgp;-;1989;
smgpu1;smgp;Super Monaco GP (US, Rev B, FD1094 317-0125a);NO;YES;Sega;smgp;-;1989;
smgpud;smgp;Super Monaco GP (US, Rev C, FD1094 317-0125a decrypted);NO;YES;Sega;smgp;-;1989;
smgpu;smgp;Super Monaco GP (US, Rev C, FD1094 317-0125a);NO;YES;Sega;smgp;-;1989;
smgp5d;smgp;Super Monaco GP (World, FD1094 317-0126 decrypted);NO;YES;Sega;smgp;-;1989;
smgp5;smgp;Super Monaco GP (World, FD1094 317-0126);NO;YES;Sega;smgp;-;1989;
smgp6d;smgp;Super Monaco GP (World, Rev A, FD1094 317-0126a decrypted);NO;YES;Sega;smgp;-;1989;
smgp6;smgp;Super Monaco GP (World, Rev A, FD1094 317-0126a);NO;YES;Sega;smgp;-;1989;
smgpd;smgp;Super Monaco GP (World, Rev B, FD1094 317-0126a decrypted);NO;YES;Sega;smgp;-;1989;
smgp;-;Super Monaco GP (World, Rev B, FD1094 317-0126a);YES;NO;Sega;-;-;1989;
superpacm;superpac;Super Pac-Man (Midway);NO;YES;Namco (Bally Midway license);superpac;-;1982;
spangj;spang;Super Pang (Japan 901023);NO;YES;Mitchell;spang;-;1990;
spnchoutj;spnchout;Super Punch-Out!! (Japan);NO;YES;Nintendo;spnchout;-;1984;
spnchouta;spnchout;Super Punch-Out!! (Rev A);NO;YES;Nintendo;spnchout;-;1984;
spf2xpri;spf2t;Super Puzzle Fighter 2 X' Balance Patch (Hack);NO;YES;Hack;spf2t;-;2021;
spf2tb;spf2t;Super Puzzle Fighter II Turbo (Boss Hack)(USA 960620);NO;YES;Hack;spf2t;-;200?;
spf2tcb;spf2t;Super Puzzle Fighter II Turbo (Color Blind Hack, v1.1);NO;YES;hack;spf2t;-;2022;
spf2ta;spf2t;Super Puzzle Fighter II Turbo (Super Puzzle Fighter 2 Turbo 960529 Asia);NO;YES;Capcom;spf2t;-;1996;
spf2th;spf2t;Super Puzzle Fighter II Turbo (Super Puzzle Fighter 2 Turbo 960531 Hispanic);NO;YES;Capcom;spf2t;-;1996;
spf2td;spf2t;Super Puzzle Fighter II Turbo (Super Puzzle Fighter 2 Turbo 960620 USA Phoenix Edition);NO;YES;bootleg;spf2t;-;1996;
spf2tu;spf2t;Super Puzzle Fighter II Turbo (Super Puzzle Fighter 2 Turbo 960620 USA);NO;YES;Capcom;spf2t;-;1996;
spf2xjd;spf2t;Super Puzzle Fighter II X (Super Puzzle Fighter 2 X 960531 Japan Phoenix Edition);NO;YES;bootleg;spf2t;-;1996;
srdarwinj;srdarwin;Super Real Darwin (Japan);NO;YES;Data East Corporation;srdarwin;-;1987;
sshanghaj;sshangha;Super Shanghai Dragon's Eye (Japan);NO;YES;Hot-B Co., Ltd.;sshangha;-;1992;
sshanghak;sshangha;Super Shanghai Dragon's Eye (Korea);NO;YES;Hot-B Co., Ltd. (Taito license);sshangha;-;1992;
sshanghab;sshangha;Super Shanghai Dragon's Eye (World, bootleg);NO;YES;bootleg;sshangha;-;1992;
ssib;ssi;Super Space Invaders '91 (World, earlier code base);NO;YES;Taito Corporation Japan;ssi;-;1990;
ssia;ssi;Super Space Invaders '91 (World, revised code);NO;YES;Taito Corporation Japan;ssi;-;1990;
macross2g;macross2;Super Spacefortress Macross II / Chou-Jikuu Yousai Macross II (GAMEST review build);NO;YES;Banpresto;macross2;-;1993;
scin;sci;Super Special Criminal Investigation (Negro Torino hack);NO;YES;hack (Negro Torino);sci;-;1989;
sstarcrs;mooncrst;Super Star Crest;NO;YES;Nichibutsu (Taito do Brasil license);mooncrst;-;1980?;
ssf2d;ssf2;Super Street Fighter II - the new challengers (super street fighter 2 930911 etc Phoenix Edition);NO;YES;bootleg;ssf2;-;1993;
ssf2r1;ssf2;Super Street Fighter II - the new challengers (super street fighter 2 930911 etc);NO;YES;Capcom;ssf2;-;1993;
ssf2h;ssf2;Super Street Fighter II - the new challengers (super street fighter 2 930911 Hispanic);NO;YES;Capcom;ssf2;-;1993;
ssf2ud;ssf2;Super Street Fighter II - the new challengers (super street fighter 2 930911 USA Phoenix Edition);NO;YES;bootleg;ssf2;-;1993;
ssf2us2;ssf2;Super Street Fighter II - the new challengers Super 2 (super street fighter 2 930911 USA);NO;YES;bootleg;ssf2;-;1993;
ssf2tbr1;ssf2;Super Street Fighter II - the tournament battle (930911 etc);NO;YES;Capcom;ssf2;-;1993;
ssf2tbj1;ssf2;Super Street Fighter II - the tournament battle (930911 Japan);NO;YES;Capcom;ssf2;-;1993;
ssf2tbu;ssf2;Super Street Fighter II - the tournament battle (930911 USA);NO;YES;Capcom;ssf2;-;1993;
ssf2tba;ssf2;Super Street Fighter II - the tournament battle (931005 Asia);NO;YES;Capcom;ssf2;-;1993;
ssf2tbh;ssf2;Super Street Fighter II - the tournament battle (931005 Hispanic);NO;YES;Capcom;ssf2;-;1993;
ssf2tbd;ssf2;Super Street Fighter II - the tournament battle (931119 etc Phoenix Edition);NO;YES;bootleg;ssf2;-;1993;
ssf2tad;ssf2t;Super Street Fighter II Turbo (super street fighter 2 X 940223 Asia Phoenix Edition);NO;YES;bootleg;ssf2t;-;1994;
ssf2td;ssf2t;Super Street Fighter II Turbo (super street fighter 2 X 940223 etc Phoenix Edition);NO;YES;bootleg;ssf2t;-;1994;
ssf2th;ssf2t;Super Street Fighter II Turbo (super street fighter 2 X 940223 Hispanic);NO;YES;Capcom;ssf2t;-;1994;
ssf2tnl;ssf2t;Super Street Fighter II Turbo New Legacy v0.7.1 (Beta) (Hack by Born2SPD);NO;YES;hack;ssf2t;-;2022;
ssf2xjr1trn;ssf2t;Super Street Fighter II X - GMC Trainer (super street fighter 2 X 940223 Japan);NO;YES;Hack;ssf2t;-;1994;
ssf2xjr1d;ssf2t;Super Street Fighter II X - grand master challenge (super street fighter 2 X 940223 Japan Phoenix Edition);NO;YES;bootleg;ssf2t;-;1994;
ssf2xjr1r;ssf2t;Super Street Fighter II X - grand master challenge (super street fighter 2 X 940223 Japan rent version);NO;YES;Capcom;ssf2t;-;1994;
ssf2xjr1;ssf2t;Super Street Fighter II X - grand master challenge (super street fighter 2 X 940223 Japan);NO;YES;Capcom;ssf2t;-;1994;
superten;-;Super Ten V8.3;YES;NO;U.S. Games;-;-;1988;
svfo;svf;Super Visual Football: European Sega Cup;NO;YES;Sega;svf;-;1994;
swcourtj;swcourt;Super World Court (Japan);NO;YES;Namco;swcourt;-;1992;
swcourtb;swcourt;Super World Court (World, bootleg);NO;YES;bootleg (Playmark?);swcourt;-;1994;
sws;-;Super World Stadium (Japan);YES;NO;Namco;-;-;1992;
zolapac;mspacman;Super Zola Pac Gal;NO;YES;Tqwn Amusement;mspacman;-;2000;
1942h;1942;Supercharger 1942;NO;YES;hack (Two Bit Score);1942;-;1991;
supermanj;superman;Superman (Japan);NO;YES;Taito Corporation;superman;-;1988;
supermanu;superman;Superman (US);NO;YES;Taito Corporation;superman;-;1988;
supershp;pisces;Supershp;NO;YES;bootleg;pisces;-;1982;
suratka;suratk;Surprise Attack (Asia ver. L);NO;YES;Konami;suratk;-;1990;
suratkj;suratk;Surprise Attack (Japan ver. M);NO;YES;Konami;suratk;-;1990;
suratk;-;Surprise Attack (World ver. K);YES;NO;Konami;-;-;1990;
survartsj;survarts;Survival Arts (Japan);NO;YES;Sammy;survarts;-;1993;
survartsu;survarts;Survival Arts (USA);NO;YES;American Sammy;survarts;-;1993;
gogomileo;gogomile;Susume! Mile Smile / Go Go! Mile Smile (older);NO;YES;Fuuki;gogomile;-;1995;
suzuka8hj;suzuka8h;Suzuka 8 Hours (Japan, Rev B);NO;YES;Namco;suzuka8h;-;1992;
suzuk8h2j;suzuk8h2;Suzuka 8 Hours 2 (Japan, Rev B);NO;YES;Namco;suzuk8h2;-;1993;
moshougi;-;Syougi No Tatsujin - Master of Shougi;YES;NO;ADK / SNK;neogeo;-;1995;
syvalionu;syvalion;Syvalion (US, PS2 Taito Legends 2);NO;YES;Taito America Corporation;syvalion;-;1988;
syvalionp;syvalion;Syvalion (World, prototype);NO;YES;Taito Corporation;syvalion;-;1988;
syvalionw;syvalion;Syvalion (World, PS2 Taito Legends 2);NO;YES;Taito Corporation Japan;syvalion;-;1988;
defenderj;defender;T.T Defender;NO;YES;Williams (Taito Corporation license);defender;-;1980;
ttfitter;roundup;T.T Fitter (Japan);NO;YES;Taito Corporation;roundup;-;1981;
tactcian2;tactcian;Tactician (set 2);NO;YES;Konami (Sega license);tactcian;-;1981;
tail2nosa;tail2nos;Tail to Nose - Great Championship;NO;YES;V-System Co.;tail2nos;-;1989;
hotgm4ev;-;Taisen Hot Gimmick 4 Ever (Japan);YES;NO;Psikyo;-;-;2000;
tshingena;tshingen;Takeda Shingen (Japan, Japanese);NO;YES;Jaleco;tshingen;-;1988;
tankfrcej;tankfrce;Tank Force (Japan);NO;YES;Namco;tankfrce;-;1991;
tankfrce4;tankfrce;Tank Force (US, 4 Players);NO;YES;Namco;tankfrce;-;1991;
taotaidoa;taotaido;Tao Taido (set 2);NO;YES;Video System Co.;taotaido;-;1993;
tapperg;tapper;Tapper (Budweiser, 1/27/84 - Alternate graphics);NO;YES;Bally Midway;tapper;-;1983;
tapperb;tapper;Tapper (Budweiser, Date Unknown);NO;YES;Bally Midway;tapper;-;1983;
targeth10;targeth;Target Hits (ver 1.0, Checksum FBCB);NO;YES;Gaelco;targeth;-;1994;
targetha;targeth;Target Hits (ver 1.1, Checksum 86E1);NO;YES;Gaelco;targeth;-;1994;
tharrieru;tharrier;Task Force Harrier (US);NO;YES;UPL (American Sammy license);tharrier;-;1989;
bigfghtr;skyrobo;Tatakae! Big Fighter (Japan);NO;YES;Nichibutsu;skyrobo;-;1989;
taxidriv;-;Taxi Driver;YES;NO;Graphic Techno;-;-;1984;
tazzmang2;tazmania;Tazz-Mania (bootleg on Galaxian hardware with Starfield);NO;YES;bootleg;tazmania;-;1982;
tazzmang;tazmania;Tazz-Mania (bootleg on Galaxian hardware);NO;YES;bootleg;tazmania;-;1982;
tbowlp;tbowl;Tecmo Bowl (World, prototype?);NO;YES;Tecmo;tbowl;-;1987;
tbowla;tbowl;Tecmo Bowl (World, set 2);NO;YES;Tecmo;tbowl;-;1987;
twsoc96;-;Tecmo World Soccer '96;YES;NO;Tecmo;neogeo;-;1996;
teddybbobl;teddybb;TeddyBoy Blues (bootleg);NO;YES;bootleg;teddybb;-;1985;
tmht2pa;tmnt;Teenage Mutant Hero Turtles (UK 2 Players, version ?);NO;YES;Konami;tmnt;-;1989;
tmhtb;tmnt;Teenage Mutant Hero Turtles (UK 4 Players, version ?);NO;YES;Konami;tmnt;-;1989;
tmhta;tmnt;Teenage Mutant Hero Turtles (UK 4 Players, version S);NO;YES;Konami;tmnt;-;1989;
tmht22pe;tmnt2;Teenage Mutant Hero Turtles - Turtles in Time (2 Players ver. EBA);NO;YES;Konami;tmnt2;-;1991;
tmht24pe;tmnt2;Teenage Mutant Hero Turtles - Turtles in Time (4 Players ver. EAA);NO;YES;Konami;tmnt2;-;1991;
tmnta;tmnt;Teenage Mutant Ninja Turtles (Asia 4 Players, version ?);NO;YES;Konami;tmnt;-;1990;
tmnti;-;Teenage Mutant Ninja Turtles (FMV Demo);YES;NO;Sergi;neogeo;-;2009;
tmntia;tmnti;Teenage Mutant Ninja Turtles (FMV Demo, alt);NO;YES;Sergi;tmnti;-;2009;
tmntuc;tmnt;Teenage Mutant Ninja Turtles (US 4 Players, version H);NO;YES;Konami;tmnt;-;1989;
tmntub;tmnt;Teenage Mutant Ninja Turtles (US 4 Players, version J);NO;YES;Konami;tmnt;-;1989;
tmntua;tmnt;Teenage Mutant Ninja Turtles (US 4 Players, version N);NO;YES;Konami;tmnt;-;1989;
tmnt22pu;tmnt2;Teenage Mutant Ninja Turtles - Turtles in Time (2 Players ver. UDA);NO;YES;Konami;tmnt2;-;1991;
tmnt24pu;tmnt2;Teenage Mutant Ninja Turtles - Turtles in Time (4 Players ver. UEA);NO;YES;Konami;tmnt2;-;1991;
tekipakit;tekipaki;Teki Paki (location test);NO;YES;Toaplan;tekipaki;-;1991;
temped;tempest;TempEd;NO;YES;hack;tempest;-;2000;
tempest1r;tempest;Tempest (rev 1, Revised Hardware);NO;YES;Atari;tempest;-;1980;
tempall;tempest;Tempest All Levels;NO;YES;hack;tempest;-;2000;
temptwst;tempest;Tempest Twisted;NO;YES;Twisty;tempest;-;2000;
dynwarjr;dynwar;Tenchi wo Kurau (Japan Resale Ver.);NO;YES;Capcom;dynwar;-;1989;
dynwarj;dynwar;Tenchi wo Kurau (Japan);NO;YES;Capcom;dynwar;-;1989;
wofjh;wof;Tenchi wo Kurau II - Sekiheki no Tatakai (hack, 921031 Japan);NO;YES;hack;wof;-;1992;
