name;description;year;manufacturer;is_parent;romof;is_clone;cloneof;sampleof
invasion;Invasion (Sidam);1980;Sidam;NO;-;YES;-;invaders
invds;Invinco - Deep Scan;1979;Sega;NO;-;YES;-;invinco
invho2;Invinco - Head On 2;1979;Sega;NO;-;YES;-;invinco
invinco;Invinco;1979;Sega;NO;-;YES;-;-
invrvnge;Invader's Revenge;19??;Zenitone Microsec Ltd.;NO;-;YES;-;invaders
inyourfa;In Your Face (US, prototype);1991;Jaleco;NO;-;YES;-;-
ipminvad;IPM Invader;1979?;Irem;NO;-;YES;-;-
iqblock;IQ-Block;1993;IGS;NO;-;YES;-;-
irobot;I, Robot;1983;Atari;NO;-;YES;-;-
ironclad;Choutetsu Brikin'ger - Ironclad (Prototype);1996;Saurus;NO;neogeo;YES;-;-
ironhors;Iron Horse;1986;Konami;NO;-;YES;-;-
irrmaze;The Irritating Maze / Ultra Denryu Iraira Bou;1997;SNK / Saurus;NO;neogeo;YES;-;-
ixion;Ixion (prototype);1983;Sega;NO;-;YES;-;-
jack;Jack the Giantkiller (set 1);1982;Cinematronics;NO;-;YES;-;-
jackal;Jackal (World);1986;Konami;NO;-;YES;-;-
jackrabt;Jack Rabbit (set 1);1984;Zaccaria;NO;-;YES;-;-
jailbrek;Jail Break;1986;Konami;NO;-;YES;-;-
jajamaru;Vs. Ninja Jajamaru Kun (Japan);1985;Jaleco;NO;-;YES;-;-
janjans1;Lovely Pop Mahjong Jan Jan Shimasyo (Japan);1996;Visco;NO;-;YES;-;-
janshin;Jyanshin Densetsu - Quest of Jongmaster;1994;Aicom;NO;neogeo;YES;-;-
jchan;Jackie Chan - Kung Fu Master;1995;Kaneko;NO;-;YES;-;-
jcross;Jumping Cross;1984;SNK;NO;-;YES;-;-
jdredd;Judge Dredd (Rev C);1996;Acclaim;NO;acpsx;YES;-;-
jdreddp;Judge Dredd (rev LA1, prototype);1993;Midway;NO;-;YES;-;-
jedi;Return of the Jedi;1984;Atari;NO;-;YES;-;-
jitsupro;Jitsuryoku!! Pro Yakyuu (Japan);1989;Jaleco;NO;-;YES;-;-
jjack;Jumping Jack;1984;Universal;NO;-;YES;-;-
jjparad2;Jan Jan Paradise 2;1997;Electro Design;NO;skns;YES;-;-
jjparads;Jan Jan Paradise;1996;Electro Design;NO;skns;YES;-;-
jjsquawk;J. J. Squawkers;1993;Athena / Able;NO;-;YES;-;-
joemacr;Joe and Mac Returns (World, Version 1.1);1994;Data East Corporation;NO;-;YES;-;-
jogakuen;Mahjong Jogakuen (Japan);1992?;Windom;NO;-;YES;-;-
jollyjgr;Jolly Jogger;1982;Taito Corporation;NO;-;YES;-;-
josvolly;Joshi Volleyball;1983;Taito Corporation;NO;-;YES;-;-
journey;Journey;1983;Bally Midway;NO;-;YES;-;-
joust;Joust (White-Green label);1982;Williams;NO;-;YES;-;-
joust2;Joust 2 - Survival of the Fittest (set 1);1986;Williams;NO;-;YES;-;-
joyfulr;Joyful Road (Japan);1983;SNK;NO;-;YES;-;-
joyjoy;Puzzled / Joy Joy Kid;1990;SNK;NO;neogeo;YES;-;-
jpark;Jurassic Park;1994;Sega;NO;-;YES;-;-
jrpacman;Jr. Pac-Man;1983;Bally Midway;NO;-;YES;-;-
jsk;Joryuu Syougi Kyoushitsu (Japan);1997;Visco;NO;-;YES;-;-
jumpbug;Jump Bug;1981;Rock-ola;NO;-;YES;-;-
jumpcoas;Jump Coaster;1983;Kaneko;NO;-;YES;-;-
jumpkids;Jump Kids;1993;Comad;NO;-;YES;-;-
jumpkun;Jump Kun (prototype);1984;Kaneko;NO;-;YES;-;-
jumpshot;Jump Shot;1985;Bally Midway;NO;-;YES;-;-
junglek;Jungle King (Japan);1982;Taito Corporation;NO;-;YES;-;-
jungler;Jungler;1981;Konami;NO;-;YES;-;-
junofrst;Juno First;1983;Konami;NO;-;YES;-;-
jzth;Juezhan Tianhuang;2000;<unknown>;NO;-;YES;-;-
kabukikl;Far East of Eden - Kabuki Klash / Tengai Makyou - Shin Den;1995;Hudson;NO;neogeo;YES;-;-
kabukiz;Kabuki-Z (World);1988;Taito Corporation Japan;NO;-;YES;-;-
kageki;Kageki (US);1988;Taito America Corporation (Romstar license);NO;-;YES;-;-
kaguya;Mahjong Kaguyahime [BET] (Japan 880521);1988;MIKI SYOUJI;NO;-;YES;-;-
kaiserkn;Kaiser Knuckle (World);1994;Taito Corporation Japan;NO;-;YES;-;-
kaitei;Kaitei Takara Sagashi;1980;K.K. Tokki;NO;-;YES;-;-
kaitein;Kaitei Takara Sagashi (Namco);1980;Namco;NO;-;YES;-;-
kakumei;Mahjong Kakumei;1990;Jaleco;NO;-;YES;-;-
kakumei2;Mahjong Kakumei 2 - Princess League;1992;Jaleco;NO;-;YES;-;-
kamenrid;Masked Riders Club Battle Race;1993;Toei / Banpresto;NO;-;YES;-;-
kamikcab;Kamikaze Cabbie;1984;Data East Corporation;NO;-;YES;-;-
kanatuen;Kanatsuen no Onna [BET] (Japan 880905);1988;Panac;NO;-;YES;-;-
kangaroo;Kangaroo;1982;Sun Electronics;NO;-;YES;-;-
kaos;Kaos;1981;GamePlan;NO;-;YES;-;-
karatblz;Karate Blazers (World[Q]);1991;Video System Co.;NO;-;YES;-;-
karatour;The Karate Tournament;1992;Mitchell;NO;-;YES;-;-
karianx;Karian Cross (Rev. 1.0);1996;Deniam;NO;-;YES;-;-
karnov;Karnov (US);1987;Data East USA;NO;-;YES;-;-
karnovr;Karnov's Revenge / Fighter's History Dynamite;1994;Data East Corporation;NO;neogeo;YES;-;-
kbash;Knuckle Bash;1993;Toaplan;NO;-;YES;-;-
kbash2;Knuckle Bash 2;1999;Toaplan;NO;-;YES;-;-
kchamp;Karate Champ (US);1984;Data East USA;NO;-;YES;-;-
keithlcy;Dramatic Adventure Quiz Keith and Lucy (Japan);1993;Visco;NO;-;YES;-;-
kengo;Ken-Go;1991;Irem;NO;-;YES;-;-
ket;Ketsui Kizuna Jigoku Tachi;2002;Cave;NO;-;YES;-;-
kf2k3pcb;The King of Fighters 2003 (Japan, JAMMA PCB);2003;SNK Playmore;NO;-;YES;-;-
kick;Kick (upright);1981;Midway;NO;-;YES;-;-
kicker;Kicker;1985;Konami;NO;-;YES;-;-
kickgoal;Kick Goal;1995;TCH;NO;-;YES;-;-
kicknrun;Kick and Run;1986;Taito Corporation;NO;-;YES;-;-
kickoff;Kick Off (Japan);1988;Jaleco;NO;-;YES;-;-
kickridr;Kick Rider;1984;Universal;NO;-;YES;-;-
kidniki;Kid Niki - Radical Ninja (US);1986;Irem (Data East USA license);NO;-;YES;-;tr606drumkit
kikcubic;Meikyu Jima (Japan);1988;Irem;NO;-;YES;-;-
kikikai;KiKi KaiKai;1986;Taito Corporation;NO;-;YES;-;-
kikstart;Kick Start Wheelie King;1984;Taito Corporation;NO;-;YES;-;-
killbld;The Killing Blade (ver. 109, Chinese Board);1998;IGS;NO;pgm;YES;-;-
killcom;Killer Comet;1980;GamePlan (Centuri license);NO;-;YES;-;-
kingball;King and Balloon (US);1980;Namco;NO;-;YES;-;-
kingofb;King of Boxer (English);1985;Woodplace;NO;-;YES;-;-
kinst;Killer Instinct (v1.0);1994;Rare;NO;-;YES;-;-
kinst2;Killer Instinct 2 (v2.1);1994;Rare;NO;-;YES;-;-
kirameki;Kirameki Star Road (Japan);1997;Taito Corporation;NO;-;YES;-;-
kirarast;Ryuusei Janshi Kirara Star;1996;Jaleco;NO;-;YES;-;-
kittenk;Kitten Kaboodle;1988;Konami;NO;-;YES;-;-
kiwame;Pro Mahjong Kiwame;1994;Athena;NO;-;YES;-;-
kiwames;Pro Mahjong Kiwame S;1995;Athena;NO;stvbios;YES;-;-
kizuna;Kizuna Encounter - Super Tag Battle / Fu'un Super Tag Battle;1996;SNK;NO;neogeo;YES;-;-
klax;Klax (set 1);1989;Atari Games;NO;-;YES;-;-
knckhead;Knuckle Heads (World);1992;Namco;NO;-;YES;-;-
kncljoe;Knuckle Joe (set 1);1985;[Seibu Kaihatsu] (Taito license);NO;-;YES;-;-
kngtmare;Knightmare (prototype);1983;Gottlieb;NO;-;YES;-;-
knights;Knights of the Round (World 911127);1991;Capcom;NO;-;YES;-;-
kod;The King of Dragons (World 910711);1991;Capcom;NO;-;YES;-;-
kodure;Kodure Ookami (Japan);1987;Nichibutsu;NO;-;YES;-;-
kof2000;The King of Fighters 2000;2000;SNK;NO;neogeo;YES;-;-
kof2001;The King of Fighters 2001;2001;Eolith;NO;neogeo;YES;-;-
kof2002;The King of Fighters 2002;2002;Eolith / Playmore;NO;neogeo;YES;-;-
kof2003;The King of Fighters 2003 (World / US, MVS);2003;SNK Playmore;NO;neogeo;YES;-;-
kof94;The King of Fighters '94;1994;SNK;NO;neogeo;YES;-;-
kof95;The King of Fighters '95 (set 1);1995;SNK;NO;neogeo;YES;-;-
kof96;The King of Fighters '96 (set 1);1996;SNK;NO;neogeo;YES;-;-
kof97;The King of Fighters '97 (set 1);1997;SNK;NO;neogeo;YES;-;-
kof98;The King of Fighters '98 - The Slugfest - King of Fighters '98 / Dream Match Never Ends;1998;SNK;NO;neogeo;YES;-;-
kof99;The King of Fighters '99 - Millennium Battle (set 1);1999;SNK;NO;neogeo;YES;-;-
koikois2;Koi Koi Shimasyo 2 - Super Real Hanafuda (Japan);1997;Visco;NO;-;YES;-;-
koinomp;Mahjong Koi no Magic Potion (Japan);1992;Nichibutsu;NO;-;YES;-;-
konamigt;Konami GT;1985;Konami;NO;-;YES;-;-
konamigx;System GX;1994;Konami;NO;-;YES;-;-
kopunch;KO Punch;1981;Sega;NO;-;YES;-;-
korinai;Mahjong-zukino Korinai Menmen (Japan 880425);1988;Nichibutsu;NO;-;YES;-;-
koshien;Ah Eikou no Koshien (Japan);1990;Taito Corporation;NO;-;YES;-;-
kotm;King of the Monsters (set 1);1991;SNK;NO;neogeo;YES;-;-
kotm2;King of the Monsters 2 - The Next Thing;1992;SNK;NO;neogeo;YES;-;-
kouyakyu;The Koukouyakyuh;1985;Alpha Denshi Co.;NO;-;YES;-;-
kov;Knights of Valour - Sangoku Senki (ver. 117);1999;IGS;NO;pgm;YES;-;-
kram;Kram (set 1);1982;Taito America Corporation;NO;-;YES;-;-
kroozr;Kozmik Kroozr;1982;Bally Midway;NO;-;YES;-;-
krull;Krull;1983;Gottlieb;NO;-;YES;-;-
krzybowl;Krazy Bowl;1994;American Sammy;NO;-;YES;-;-
ktiger2;Kyukyoku Tiger 2 (Japan);1995;Taito Corporation;NO;-;YES;-;-
kungfum;Kung-Fu Master;1984;Irem;NO;-;YES;-;-
kungfut;Kung-Fu Taikun;1984;Seibu Kaihatsu Inc.;NO;-;YES;-;-
kurikint;Kuri Kinton (World);1988;Taito Corporation Japan;NO;-;YES;-;-
kyros;Kyros;1987;World Games Inc;NO;-;YES;-;-
kyukaidk;Kyuukai Douchuuki (Japan new version);1990;Namco;NO;-;YES;-;-
kyustrkr;Last Striker - Kyuukyoku no Striker;1989;East Technology;NO;-;YES;-;-
ladybug;Lady Bug;1981;Universal;NO;-;YES;-;-
ladyfrog;Lady Frog;1990;Mondial Games;NO;-;YES;-;-
ladygolf;Vs. Stroke and Match Golf (Ladies Version);1984;Nintendo;NO;-;YES;-;-
ladykill;Lady Killer;1993?;Yanyaka (Mitchell license);NO;-;YES;-;-
lagunar;Laguna Racer;1977;Midway;NO;-;YES;-;-
landbrk;Land Breaker;19??;Eolith;NO;-;YES;-;-
landmakr;Land Maker (Japan);1998;Taito Corporation;NO;-;YES;-;-
lasso;Lasso;1982;SNK;NO;-;YES;-;-
lastblad;Last Blade / Bakumatsu Roman - Gekka no Kenshi, The (set 1);1997;SNK;NO;neogeo;YES;-;-
lastbld2;Last Blade 2 / Bakumatsu Roman - Dai Ni Maku Gekka no Kenshi, The;1998;SNK;NO;neogeo;YES;-;-
lastday;The Last Day (set 1);1990;Dooyong;NO;-;YES;-;-
lastduel;Last Duel (US set 1);1988;Capcom;NO;-;YES;-;-
lastfort;Last Fortress - Toride;1994;Metro;NO;-;YES;-;-
lasthope;Last Hope;2005;NG:DEV.TEAM;NO;neogeo;YES;-;-
lastmisn;Last Mission (US revision 6);1986;Data East USA;NO;-;YES;-;-
lazercmd;Lazer Command;1976;Meadows Games, Inc.;NO;-;YES;-;-
lbowling;League Bowling;1990;SNK;NO;neogeo;YES;-;-
ldrun;Lode Runner (set 1);1984;Irem (licensed from Broderbund);NO;-;YES;-;-
ldrun2;Lode Runner II - The Bungeling Strikes Back;1984;Irem (licensed from Broderbund);NO;-;YES;-;-
ldrun3;Lode Runner III - The Golden Labyrinth;1985;Irem (licensed from Broderbund);NO;-;YES;-;-
ldrun4;Lode Runner IV - Teikoku Karano Dasshutsu;1986;Irem (licensed from Broderbund);NO;-;YES;-;-
le2;Lethal Enforcers II - Gun Fighters (ver EAA);1994;Konami;NO;konamigx;YES;-;-
leds2011;Led Storm Rally 2011 (World);1988;Capcom;NO;-;YES;-;-
legend;Legend;1986?;Sega / Coreland ?;NO;-;YES;-;-
legendos;Legend of Success Joe / Ashitano Joe Densetsu;1991;SNK;NO;neogeo;YES;-;-
legion;Legion - Spinner-87 (World ver 2.03);1987;Nichibutsu;NO;-;YES;-;-
legionna;Legionnaire (World);1992;Tad;NO;-;YES;-;-
lemmings;Lemmings (US Prototype);1991;Data East USA;NO;-;YES;-;-
lemnangl;Mahjong Lemon Angel (Japan);1990;Home Data;NO;-;YES;-;-
leprechn;Leprechaun;1982;Tong Electronic;NO;-;YES;-;-
lethalen;Lethal Enforcers (ver UAE);1992;Konami;NO;-;YES;-;-
lethalj;Lethal Justice;1996;The Game Room;NO;-;YES;-;-
lethalth;Lethal Thunder (World);1991;Irem;NO;-;YES;-;-
levers;Levers;1983;Rock-ola;NO;-;YES;-;-
lghost;Laser Ghost;19??;Sega;NO;-;YES;-;-
lgtnfght;Lightning Fighters (US);1990;Konami;NO;-;YES;-;-
liberate;Liberation;1984;Data East Corporation;NO;-;YES;-;-
liberatr;Liberator (set 1);1982;Atari;NO;-;YES;-;-
liblrabl;Libble Rabble;1983;Namco;NO;-;YES;-;-
liquidk;Liquid Kids (World);1990;Taito Corporation Japan;NO;-;YES;-;-
lizwiz;Lizard Wizard;1985;Techstar (Sunn license);NO;-;YES;-;-
lkage;The Legend of Kage;1984;Taito Corporation;NO;-;YES;-;-
llander;Lunar Lander (rev 2);1979;Atari;NO;-;YES;-;-
lnc;Lock'n'Chase;1981;Data East Corporation;NO;-;YES;-;-
lockload;Locked 'n Loaded (US);1994;Data East Corporation;NO;-;YES;-;-
locomotn;Loco-Motion;1982;Konami (Centuri license);NO;-;YES;-;-
loderndf;Lode Runner - The Dig Fight (ver. B) (Japan);2000;Psikyo;NO;-;YES;-;-
loffire;Line of Fire;19??;Sega;NO;-;YES;-;-
logger;Logger;1982;Century Electronics;NO;cvs;YES;-;-
logicpr2;Logic Pro 2 (Japan);1997;Deniam;NO;-;YES;-;-
logicpro;Logic Pro (Japan);1996;Deniam;NO;-;YES;-;-
loht;Legend of Hero Tonma;1989;Irem;NO;-;YES;-;-
lomakai;Legend of Makai (World);1988;Jaleco;NO;-;YES;-;-
looping;Looping (set 1);1982;Venture Line;NO;-;YES;-;-
losttomb;Lost Tomb (easy);1982;Stern;NO;-;YES;-;-
lotlot;Lot Lot;1985;Irem (licensed from Tokuma Shoten);NO;-;YES;-;-
lottofun;Lotto Fun;1987;H.A.R. Management;NO;-;YES;-;-
lrescue;Lunar Rescue;1979;Taito;NO;-;YES;-;-
lresort;Last Resort;1992;SNK;NO;neogeo;YES;-;-
lsasquad;Land Sea Air Squad - Riku Kai Kuu Saizensen;1986;Taito;NO;-;YES;-;-
ltcasin2;Little Casino 2;1984;Digital Controls Inc.;NO;-;YES;-;-
ltcasino;Little Casino;1982;Digital Controls Inc.;NO;-;YES;-;-
luckywld;Lucky and Wild;1992;Namco;NO;-;YES;-;-
lupin3;Lupin III;1980;Taito;NO;-;YES;-;invaders
lvgirl94;Las Vegas Girl (Girl '94);1994;Comad;NO;-;YES;-;-
lwings;Legendary Wings (US set 1);1986;Capcom;NO;-;YES;-;-
m4;M-4;1977;Midway;NO;-;YES;-;-
m660;Mission 660 (US);1986;[Woodplace Inc.] Taito America Corporation;NO;-;YES;-;-
m79amb;M79 Ambush;1977;RamTek;NO;-;YES;-;-
mace;Mace - The Dark Age;1996;Atari Games;NO;-;YES;-;-
mach3;M.A.C.H. 3;1983;Mylstar;NO;-;YES;-;-
machbrkr;Mach Breakers (Japan);1995;Namco;NO;-;YES;-;-
machomou;Macho Mouse;1982;Techstar;NO;-;YES;-;-
machridr;Vs. Mach Rider (Endurance Course Version);1985;Nintendo;NO;-;YES;-;-
macross;Super Spacefortress Macross - Chou-Jikuu Yousai Macross;1992;Banpresto;NO;-;YES;-;-
macross2;Super Spacefortress Macross II - Chou-Jikuu Yousai Macross II;1993;Banpresto;NO;-;YES;-;-
macrossp;Macross Plus;1996;Banpresto;NO;-;YES;-;-
madalien;Mad Alien;1980;Data East Corporation;NO;-;YES;-;-
madball;Mad Ball V2.0;1998;Yun Sung;NO;-;YES;-;-
madcrash;Mad Crasher;1984;SNK;NO;-;YES;-;-
maddonna;Mad Donna (set 1);1995;Tuning;NO;-;YES;-;-
madgear;Mad Gear (US);1989;Capcom;NO;-;YES;-;-
madmotor;Mad Motor;1989;Mitchell;NO;-;YES;-;-
madshark;Mad Shark;1993;Allumer;NO;-;YES;-;-
magdrop2;Magical Drop II;1996;Data East Corporation;NO;neogeo;YES;-;-
magdrop3;Magical Drop III;1997;Data East Corporation;NO;neogeo;YES;-;-
magicbub;Magic Bubble;19??;Yun Sung;NO;-;YES;-;-
magipur;Magic Purple;1996;Unico;NO;-;YES;-;-
magix;Magix - Rock;1995;Yun Sung;NO;-;YES;-;-
maglord;Magician Lord (set 1);1990;Alpha Denshi Co.;NO;neogeo;YES;-;-
magmax;Mag Max;1985;Nichibutsu;NO;-;YES;-;-
magspot;Magical Spot;1980;Universal;NO;-;YES;-;-
magspot2;Magical Spot II;1980;Universal;NO;-;YES;-;-
mahmajn;Tokoro San no MahMahjan;1992;Sega;NO;-;YES;-;-
mahmajn2;Tokoro San no MahMahjan 2;1994;Sega;NO;-;YES;-;-
mahoudai;Mahou Daisakusen (Japan);1993;Raizing (Able license);NO;-;YES;-;-
mahretsu;Mahjong Kyoretsuden;1990;SNK;NO;neogeo;YES;-;-
maiko;Maikobana (Japan 900802);1990;Nichibutsu;NO;-;YES;-;-
mainevt;The Main Event (4 Players ver. Y);1988;Konami;NO;-;YES;-;-
mainsnk;Main Event (1984);1984;SNK;NO;-;YES;-;-
majs101b;Mahjong Studio 101 [BET] (Japan);1988;Dynax;NO;-;YES;-;-
majtitl2;Major Title 2 (World);1992;Irem;NO;-;YES;-;-
majtitle;Major Title (Japan);1990;Irem;NO;-;YES;-;-
malzak;Malzak;19??;Kitronix;NO;-;YES;-;-
maniach;Mania Challenge (set 1);1986;Technos (Taito America license);NO;-;YES;-;-
maniacsq;Maniac Square (unprotected);1996;Gaelco;NO;-;YES;-;-
manybloc;Many Block;1991;Bee-Oh;NO;-;YES;-;-
mappy;Mappy (US);1983;Namco;NO;-;YES;-;-
marble;Marble Madness (set 1);1984;Atari Games;NO;-;YES;-;-
marblmd2;Marble Madness II (prototype);1991;Atari Games;NO;-;YES;-;-
marineb;Marine Boy;1982;Orca;NO;-;YES;-;-
marinedt;Marine Date;1981;Taito;NO;-;YES;-;-
mariner;Mariner;1981;Amenip;NO;-;YES;-;-
mario;Mario Bros. (US);1983;Nintendo of America;NO;-;YES;-;-
markham;Markham;1983;Sun Electronics;NO;-;YES;-;-
mars;Mars;1981;Artic;NO;-;YES;-;-
maruchan;Maru-Chan de Goo!;1997;Sega;NO;stvbios;YES;-;-
marukin;Super Marukin-Ban;1990;Yuga;NO;-;YES;-;-
marukodq;Chibi Marukochan Deluxe Quiz;1995;Takara;NO;neogeo;YES;-;-
marvins;Marvin's Maze;1983;SNK;NO;-;YES;-;-
marvland;Marvel Land (US);1989;Namco;NO;-;YES;-;-
masterw;Master of Weapon (World);1989;Taito Corporation Japan;NO;-;YES;-;-
mastfury;Master's Fury;1996;Unico;NO;-;YES;-;-
mastkin;The Masters of Kin;1988;Du Tech;NO;-;YES;-;-
matchit2;Match It II;1993;Tamtex;NO;-;YES;-;-
matmania;Mat Mania;1985;Technos (Taito America license);NO;-;YES;-;-
matrim;Power Instinct Matrimelee;2003;Atlus / Noise Factory;NO;neogeo;YES;-;-
mausuke;Mausuke no Ojama the World;1995;Data East;NO;stvbios;YES;-;-
maxforce;Maximum Force v1.05;1996;Atari Games;NO;-;YES;-;-
maxrpm;Max RPM;1986;Bally Midway;NO;-;YES;-;-
maya;Maya;1994;Promat;NO;-;YES;-;-
mayday;Mayday (set 1);1980;<unknown>;NO;-;YES;-;-
mayhem;Mayhem 2002;1985;Cinematronics;NO;-;YES;-;-
mayumi;Kikiippatsu Mayumi-chan (Japan);1988;[Sanritsu] Victory L.L.C.;NO;-;YES;-;-
maze;Amazing Maze;1976;Midway;NO;-;YES;-;-
mazerbla;Mazer Blazer;1983;Stern;NO;-;YES;-;-
mazinger;Mazinger Z;1994;Banpresto/Dynamic Pl. Toei Animation;NO;-;YES;-;-
mcatadv;Magical Cat Adventure;1993;Wintechno;NO;-;YES;-;-
mchampdx;Multi Champ Deluxe (ver. 0106, 06-01-2000);2000;ESD;NO;-;YES;-;-
mcnpshnt;Mahjong Campus Hunting (Japan);1990;Dynax;NO;-;YES;-;-
mcontest;Miss Mahjong Contest (Japan);1989;Nichibutsu;NO;-;YES;-;-
mdhorse;Derby Quiz My Dream Horse (MDH1-VER.A);1998;Namco;NO;-;YES;-;-
mechatt;Mechanized Attack (World);1989;SNK;NO;-;YES;-;-
medlanes;Meadows Lanes;1977;Meadows Games, Inc.;NO;-;YES;-;-
megab;Mega Blast (World);1989;Taito Corporation Japan;NO;-;YES;-;-
megadon;Megadon;1982;Epos Corporation (Photar Industries license);NO;-;YES;-;-
megaman;Mega Man - The Power Battle (CPS1 Asia 951006);1995;Capcom;NO;-;YES;-;-
megaman2;Mega Man 2: The Power Fighters (USA 960708);1996;Capcom;NO;-;YES;-;-
megaplay;MegaPlay: BIOS;1993;Sega;NO;-;YES;-;-
megatack;MegaTack;1980;GamePlan (Centuri license);NO;-;YES;-;-
megatech;MegaTech - Bios;1989;Sega;NO;-;YES;-;-
megazone;Mega Zone;1983;Konami;NO;-;YES;-;-
megrescu;Megumi Rescue;1987;Sega / Exa;NO;-;YES;-;-
meosism;Meosis Magic (Japan);1996;Sammy;NO;-;YES;-;-
mercs;Mercs (World 900302);1990;Capcom;NO;-;YES;-;-
mermaid;Mermaid;1982;[Sanritsu] Rock-ola;NO;-;YES;-;-
metafox;Meta Fox;1989;Seta;NO;-;YES;-;-
metalb;Metal Black (World);1991;Taito Corporation Japan;NO;-;YES;-;-
metamrph;Metamorphic Force (US ver UAA);1993;Konami;NO;-;YES;-;-
metlclsh;Metal Clash (Japan);1985;Data East;NO;-;YES;-;-
metlhawk;Metal Hawk (Japan);1988;Namco;NO;-;YES;-;-
metmqstr;Metamoqester;1995;Banpresto/Pandorabox;NO;-;YES;-;-
metrocrs;Metro-Cross (set 1);1985;Namco;NO;-;YES;-;-
mfunclub;Mahjong Fun Club - Idol Saizensen (Japan);1989;Video System Co.;NO;-;YES;-;-
mgakuen;Mahjong Gakuen;1988;Yuga;NO;-;YES;-;-
mgakuen2;Mahjong Gakuen 2 Gakuen-chou no Fukushuu;1989;Face;NO;-;YES;-;-
mgcldate;Magical Date (JAPAN) set 1;1996;Taito;NO;taitofx1;YES;-;-
mgcrystl;Magical Crystals (World);1991;Kaneko;NO;-;YES;-;-
mgmen89;Mahjong G-MEN'89 (Japan 890425);1989;Nichibutsu;NO;-;YES;-;-
mhavoc;Major Havoc (rev 3);1983;Atari;NO;-;YES;-;-
mhgaiden;Mahjong Hourouki Gaiden (Japan);1987;Home Data;NO;-;YES;-;-
mia;M.I.A. - Missing in Action (version T);1989;Konami;NO;-;YES;-;-
midres;Midnight Resistance (World);1989;Data East Corporation;NO;-;YES;-;-
miexchng;Money Puzzle Exchanger / Money Idol Exchanger;1997;Face;NO;neogeo;YES;-;-
mightguy;Mighty Guy;1986;Nichibutsu;NO;-;YES;-;-
mightybj;Vs. Mighty Bomb Jack (Japan);1986;Tecmo;NO;-;YES;-;-
mikie;Mikie;1984;Konami;NO;-;YES;-;-
milliped;Millipede;1982;Atari;NO;-;YES;-;-
mimonkey;Mighty Monkey;198?;Universal Video Games;NO;-;YES;-;-
minasan;Minnasanno Okagesamadesu;1990;Monolith Corp.;NO;neogeo;YES;-;-
minefld;Minefield;1983;Stern;NO;-;YES;-;-
mineswpr;Minesweeper;1977;Amutech;NO;-;YES;-;blockade
minferno;Inferno (S2650);1978;Meadows;NO;-;YES;-;-
minigolf;Mini Golf (set 1);1985;Bally/Sente;NO;-;YES;-;-
minivadr;Minivader;1990;Taito Corporation;NO;-;YES;-;-
mirax;Mirax;1985;Current Technologies;NO;-;YES;-;-
mirninja;Mirai Ninja (Japan);1988;Namco;NO;-;YES;-;-
missile;Missile Command (set 1);1980;Atari;NO;-;YES;-;-
missw96;Miss World '96 Nude;1996;Comad;NO;-;YES;-;-
mj4simai;Wakakusamonogatari Mahjong Yonshimai (Japan);1996;Maboroshi Ware;NO;-;YES;-;-
mjanbari;Medal Mahjong Janjan Baribari [BET] (Japan);1992;Nichibutsu/Yubis/AV JAPAN;NO;-;YES;-;-
mjangels;Mahjong Angels - Comic Theater Vol.2 (Japan);1991;Dynax;NO;-;YES;-;-
mjcamera;Mahjong Camera Kozou (Japan 881109);1988;MIKI SYOUJI;NO;-;YES;-;-
mjclinic;Mahjong Clinic (Japan);1988;Home Data;NO;-;YES;-;-
mjderngr;Mahjong Derringer (Japan);1989;Dynax;NO;-;YES;-;-
mjdialq2;Mahjong Dial Q2 (Japan);1991;Dynax;NO;-;YES;-;-
mjdiplob;Mahjong Diplomat [BET] (Japan);1987;Dynax;NO;-;YES;-;-
mjegolf;Mahjong Erotica Golf (Japan);1994;FUJIC/AV JAPAN;NO;-;YES;-;-
mjfocus;Mahjong Focus (Japan 890313);1989;Nichibutsu;NO;-;YES;-;-
mjfriday;Mahjong Friday (Japan);1989;Dynax;NO;-;YES;-;-
mjgottsu;Mahjong Gottsu ee-kanji (Japan);1991;Nichibutsu;NO;-;YES;-;-
mjhokite;Mahjong Hourouki Okite (Japan);1988;Home Data;NO;-;YES;-;-
mjifb;Mahjong If [BET] (Japan);1990;Dynax;NO;-;YES;-;-
mjikaga;Mahjong Ikaga Desu ka (Japan);1991?;Mitchell;NO;-;YES;-;-
mjkinjas;Mahjong Kinjirareta Asobi (Japan);1991;Home Data;NO;-;YES;-;-
mjkjidai;Mahjong Kyou Jidai (Japan);1986;Sanritsu;NO;-;YES;-;-
mjkoiura;Mahjong Koi Uranai (Japan);1992;Nichibutsu;NO;-;YES;-;-
mjkojink;Mahjong Kojinkyouju (Private Teacher) (Japan);1989;Home Data;NO;-;YES;-;-
mjlaman;Mahjong La Man (Japan);1993;Nichibutsu/AV JAPAN;NO;-;YES;-;-
mjleague;Major League;1985;Sega;NO;-;YES;-;-
mjlstory;Mahjong Jikken Love Story (Japan);1991;Nichibutsu;NO;-;YES;-;-
mjnanpas;Mahjong Nanpa Story (Japan 890713);1989;BROOKS;NO;-;YES;-;-
mjnatsu;Mahjong Natsu Monogatari (Japan);1989;Video System Co.;NO;-;YES;-;-
mjnquest;Mahjong Quest (Japan);1990;Taito Corporation;NO;-;YES;-;-
mjsikaku;Mahjong Shikaku (Japan 880908);1988;Nichibutsu;NO;-;YES;-;-
