name;description;year;manufacturer;is_parent;romof;is_clone;cloneof;sampleof
solarfox;Solar Fox (upright);1981;Bally Midway;NO;midssio;YES;-;-;
solrwarr;Solar-Warrior (US);1986;Technos Japan (Taito / Memetron license);YES;xsleena;NO;xsleena;-;
soldamj;Soldam (Japan);1992;Jaleco;YES;soldam;NO;soldam;-;
soldam;Soldam;1992;Jaleco;NO;-;YES;-;-;
amazont;Soldier Girl Amazon (Tecfri license);1986;Nichibutsu (Tecfri license);YES;amazon;NO;amazon;-;
amazon;Soldier Girl Amazon;1986;Nichibutsu;NO;-;YES;-;-;
solfigtr;Solitary Fighter (World);1991;Taito Corporation Japan;NO;-;YES;-;-;
slspirit;Solite Spirits;1999;Promat;NO;-;YES;-;-;
solomonj;Solomon no Kagi (Japan);1986;Tecmo;YES;solomon;NO;solomon;-;
solomonjx;Solomon no Kagi X (Japan);1986;Tecmo;YES;solomon;NO;solomon;-;
solomon;Solomon's Key (US);1986;Tecmo;NO;-;YES;-;-;
sonofphx;Son of Phoenix (bootleg of Repulse);1985;bootleg (Associated Overseas MFR, Inc.);YES;repulse;NO;repulse;-;
sonsonj;Son Son (Japan);1984;Capcom;YES;sonson;NO;sonson;-;
sonson;Son Son;1984;Capcom;NO;-;YES;-;-;
sbmj;Sonic Blast Man (Japan);1990;Taito Corporation;YES;sbm;NO;sbm;-;
sbm;Sonic Blast Man (US);1990;Taito Corporation;NO;-;YES;-;-;
sonicbomd;Sonic Boom (FD1094 317-0053 decrypted);1987;Sega;YES;sonicbom;NO;sonicbom;-;
sonicbom;Sonic Boom (FD1094 317-0053);1987;Sega;NO;-;YES;-;-;
sonicwi;Sonic Wings (Japan);1992;Video System Co.;YES;aerofgt;NO;aerofgt;-;
sstrikerk;Sorcer Striker (Korea);1993;Raizing (Unite Trading license);YES;sstriker;NO;sstriker;-;
sstriker;Sorcer Striker;1993;Raizing;NO;-;YES;-;-;
kokoroj;Soreike Kokology (Rev A);1992;Sega;NO;-;YES;-;-;
kokoroj2;Soreike Kokology Vol. 2 - Kokoro no Tanteikyoku;1993;Sega;NO;-;YES;-;-;
sos;SOS;1980;Namco;NO;-;YES;-;-;
sotsugyo;Sotsugyo Shousho (Japan);1995;Mitchell (Atlus license);NO;-;YES;-;-;
soukobdx;Souko Ban Deluxe (Japan, SB1);1990;Namco;YES;boxyboy;NO;boxyboy;-;
spacbatt;Space Battle (bootleg set 1);1980;bootleg;YES;uniwars;NO;uniwars;-;
spacbat2;Space Battle (bootleg set 2);1980;bootleg;YES;uniwars;NO;uniwars;-;
sbsgomo;Space Battle Ship Gomorrah;1990;UPL;YES;bioship;NO;bioship;-;
spacebrd;Space Bird (bootleg);1980;bootleg (Karateco);YES;spacefb;NO;spacefb;spacefb;
sbomber;Space Bomber (ver. B);1998;Psikyo;NO;-;YES;-;-;
sbombera;Space Bomber;1998;Psikyo;YES;sbomber;NO;sbomber;-;
spacecr;Space Cruiser;1981;Taito Corporation;NO;-;YES;-;-;
spacedem;Space Demon;1980;Nintendo (Fortrek license);YES;spacefb;NO;spacefb;spacefb;
spcdrag;Space Dragon (Moon Cresta bootleg);1980;bootleg;YES;mooncrst;NO;mooncrst;-;
spacduel0;Space Duel (prototype);1980;Atari;YES;spacduel;NO;spacduel;-;
spacduel1;Space Duel (version 1);1980;Atari;YES;spacduel;NO;spacduel;-;
spacduel;Space Duel (version 2);1980;Atari;NO;-;YES;-;-;
sdungeona;Space Dungeon (larger roms);1981;Taito America Corporation;YES;sdungeon;NO;sdungeon;-;
sdungeon;Space Dungeon;1981;Taito America Corporation;NO;-;YES;-;-;
spacecho;Space Echo (set 1);1980;bootleg (Gayton Games);YES;speakres;NO;speakres;-;
spacecho2;Space Echo (set 2);1980;bootleg (Gayton Games);YES;speakres;NO;speakres;-;
spacempr;Space Empire (bootleg);1980;bootleg;YES;uniwars;NO;uniwars;-;
spacefbb;Space Firebird (bootleg);1980;bootleg;YES;spacefb;NO;spacefb;spacefb;
spacefbg;Space Firebird (Gremlin);1980;Nintendo (Gremlin license);YES;spacefb;NO;spacefb;spacefb;
spacefba;Space Firebird (rev. 02-a);1980;Nintendo;YES;spacefb;NO;spacefb;spacefb;
spacefbe;Space Firebird (rev. 03-e set 1);1980;Nintendo;YES;spacefb;NO;spacefb;spacefb;
spacefbe2;Space Firebird (rev. 03-e set 2);1980;Nintendo;YES;spacefb;NO;spacefb;spacefb;
spacefb;Space Firebird (rev. 04-u);1980;Nintendo;NO;-;YES;-;-;
spacfurya;Space Fury (revision A);1981;Sega;YES;spacfury;NO;spacfury;spacfury;
spacfuryb;Space Fury (revision B);1981;Sega;YES;spacfury;NO;spacfury;spacfury;
spacfury;Space Fury (revision C);1981;Sega;NO;-;YES;-;-;
spacegunj;Space Gun (Japan);1990;Taito Corporation;YES;spacegun;NO;spacegun;-;
spacegunu;Space Gun (US);1990;Taito America Corporation;YES;spacegun;NO;spacegun;-;
spacegun;Space Gun (World);1990;Taito Corporation Japan;NO;-;YES;-;-;
sharrier1;Space Harrier (8751 315-5163);1985;Sega;YES;sharrier;NO;sharrier;-;
sharrier;Space Harrier (Rev A, 8751 315-5163A);1985;Sega;NO;-;YES;-;-;
spcinv95u;Space Invaders '95: The Attack Of Lunar Loonies (Ver 2.5A 1995/06/14);1995;Taito America Corporation;YES;spcinv95;NO;spcinv95;-;
spcinv95;Space Invaders '95: The Attack Of Lunar Loonies (Ver 2.5O 1995/06/14);1995;Taito Corporation Japan;NO;-;YES;-;-;
sisv1;Space Invaders (SV Version rev 1);1978;Taito;YES;invaders;NO;invaders;invaders;
sisv2;Space Invaders (SV Version rev 2);1978;Taito;YES;invaders;NO;invaders;invaders;
sisv3;Space Invaders (SV Version rev 3);1978;Taito;YES;invaders;NO;invaders;invaders;
sisv;Space Invaders (SV Version rev 4);1978;Taito;YES;invaders;NO;invaders;invaders;
sitv1;Space Invaders (TV Version rev 1);1978;Taito;YES;invaders;NO;invaders;invaders;
sitv;Space Invaders (TV Version rev 2);1978;Taito;YES;invaders;NO;invaders;invaders;
invaders;Space Invaders / Space Invaders M;1978;Taito / Midway;NO;-;YES;-;-;
spacedxo;Space Invaders DX (Japan, v2.0);1994;Taito Corporation;YES;spacedx;NO;spacedx;-;
spacedxj;Space Invaders DX (Japan, v2.1);1994;Taito Corporation;YES;spacedx;NO;spacedx;-;
spacedx;Space Invaders DX (US, v2.1);1994;Taito Corporation;NO;-;YES;-;-;
spcinvdj;Space Invaders DX (Ver 2.6J 1994/09/14) (F3 Version);1994;Taito Corporation;YES;spacedx;NO;spacedx;-;
galap1;Space Invaders Galactica (galaxiaj hack);1979;hack;YES;galaxian;NO;galaxian;-;
sinvasnb;Space Invasion (bootleg);1985;bootleg;YES;commando;NO;commando;-;
sinvasn;Space Invasion (Europe);1985;Capcom;YES;commando;NO;commando;-;
spcmission;Space Mission (SegaSA / Sonic, Spanish bootleg of Scramble);1981;bootleg (SegaSA / Sonic);YES;scramble;NO;scramble;-;
spaceplt;Space Pilot (set 1);1982;bootleg;YES;timeplt;NO;timeplt;-;
spaceplta;Space Pilot (set 2);1982;bootleg;YES;timeplt;NO;timeplt;-;
spcpostn;Space Position (Japan);1986;Sega / Nasco;NO;-;YES;-;-;
sraider;Space Raider;1982;Universal;NO;-;YES;-;-;
spcrocks;Space Rocks (Spanish clone of Asteroids);1981;Atari (J.Estevez license);YES;asteroid;NO;asteroid;-;
spaceskr;Space Seeker;1981;Taito Corporation;NO;-;YES;-;-;
sstrangr2;Space Stranger 2;1979;Yachiyo Electronics, Ltd.;YES;sstrangr;NO;sstrangr;invaders;
sstrangr;Space Stranger;1978;Yachiyo Electronics, Ltd.;NO;-;YES;-;invaders;
spctbird;Space Thunderbird;1981?;bootleg (Fortrek);YES;mooncrst;NO;mooncrst;-;
spctrek;Space Trek (Video Game S.A., Spanish bootleg of Scramble);1981;bootleg (Video Game S.A.);YES;scramble;NO;scramble;-;
sparkman;Spark Man (v2.0, set 1);1989;SunA;NO;-;YES;-;-;
sparkz;Sparkz (prototype);1992;Atari Games;NO;-;YES;-;-;
spartanx;Spartan X (Japan);1984;Irem;YES;kungfum;NO;kungfum;-;
spatter;Spatter (315-5xxx);1984;Sega;NO;-;YES;-;-;
speakresb;Speak & Rescue (bootleg);1980;bootleg;YES;speakres;NO;speakres;-;
speakres;Speak & Rescue;1980;Sun Electronics;NO;-;YES;-;-;
speccies;Speccies 2;2015;Sokurah;NO;-;YES;-;-;
scij;Special Criminal Investigation (Japan);1989;Taito Corporation;YES;sci;NO;sci;-;
sciu;Special Criminal Investigation (US);1989;Taito America Corporation;YES;sci;NO;sci;-;
sci;Special Criminal Investigation (World set 1);1989;Taito Corporation Japan;NO;-;YES;-;-;
scia;Special Criminal Investigation (World set 2);1989;Taito Corporation Japan;YES;sci;NO;sci;-;
spec2kh;Spectrum 2000 (horizontal, buggy) (Europe);2000;Yona Tech;YES;spec2k;NO;spec2k;-;
spec2k;Spectrum 2000 (vertical, Korea);2000;Yona Tech;NO;-;YES;-;-;
speedbal;Speed Ball (set 1);1987;Tecfri / Desystem S.A.;NO;-;YES;-;-;
speedbala;Speed Ball (set 2);1987;Tecfri / Desystem S.A.;YES;speedbal;NO;speedbal;-;
spdball;Speed Ball - Contest at Neonworld (prototype);1985;Williams;NO;-;YES;-;-;
spdcoin;Speed Coin (prototype);1984;Stern;NO;-;YES;-;-;
speedspn;Speed Spin;1994;TCH;NO;-;YES;-;-;
spelunkrj;Spelunker (Japan);1985;Irem (licensed from Broderbund);YES;spelunkr;NO;spelunkr;tr606drumkit;
spelunk2;Spelunker II - 23 no Kagi (Japan);1986;Irem (licensed from Broderbund);NO;-;YES;-;tr606drumkit;
spelunkr;Spelunker;1985;Irem (licensed from Broderbund);NO;-;YES;-;tr606drumkit;
spidmanj;Spider-Man: The Videogame (Japan);1991;Sega;YES;spidman;NO;spidman;-;
spidmanu;Spider-Man: The Videogame (US, Rev A);1991;Sega;YES;spidman;NO;spidman;-;
spidman;Spider-Man: The Videogame (World);1991;Sega;NO;-;YES;-;-;
spidermi;Spiderman (FMV Demo);2009;Sergi;NO;neogeo;YES;-;-;
spinmast;Spin Master / Miracle Adventure;1993;Data East Corporation;NO;neogeo;YES;-;-;
spinlbrkj;Spinal Breakers (Japan);1990;V-System Co.;YES;spinlbrk;NO;spinlbrk;-;
spinlbrku;Spinal Breakers (US);1990;V-System Co.;YES;spinlbrk;NO;spinlbrk;-;
spinlbrkup;Spinal Breakers (US, prototype);1990;V-System Co.;YES;spinlbrk;NO;spinlbrk;-;
spinlbrk;Spinal Breakers (World);1990;V-System Co.;NO;-;YES;-;-;
splat;Splat!;1982;Williams;NO;-;YES;-;-;
splatterj;Splatter House (Japan, SH1);1988;Namco;YES;splatter;NO;splatter;-;
splatter;Splatter House (World, new version (SH3));1988;Namco;NO;-;YES;-;-;
splatter2;Splatter House (World, old version (SH2));1988;Namco;YES;splatter;NO;splatter;-;
spotty;Spotty (Ver. 2.0.2);2001;Prince Co.;NO;-;YES;-;-;
springer;Springer;1982;Orca;NO;-;YES;-;-;
spyhuntp;Spy Hunter (Playtronic license);1983;Bally Midway (Playtronic license);YES;spyhunt;NO;spyhunt;-;
spyhunt2a;Spy Hunter II (rev 1);1987;Bally Midway;YES;spyhunt2;NO;spyhunt2;-;
spyhunt2;Spy Hunter II (rev 2);1987;Bally Midway;NO;-;YES;-;-;
spyhunt;Spy Hunter;1983;Bally Midway;NO;midssio;YES;-;-;
sqij;SQIJ!;2018;Sokurah;NO;-;YES;-;-;
squaitsa;Squash (Itisa);1984;Itisa;NO;-;YES;-;-;
squash;Squash (ver. 1.0, checksum 015aef61);1992;Gaelco;NO;-;YES;-;-;
stkclmnsj;Stack Columns (Japan);1994;Sega;YES;stkclmns;NO;stkclmns;-;
stkclmns;Stack Columns (World);1994;Sega;NO;-;YES;-;-;
scrossu;Stadium Cross (US);1992;Sega;YES;scross;NO;scross;-;
scross;Stadium Cross (World);1992;Sega;NO;-;YES;-;-;
scrossa;Stadium Cross (World, alt);1992;Sega;YES;scross;NO;scross;-;
stadhr96j;Stadium Hero '96 (Japan, EAD);1996;Data East Corporation;YES;stadhr96;NO;stadhr96;-;
stadhr96u;Stadium Hero '96 (USA, EAH);1996;Data East Corporation;YES;stadhr96;NO;stadhr96;-;
stadhr96;Stadium Hero '96 (World, EAJ);1996;Data East Corporation;NO;-;YES;-;-;
stadhero;Stadium Hero (Japan);1988;Data East Corporation;NO;-;YES;-;-;
stagger1;Stagger I (Japan);1998;Afega;NO;-;YES;-;-;
stakwin;Stakes Winner / Stakes Winner - GI kinzen seiha e no michi;1995;Saurus;NO;neogeo;YES;-;-;
stakwin2;Stakes Winner 2;1996;Saurus;NO;neogeo;YES;-;-;
starfgmc;Star Fighter (Moon Cresta bootleg);198?;bootleg (Samyra Engineering);YES;mooncrst;NO;mooncrst;-;
starfigh;Star Fighter (v1);1990;SunA;NO;-;YES;-;-;
starfght;Star Fighter;1979;Juetel;YES;galaxian;NO;galaxian;-;
starforcb;Star Force (encrypted, bootleg);1984;bootleg;YES;starforc;NO;starforc;-;
starforce;Star Force (encrypted, set 1);1984;Tehkan;YES;starforc;NO;starforc;-;
starforca;Star Force (encrypted, set 2);1984;Tehkan;YES;starforc;NO;starforc;-;
starforc;Star Force;1984;Tehkan;NO;-;YES;-;-;
stargrds;Star Guards;1987;Bally Midway;NO;-;YES;-;-;
starjack;Star Jacker (Sega);1983;Sega;NO;-;YES;-;-;
starjacks;Star Jacker (Stern);1983;Sega;YES;starjack;NO;starjack;-;
startrkd;Star Trek (Defender bootleg);1981;bootleg;YES;defender;NO;defender;-;
startrks;Star Trek (Head On hardware);198?;bootleg (Sidam);YES;nostromo;NO;nostromo;-;
startrek;Star Trek;1982;Sega;NO;-;YES;-;-;
starwarr;Star Warrior;1980;bootleg (Potomac Mortgage);YES;spacefb;NO;spacefb;spacefb;
starwars;Star Wars (rev 1);1983;Atari;NO;-;YES;-;-;
starwars1;Star Wars (set 2);1983;Atari;YES;starwars;NO;starwars;-;
starwarso;Star Wars (set 3);1983;Atari;YES;starwars;NO;starwars;-;
stargate;Stargate;1981;Williams / Vid Kidz;NO;-;YES;-;-;
stealsee;Steal See;2000;Moov Generation / Eolith;NO;-;YES;-;-;
stlforce;Steel Force;1994;Electronic Devices Italy / Ecogames S.L. Spain;NO;-;YES;-;-;
sgunnerj;Steel Gunner (Japan);1990;Namco;YES;sgunner;NO;sgunner;-;
sgunner;Steel Gunner (Rev B);1990;Namco;NO;-;YES;-;-;
sgunner2j;Steel Gunner 2 (Japan, Rev A);1991;Namco;YES;sgunner2;NO;sgunner2;-;
sgunner2;Steel Gunner 2 (US);1991;Namco;NO;-;YES;-;-;
stera;Steraranger (Moon Cresta bootleg);1980;bootleg;YES;mooncrst;NO;mooncrst;-;
stinger2;Stinger (prototype?);1983;Seibu Denshi;YES;stinger;NO;stinger;stinger;
stinger;Stinger;1983;Seibu Denshi;NO;-;YES;-;-;
stonebal2o;Stone Ball (2 Players, v1-20 21/10/1994);1994;Art & Magic;YES;stonebal;NO;stonebal;-;
stonebal2;Stone Ball (2 Players, v1-20 7/11/1994);1994;Art & Magic;YES;stonebal;NO;stonebal;-;
stonebal;Stone Ball (4 Players, v1-20 13/12/1994);1994;Art & Magic;NO;-;YES;-;-;
stoneage;Stoneage (bootleg of Caveman Ninja);1991;bootleg;YES;cninja;NO;cninja;-;
stmbladej;Storm Blade (Japan);1996;Visco;YES;stmblade;NO;stmblade;-;
stmblade;Storm Blade (US);1996;Visco;NO;-;YES;-;-;
storming;Storming Party / Riku Kai Kuu Saizensen (set 1);1986;bootleg;YES;lsasquad;NO;lsasquad;-;
storminga;Storming Party / Riku Kai Kuu Saizensen (set 2);1986;bootleg;YES;lsasquad;NO;lsasquad;-;
strfbomb;Strafe Bomb;1981;bootleg (Omni);YES;scramble;NO;scramble;-;
stratgys;Strategy X (Stern);1981;Konami (Stern License);YES;stratgyx;NO;stratgyx;-;
stratgyx;Strategy X;1981;Konami;NO;-;YES;-;-;
stratvoxb;Stratovox (bootleg);1980;bootleg;YES;speakres;NO;speakres;-;
stratvox;Stratovox;1980;[Sun Electronics] (Taito license);YES;speakres;NO;speakres;-;
streakng;Streaking (set 1);1981;Shoei;NO;-;YES;-;-;
streaknga;Streaking (set 2);1981;Shoei;YES;streakng;NO;streakng;-;
stfighta;Street Fight (bootleg?);1986;Seibu Kaihatsu;YES;empcity;NO;empcity;-;
stfightgb;Street Fight (Germany - Benelux);1986;Seibu Kaihatsu (Tuning license);YES;empcity;NO;empcity;-;
stfight;Street Fight (Germany);1986;Seibu Kaihatsu (Tuning license);YES;empcity;NO;empcity;-;
sfj;Street Fighter (Japan) (protected);1987;Capcom;YES;sf;NO;sf;-;
sfjan;Street Fighter (Japan, pneumatic buttons);1987;Capcom;YES;sf;NO;sf;-;
sfp;Street Fighter (Prototype);1987;Capcom;YES;sf;NO;sf;-;
sfua;Street Fighter (US set 2) (protected);1987;Capcom;YES;sf;NO;sf;-;
sf;Street Fighter (US, set 1);1987;Capcom;NO;-;YES;-;-;
sfw;Street Fighter (World) (protected);1987;Capcom;YES;sf;NO;sf;-;
sfan;Street Fighter (World, pneumatic buttons);1987;Capcom;YES;sf;NO;sf;-;
sfar3;Street Fighter Alpha - warriors' dreams (950605 Euro);1995;Capcom;YES;sfa;NO;sfa;-;
sfar2;Street Fighter Alpha - warriors' dreams (950627 Euro);1995;Capcom;YES;sfa;NO;sfa;-;
sfau;Street Fighter Alpha - warriors' dreams (950627 USA);1995;Capcom;YES;sfa;NO;sfa;-;
sfar1;Street Fighter Alpha - warriors' dreams (950718 Euro);1995;Capcom;YES;sfa;NO;sfa;-;
sfad;Street Fighter Alpha - warriors' dreams (950727 Euro Phoenix Edition);1995;bootleg;YES;sfa;NO;sfa;-;
sfa;Street Fighter Alpha - warriors' dreams (950727 Euro);1995;Capcom;NO;-;YES;-;-;
sfaud;Street Fighter Alpha - warriors' dreams (950727 USA Phoenix Edition);1995;bootleg;YES;sfa;NO;sfa;-;
sfa2;Street Fighter Alpha 2 (960229 Euro);1996;Capcom;NO;-;YES;-;-;
sfa2ur1;Street Fighter Alpha 2 (960306 USA);1996;Capcom;YES;sfa2;NO;sfa2;-;
sfa2u;Street Fighter Alpha 2 (960430 USA);1996;Capcom;YES;sfa2;NO;sfa2;-;
sfa2uhc;Street Fighter Alpha 2 - Unlock Hidden Characters (Hack By Yumeji);2009;Hack;YES;sfa2;NO;sfa2;-;
sfa3us;Street Fighter Alpha 3 (980616 USA, SAMPLE Version);1998;Capcom;YES;sfa3;NO;sfa3;-;
sfa3b;Street Fighter Alpha 3 (980629 Brazil);1998;Capcom;YES;sfa3;NO;sfa3;-;
sfa3hr1;Street Fighter Alpha 3 (980629 Hispanic);1998;Capcom;YES;sfa3;NO;sfa3;-;
sfa3ur1;Street Fighter Alpha 3 (980629 USA);1998;Capcom;YES;sfa3;NO;sfa3;-;
sfa3;Street Fighter Alpha 3 (980904 Euro);1998;Capcom;NO;-;YES;-;-;
sfa3h;Street Fighter Alpha 3 (980904 Hispanic);1998;Capcom;YES;sfa3;NO;sfa3;-;
sfa3ud;Street Fighter Alpha 3 (980904 USA Phoenix Edition);1998;bootleg;YES;sfa3;NO;sfa3;-;
sfa3u;Street Fighter Alpha 3 (980904 USA);1998;Capcom;YES;sfa3;NO;sfa3;-;
sfa3xl;Street Fighter Alpha 3 - Xiang Long Edition (Hack by pipi899, Ver.2009-05-10);2009;Hack;YES;sfa3;NO;sfa3;-;
sfa3ce;Street Fighter Alpha 3 Challenger's Edition;2022;Grego and Gnawtor;YES;sfa3;NO;sfa3;-;
sf2amf;Street Fighter II - Champion Edition (Alpha Magic-F bootleg set 1, 920313 etc);1992;bootleg;YES;sf2ce;NO;sf2ce;-;
sf2amf4;Street Fighter II - Champion Edition (Alpha Magic-F bootleg set 2, 920313 etc);1992;bootleg;YES;sf2ce;NO;sf2ce;-;
sf2amf5;Street Fighter II - Champion Edition (Alpha Magic-F bootleg set 3, 920313 etc);1992;bootleg;YES;sf2ce;NO;sf2ce;-;
sf2amf6;Street Fighter II - Champion Edition (Alpha Magic-F bootleg set 4, 920313 etc);1992;bootleg;YES;sf2ce;NO;sf2ce;-;
sf2amf7;Street Fighter II - Champion Edition (Alpha Magic-F bootleg set 5, 920313 etc);1992;bootleg;YES;sf2ce;NO;sf2ce;-;
sf2amf8;Street Fighter II - Champion Edition (Alpha Magic-F bootleg set 6, 920313 etc);1992;bootleg;YES;sf2ce;NO;sf2ce;-;
sf2amf9;Street Fighter II - Champion Edition (Alpha Magic-F bootleg set 7, 920313 etc);1992;bootleg;YES;sf2ce;NO;sf2ce;-;
sf2amf2;Street Fighter II - Champion Edition (L735 Test Rom, bootleg, set 1);1992;bootleg;YES;sf2ce;NO;sf2ce;-;
sf2amf3;Street Fighter II - Champion Edition (L735 Test Rom, bootleg, set 2);1992;bootleg;YES;sf2ce;NO;sf2ce;-;
sf2amf10;Street Fighter II - Champion Edition (L735 Test Rom, bootleg, set 3);1992;bootleg;YES;sf2ce;NO;sf2ce;-;
sf2em;Street Fighter II - The World Warrior (910129 World);1991;Capcom;YES;sf2;NO;sf2;-;
sf2ea;Street Fighter II - The World Warrior (910204 World);1991;Capcom;YES;sf2;NO;sf2;-;
sf2en;Street Fighter II - The World Warrior (910204 World, conversion);1991;Capcom;YES;sf2;NO;sf2;-;
sf2ua;Street Fighter II - The World Warrior (910206 USA);1991;Capcom;YES;sf2;NO;sf2;-;
sf2ja;Street Fighter II - The World Warrior (910214 Japan);1991;Capcom;YES;sf2;NO;sf2;-;
sf2ub;Street Fighter II - The World Warrior (910214 USA);1991;Capcom;YES;sf2;NO;sf2;-;
sf2eb;Street Fighter II - The World Warrior (910214 World);1991;Capcom;YES;sf2;NO;sf2;-;
sf2ue;Street Fighter II - The World Warrior (910228 USA);1991;Capcom;YES;sf2;NO;sf2;-;
sf2ee;Street Fighter II - The World Warrior (910228 World);1991;Capcom;YES;sf2;NO;sf2;-;
sf2jc;Street Fighter II - The World Warrior (910306 Japan);1991;Capcom;YES;sf2;NO;sf2;-;
sf2uc;Street Fighter II - The World Warrior (910306 USA);1991;Capcom;YES;sf2;NO;sf2;-;
sf2ud;Street Fighter II - The World Warrior (910318 USA);1991;Capcom;YES;sf2;NO;sf2;-;
sf2ed;Street Fighter II - The World Warrior (910318 World);1991;Capcom;YES;sf2;NO;sf2;-;
sf2jf;Street Fighter II - The World Warrior (910411 Japan);1991;Capcom;YES;sf2;NO;sf2;-;
sf2uf;Street Fighter II - The World Warrior (910411 USA);1991;Capcom;YES;sf2;NO;sf2;-;
sf2ef;Street Fighter II - The World Warrior (910411 World);1991;Capcom;YES;sf2;NO;sf2;-;
sf2jh;Street Fighter II - The World Warrior (910522 Japan);1991;Capcom;YES;sf2;NO;sf2;-;
sf2ug;Street Fighter II - The World Warrior (910522 USA, rev G);1991;Capcom;YES;sf2;NO;sf2;-;
sf2uh;Street Fighter II - The World Warrior (910522 USA, rev H);1991;Capcom;YES;sf2;NO;sf2;-;
sf2ui;Street Fighter II - The World Warrior (910522 USA, rev I);1991;Capcom;YES;sf2;NO;sf2;-;
sf2;Street Fighter II - The World Warrior (910522 World);1991;Capcom;NO;-;YES;-;-;
sf2uk;Street Fighter II - The World Warrior (911101 USA);1991;Capcom;YES;sf2;NO;sf2;-;
sf2j;Street Fighter II - The World Warrior (911210 Japan, CPS-B-13);1991;Capcom;YES;sf2;NO;sf2;-;
sf2j17;Street Fighter II - The World Warrior (911210 Japan, CPS-B-17);1991;Capcom;YES;sf2;NO;sf2;-;
sf2jla;Street Fighter II - The World Warrior (911210 Japan, rev L);1991;Capcom;YES;sf2;NO;sf2;-;
sf2jl;Street Fighter II - The World Warrior (920312 Japan);1991;Capcom;YES;sf2;NO;sf2;-;
sf2um;Street Fighter II - The World Warrior (920312 USA);1991;Capcom;YES;sf2;NO;sf2;-;
sf2rules;Street Fighter II - The World Warrior (bootleg with rules screen, 910214 etc);1991;Capcom;YES;sf2;NO;sf2;-;
sf2b;Street Fighter II - The World Warrior (bootleg, 910214 etc, set 1  (with YM2151 + 2xMSM5205));1992;bootleg;YES;sf2;NO;sf2;-;
sf2b2;Street Fighter II - The World Warrior (bootleg, 910214 etc, set 2);1992;bootleg;YES;sf2;NO;sf2;-;
sf2b3;Street Fighter II - The World Warrior (bootleg, 910214 etc, set 3);1991;Capcom;YES;sf2;NO;sf2;-;
sf2b4;Street Fighter II - The World Warrior (bootleg, 910214 etc, set 4);1991;Capcom;YES;sf2;NO;sf2;-;
sf2qp2;Street Fighter II - The World Warrior (Quicken bootleg, 910522 USA);1991;bootleg;YES;sf2;NO;sf2;-;
sf2qp1;Street Fighter II - The World Warrior (Quicken Pt-I bootleg, 910214 USA);1991;bootleg;YES;sf2;NO;sf2;-;
sf2rk;Street Fighter II - The World Warrior (RK bootleg set 1, 910214 etc);1991;Capcom;YES;sf2;NO;sf2;-;
sf2rk2;Street Fighter II - The World Warrior (RK bootleg set 2, 910214 etc);1991;Capcom;YES;sf2;NO;sf2;-;
sf2stt;Street Fighter II - The World Warrior (STT, TAB Austria bootleg, 910214 etc);1992;bootleg;YES;sf2;NO;sf2;-;
sf2ebbl2;Street Fighter II - The World Warrior (TAB Austria bootleg set 2, 910214 etc);1992;bootleg;YES;sf2;NO;sf2;-;
sf2ebbl3;Street Fighter II - The World Warrior (TAB Austria bootleg set 3, 910214 etc);1992;bootleg;YES;sf2;NO;sf2;-;
sf2ebbl;Street Fighter II - The World Warrior (TAB Austria bootleg, 910214 etc);1992;bootleg;YES;sf2;NO;sf2;-;
sf2thndr;Street Fighter II - The World Warrior (Thunder Edition bootleg, 910214 etc, set 1);1991;bootleg;YES;sf2;NO;sf2;-;
sf2thndr2;Street Fighter II - The World Warrior (Thunder Edition bootleg, 910214 etc, set 2);1991;bootleg;YES;sf2;NO;sf2;-;
sf2ly;Street Fighter II - The World Warrior (with bosses like Champion Edition, 910522 Japan, CPS-B-11);1991;Capcom;YES;sf2;NO;sf2;-;
sf2mix;Street Fighter II Mix (v1.2);2022;hack;YES;sf2ce;NO;sf2ce;-;
sf2cebltw;Street Fighter II' - Champion Edition (920313 'Taiwan' bootleg with PAL);1992;bootleg;YES;sf2ce;NO;sf2ce;-;
sf2ceeabl;Street Fighter II' - Champion Edition (920313 etc bootleg set 1);1992;bootleg;YES;sf2ce;NO;sf2ce;-;
sf2ceeab2;Street Fighter II' - Champion Edition (920313 etc bootleg set 2);1992;bootleg;YES;sf2ce;NO;sf2ce;-;
sf2ceuabl;Street Fighter II' - Champion Edition (920313 USA bootleg set 1);1992;bootleg;YES;sf2ce;NO;sf2ce;-;
sf2ceuab10;Street Fighter II' - Champion Edition (920313 USA bootleg set 10);1992;bootleg;YES;sf2ce;NO;sf2ce;-;
sf2ceuab11;Street Fighter II' - Champion Edition (920313 USA bootleg set 11);1992;bootleg;YES;sf2ce;NO;sf2ce;-;
sf2ceuab2;Street Fighter II' - Champion Edition (920313 USA bootleg set 2);1992;bootleg;YES;sf2ce;NO;sf2ce;-;
sf2ceuab3;Street Fighter II' - Champion Edition (920313 USA bootleg set 3);1992;bootleg;YES;sf2ce;NO;sf2ce;-;
sf2ceuab4;Street Fighter II' - Champion Edition (920313 USA bootleg set 4);1992;bootleg;YES;sf2ce;NO;sf2ce;-;
sf2ceuab5;Street Fighter II' - Champion Edition (920313 USA bootleg set 5);1992;bootleg;YES;sf2ce;NO;sf2ce;-;
sf2ceuab6;Street Fighter II' - Champion Edition (920313 USA bootleg set 6);1992;bootleg;YES;sf2ce;NO;sf2ce;-;
