name;description;year;manufacturer;is_parent;bios;sample
magerror;Magical Error wo Sagase;1994;Technosoft / Jaleco;NO;-;-
magicbub;Magic Bubble;199?;Yun Sung;NO;-;-
magicstk;Magic Sticks;1995;Playmark;NO;-;-
magipur;Magic Purple;1996;Unico;NO;-;-
magix;Magix / Rock;1995;Yun Sung;NO;-;-
maglord;Magician Lord (NGM-005);1990;Alpha Denshi Co.;NO;neogeo;-
magmax;Mag Max (set 1);1985;Nichibutsu;NO;-;-
mahretsu;Mahjong Kyo Retsuden (NGM-004)(NGH-004);1990;SNK;NO;neogeo;-
mainevt;The Main Event (4 Players ver. Y);1988;Konami;NO;-;-
mainsnk;Main Event (1984);1984;SNK;NO;-;-
majtitl2;Major Title 2 (World);1992;Irem;NO;-;-
majtitle;Major Title (World);1990;Irem;NO;-;-
mangchi;Mang-Chi;2000;Afega;NO;-;-
maniach;Mania Challenge (set 1);1986;Technos Japan (Taito America license);NO;-;-
maniacsq;Maniac Square (protected, Version 1.0, Checksum DEEE);1996;Gaelco;NO;-;-
manybloc;Many Block;1991;Bee-Oh;NO;-;-
mappy;Mappy (US);1983;Namco;NO;-;-
marblmd2;Marble Madness II (prototype);1991;Atari Games;NO;-;-
marineb;Marine Boy;1982;Orca;NO;-;-
mariner;Mariner;1981;Armenip;NO;-;-
mario;Mario Bros. (US, Revision G);1983;Nintendo of America;NO;-;-
markham;Markham;1983;Sun Electronics;NO;-;-
mars;Mars;1981;Artic;NO;-;-
martmast;Martial Masters (V104, 102, 102, USA);2001;IGS;NO;pgm;-
marukin;Super Marukin-Ban (Japan 911128);1990;Yuga;NO;-;-
marukodq;Chibi Marukochan Deluxe Quiz;1995;Takara;NO;neogeo;-
marvins;Marvin's Maze;1983;SNK;NO;-;-
marvland;Marvel Land (Japan);1989;Namco;NO;-;-
mastboyo;Master Boy (1987, Z80 hardware, Covielsa, set 1);1987;Gaelco (Covielsa license);NO;-;-
masterw;Master of Weapon (World);1989;Taito Corporation Japan;NO;-;-
mastkin;The Masters of Kin;1988;Du Tech;NO;-;-
matchit;Match It;1989;Tamtex;NO;-;-
matchit2;Match It II;1993;Tamtex;NO;-;-
matmania;Mat Mania;1985;Technos Japan (Taito America license);NO;-;-
matrim;Matrimelee / Shin Gouketsuji Ichizoku Toukon (NGM-2660) (NGH-2660);2002;Noise Factory / Atlus;NO;neogeo;-
maxrpm;Max RPM (ver 2);1986;Bally Midway;NO;-;-
mayday;Mayday (set 1);1980;Hoei;NO;-;-
mazinger;Mazinger Z (World, ver. 94/06/27);1994;Banpresto / Dynamic Pl. Toei Animation;NO;-;-
mbombrd;Muscle Bomber Duo - ultimate team battle (931206 World);1993;Capcom;NO;-;-
mcatadv;Magical Cat Adventure;1993;Wintechno;NO;-;-
mchampdx;Multi Champ Deluxe (ver. 0106, 06/01/2000);2000;ESD;NO;-;-
mechatt;Mechanized Attack (World);1989;SNK;NO;ym2608;-
megablst;Mega Blast (World);1989;Taito Corporation Japan;NO;cchip;-
megadon;Megadon;1982;Epos Corporation (Photar Industries License);NO;-;-
megaman;Mega Man - the power battle (951006 USA);1995;Capcom;NO;-;-
megaman2;Mega Man 2 - the power fighters (960708 USA);1996;Capcom;NO;-;-
megazone;Mega Zone (program code L);1983;Konami;NO;-;-
megrescu;Megumi Rescue;1987;Sega / Exa;NO;-;-
meijinsn;Meijinsen (set 1);1986;SNK Electronics corp.;NO;-;-
meosism;Meosis Magic (Japan);1996?;Sammy;NO;-;-
mercs;Mercs (900302 etc);1990;Capcom;NO;-;-
merlinmm;Merlins Money Maze;1986;Zilec-Zenitone;NO;-;-
metafox;Meta Fox;1989;Seta;NO;-;-
metalb;Metal Black (World);1991;Taito Corporation Japan;NO;-;-
metamrph;Metamorphic Force (ver EAA);1993;Konami;NO;-;-
metlclsh;Metal Clash (Japan);1985;Data East;NO;-;-
metlfrzr;Metal Freezer;1989;Seibu;NO;-;-
metlhawk;Metal Hawk (Rev C);1988;Namco;NO;-;-
metlsavr;Metal Saver;1994;First Amusement;NO;-;-
metmqstr;Metamoqester (International);1995;Banpresto / Pandorabox;NO;-;-
metrocrs;Metro-Cross (set 1);1985;Namco;NO;-;-
mgakuen;Mahjong Gakuen;1988;Yuga;NO;-;-
mgakuen2;Mahjong Gakuen 2 Gakuen-chou no Fukushuu;1989;Face;NO;-;-
mgcrystl;Magical Crystals (World, 92/01/10);1991;Kaneko;NO;-;-
mhavoc;Major Havoc (rev 3);1983;Atari;NO;-;-
mia;M.I.A. - Missing in Action (version T);1989;Konami;NO;-;-
midres;Midnight Resistance (World, set 1);1989;Data East Corporation;NO;-;-
midssio;Midway SSIO Sound Board Internal pROM;1981;Midway;NO;-;-
miexchng;Money Puzzle Exchanger / Money Idol Exchanger;1997;Face;NO;neogeo;-
mightguy;Mighty Guy;1986;Nichibutsu;NO;-;-
mikie;Mikie;1984;Konami;NO;-;-
milliped;Millipede;1982;Atari;NO;-;-
mimonkey;Mighty Monkey;198?;Universal Video Games;NO;-;-
minasan;Minasanno Okagesamadesu! Daisugorokutaikai (MOM-001)(MOH-001);1990;Monolith Corp.;NO;neogeo;-
minefld;Minefield;1983;Stern;NO;-;-
mineswpr;Minesweeper;1977;Amutech;NO;-;blockade
minivadr;Minivader;1990;Taito Corporation;NO;-;-
mirage;Mirage Youjuu Mahjongden (Japan);1994;Mitchell;NO;-;-
mirax;Mirax (set 1);1985;Current Technologies;NO;-;-
mirninja;Mirai Ninja (Japan, set 1);1988;Namco;NO;-;-
misncrft;Mission Craft (version 2.7);2000;Sun;NO;-;-
missb2;Miss Bubble II;1996;Alpha Co.;NO;-;-
missile;Missile Command (rev 3);1980;Atari;NO;-;-
missw02;Miss World 2002;2002;Daigom;NO;-;-
missw96;Miss World '96 (Nude) (set1);1996;Comad;NO;-;-
mj4simai;Wakakusamonogatari Mahjong Yonshimai (Japan);1996;Maboroshi Ware;NO;-;-
mjgtaste;Mahjong G-Taste;2002;Psikyo;NO;-;-
mjkjidai;Mahjong Kyou Jidai (Japan);1986;Sanritsu;NO;-;-
mjleague;Major League;1985;Sega;NO;-;-
mjnquest;Mahjong Quest (Japan);1990;Taito Corporation;NO;-;-
mk;Mortal Kombat (rev 5.0 T-Unit 03/19/93);1992;Midway;NO;-;-
mk2;Mortal Kombat II (rev L3.1);1993;Midway;NO;-;-
mk3;Mortal Kombat 3 (rev 2.1);1994;Midway;NO;-;-
mmagic;Monkey Magic;1979;Nintendo;NO;-;-
mmatrix;Mars Matrix (000412 USA);2000;Takumi (Capcom license);NO;-;-
mmaulers;Monster Maulers (ver EAA);1993;Konami;NO;-;-
mmaze;Marchen Maze (Japan);1988;Namco;NO;-;-
mmonkey;Minky Monkey;1982;Technos Japan / Roller Tron;NO;-;-
mmpork;Muchi Muchi Pork! (2007/ 4/17 MASTER VER.);2007;Cave (AMI license);NO;-;-
mnight;Mutant Night;1987;UPL;NO;-;-
mofflott;Maze of Flott (Japan);1989;Taito Corporation;NO;-;-
mogura;Mogura Desse;1991;Konami;NO;-;-
mole;Mole Attack;1982;Yachiyo Electronics, Ltd.;NO;-;-
momoko;Momoko 120% (Japanese text);1986;Jaleco;NO;-;-
moomesa;Wild West C.O.W.-Boys of Moo Mesa (ver EAB);1992;Konami;NO;-;-
moonal2;Moon Alien Part 2;1980;Nichibutsu;NO;-;-
mooncrst;Moon Cresta (Nichibutsu);1980;Nichibutsu;NO;-;-
moonqsr;Moon Quasar;1980;Nichibutsu;NO;-;-
moonwar;Moonwar;1981;Stern;NO;-;-
moonwarp;Moon War (prototype on Frenzy hardware);1981;Stern Electronics;NO;-;-
moremore;More More;1999;SemiCom / Exit;NO;-;-
moremorp;More More Plus;1999;SemiCom / Exit;NO;-;-
mosaic;Mosaic;1990;Space;NO;-;-
mosaicf2;Mosaic (F2 System);1999;F2 System;NO;-;-
moshougi;Syougi No Tatsujin - Master of Shougi;1995;ADK / SNK;NO;neogeo;-
motos;Motos;1985;Namco;NO;-;-
mouser;Mouser;1983;UPL;NO;-;-
mpang;Mighty! Pang (001010 Euro);2000;Mitchell;NO;-;-
mpatrol;Moon Patrol;1982;Irem;NO;-;-
mplanets;Mad Planets;1983;Gottlieb;NO;-;-
mrdig;Mr. Dig;2000;Sun;NO;-;-
mrdo;Mr. Do!;1982;Universal;NO;-;-
mrflea;The Amazing Adventures of Mr. F. Lea;1982;Pacific Novelty;NO;-;-
mrgoemon;Mr. Goemon (Japan);1986;Konami;NO;-;-
mrjong;Mr. Jong (Japan);1983;Kiwako;NO;-;-
mrkicker;Mr. Kicker (F-E1-16-010 PCB);2001;SemiCom;NO;-;-
mrkougar;Mr. Kougar;1984;ATW;NO;-;-
mrsdyna;Mrs. Dynamite;1982;Universal;NO;-;-
mrtnt;Mr. TNT;1982;Telko;NO;-;-
mrviking;Mister Viking (315-5041);1984;Sega;NO;-;-
ms5pcb;Metal Slug 5 (JAMMA PCB);2003;SNK Playmore;NO;-;-
msbingo;Miss Bingo;1994;Min Corp.;NO;-;-
msgogo;Mouse Shooter GoGo;1995;Metro;NO;-;-
msgundam;Mobile Suit Gundam;1993;Banpresto;NO;-;-
msh;Marvel Super Heroes (951024 Euro);1995;Capcom;NO;-;-
mshuttle;Moon Shuttle (US? set 1);1981;Nichibutsu;NO;-;-
mshvsf;Marvel Super Heroes vs Street Fighter (970625 Euro);1997;Capcom;NO;-;-
msisaac;Metal Soldier Isaac II;1985;Taito Corporation;NO;-;-
mslider;Monster Slider (Japan);1997;Visco / Datt Japan;NO;-;-
mslug;Metal Slug - Super Vehicle-001;1996;Nazca;NO;neogeo;-
mslug2;Metal Slug 2 - Super Vehicle-001/II (NGM-2410) (NGH-2410);1998;SNK;NO;neogeo;-
mslug3;Metal Slug 3 (NGM-2560);2000;SNK;NO;neogeo;-
mslug4;Metal Slug 4 (NGM-2630);2002;Mega / Noise Factory / Playmore;NO;neogeo;-
mslug5;Metal Slug 5 (NGM-2680);2003;SNK Playmore;NO;neogeo;-
mslugx;Metal Slug X - Super Vehicle-001 (NGM-2500)(NGH-2500);1999;SNK;NO;neogeo;-
mspacman;MS Pacman;1980;Namco;NO;-;-
mspactwin;Ms PacMan Twin (Argentina);1992;SUSILU;NO;-;-
mspuzzle;Miss Puzzle;1994;Min Corp.;NO;-;-
msword;Magic Sword - heroic fantasy (25.07.1990 other country);1990;Capcom;NO;-;-
mtlchamp;Martial Champion (ver EAB);1993;Konami;NO;-;-
mtwins;Mega Twins (chiki chiki boys 900619 etc);1990;Capcom;NO;-;-
mugsmash;Mug Smashers;1990?;Electronic Devices Italy / 3D Games England;NO;-;-
multchmp;Multi Champ (World);1999;ESD;NO;-;-
mushisam;Mushihime-Sama (2004/10/12.MASTER VER.);2004;Cave (AMI license);NO;-;-
mushitam;Puzzle! Mushihime-Tama (2005/09/09.MASTER VER);2005;Cave (AMI license);NO;-;-
musicbal;Music Ball;1988;Tecfri / Desystem S.A.;NO;-;-
mustache;Mustache Boy (Japan);1987;Seibu Kaihatsu (March license);NO;-;-
mustang;US AAF Mustang (25th May. 1990);1990;UPL;NO;nmk004;-
mutantf;Mutant Fighter (World ver EM-5);1991;Data East Corporation;NO;-;-
mutnat;Mutation Nation (NGM-014)(NGH-014);1992;SNK;NO;neogeo;-
mvp;MVP (set 2, US, FD1094 317-0143);1989;Sega;NO;-;-
mvsc;Marvel vs Capcom - clash of super heroes (980123 Euro);1998;Capcom;NO;-;-
mwalk;Michael Jackson's Moonwalker (set 3, World, FD1094/8751 317-0159);1990;Sega;NO;-;-
mwarr;Mighty Warriors;199?;Elettronica Video-Games S.R.L.;NO;-;-
mx5000;MX5000;1987;Konami;NO;-;-
myangel;Kosodate Quiz My Angel (Japan);1996;Namco;NO;-;-
myangel2;Kosodate Quiz My Angel 2 (Japan);1996;Namco;NO;-;-
myhero;My Hero (US, not encrypted);1985;Sega;NO;-;-
mysticri;Mystic Riders (World);1992;Irem;NO;-;-
mystston;Mysterious Stones - Dr. John's Adventure;1984;Technos;NO;-;-
mystwarr;Mystic Warriors (ver EAA);1993;Konami;NO;-;-
nam1975;NAM-1975 (NGM-001)(NGH-001);1990;SNK;NO;neogeo;-
namcoc69;Namco C69 (M37702) (Bios);1994;Namco;NO;-;-
namcoc70;Namco C70 (M37702) (Bios);1994;Namco;NO;-;-
namcoc75;Namco C75 (M37702) (Bios);1994;Namco;NO;-;-
namenayo;Namennayo (Japan);1982;Cat's;NO;-;-
naname;Naname de Magic!;1994;Atlus;NO;-;-
narc;Narc (rev 7.00);1988;Williams;NO;-;-
nastar;Nastar (World);1988;Taito Corporation Japan;NO;-;-
natodef;NATO Defense;1982;Pacific Novelty;NO;-;-
naughtyb;Naughty Boy;1982;Jaleco;NO;-;-
navarone;Navarone;1980;Namco;NO;-;-
nbahangt;NBA Hangtime (ver L1.3 10/10/96);1996;Midway;NO;-;-
nbajam;NBA Jam (rev 3.01 4/07/93);1993;Midway;NO;-;-
nbajamte;NBA Jam TE (rev 4.0 3/23/94);1994;Midway;NO;-;-
nbamht;NBA Maximum Hangtime (ver L1.03 06/09/97);1996;Midway;NO;-;-
nbbatman;Ninja Baseball Batman (World);1993;Irem;NO;-;-
ncombat;Ninja Combat (NGM-009);1990;Alpha Denshi Co.;NO;neogeo;-
ncommand;Ninja Commando;1992;Alpha Denshi Co.;NO;neogeo;-
nebulray;Nebulas Ray (World, NR2);1994;Namco;NO;namcoc75;-
nemesis;Nemesis (ROM version);1985;Konami;NO;-;-
nemo;Nemo (90 11 30 etc);1990;Capcom;NO;-;-
neobattl;SD Gundam Neo Battling (Japan);1992;Banpresto / Sotsu Agency. Sunrise;NO;-;-
neobombe;Neo Bomberman;1997;Hudson;NO;neogeo;-
neocdz;Neo Geo CDZ system;1996;SNK;NO;neogeo;-
neocup98;Neo-Geo Cup '98 - The Road to the Victory;1998;SNK;NO;neogeo;-
neodrift;Neo Drift Out - New Technology;1996;Visco;NO;neogeo;-
neogeo;Neo Geo;1990;SNK;NO;-;-
neomrdo;Neo Mr. Do!;1996;Visco;NO;neogeo;-
neopang;Neo Pang;2010;CeL;NO;neogeo;-
neopong;Neo Pong (ver 1.1);2002;Neo Dev Corporation;NO;neogeo;-
neotet;NeoGeo 2-Player Tetris;2013;Crim/Stephen;NO;neogeo;-
neothndr;Neo Thunder;2012;Sebastian Mihai;NO;neogeo;-
netwars;Net Wars;1983;Orca (Esco Trading Co license);NO;-;-
newfant;New Fantasia (1995 copyright);1995;Comad / New Japan System;NO;-;-
news;News (set 1);1993;Poby / Virus;NO;-;-
newsin7;New Sinbad 7;1983;ATW USA, Inc.;NO;-;-
newxpang;New Cross Pang (set 1);1999;F2 System;NO;-;-
ngfrog;Frog Feast (Neo Geo);2006;Rastersoft;NO;neogeo;-
nhidctch;New Hidden Catch (World) / New Tul Lin Gu Lim Chat Ki '98 (Korea) (pcb ver 3.02);1999;Eolith;NO;-;-
nibbler;Nibbler (rev 9);1982;Rock-Ola;NO;-;-
nightstr;Night Striker (World);1989;Taito Corporation Japan;NO;-;-
ninjak;The Ninja Kids (World);1990;Taito Corporation Japan;NO;-;-
ninjakd2;Ninja-Kid II / NinjaKun Ashura no Shou (set 1);1987;UPL;NO;-;-
ninjakun;Ninjakun Majou no Bouken;1984;UPL (Taito license);NO;-;-
ninjamas;Ninja Master's - haoh-ninpo-cho;1996;ADK / SNK;NO;neogeo;-
ninjaw;The Ninja Warriors (World, later version);1987;Taito Corporation Japan;NO;-;-
ninjemak;Ninja Emaki (US);1986;Nichibutsu;NO;-;-
nitd;Nightmare in the Dark;2000;Eleven / Gavaking;NO;neogeo;-
nitedrvr;Night Driver;1976;Atari;NO;-;-
nitrobal;Nitro Ball (World, set 1);1992;Data East Corporation;NO;-;-
nmg5;Multi 5 / New Multi Game 5 (set 1);1998;Yun Sung;NO;-;-
nmk004;NMK004 Internal ROM;1990;N M K Corporation;NO;-;-
nmouse;Naughty Mouse (set 1);1981;Amenip (Palcom Queen River);NO;-;-
nob;Noboranka (Japan);1986;Data East Corporation;NO;-;-
nost;Nostradamus;1993;Face;NO;-;-
nouryoku;Nouryoku Koujou Iinkai;1995;Tecmo;NO;-;-
nova2001;Nova 2001 (Japan);1983;UPL;NO;-;-
nrallyx;New Rally X;1981;Namco;NO;-;rallyx
nslasher;Night Slashers (Korea Rev 1.3, DE-0397-0 PCB);1994;Data East Corporation;NO;-;-
nspirit;Ninja Spirit (World);1988;Irem;NO;-;-
nsub;N-Sub (upright);1980;Sega;NO;-;-
numanath;Numan Athletics (World);1993;Namco;NO;namcoc70;-
nwarr;Night Warriors - darkstalkers' revenge (950316 Euro);1995;Capcom;NO;-;-
nycaptor;N.Y. Captor;1985;Taito;NO;-;-
ohmygod;Oh My God!;1993;Atlus;NO;-;-
oisipuzl;Oishii Puzzle Ha Irimasenka;1993;Sunsoft / Atlus;NO;-;-
olds;Oriental Legend Super (V101, Korea);1999;IGS;NO;pgm;-
oldsplus;Oriental Legend 2 (Korea) / Xi You Shi E Zhuan Super Plus (World, China, Japan, Hong Kong, Taiwan) (V205);2004;IGS;NO;pgm;-
olibochu;Oli-Boo-Chu (USA);1981;Irem / GDI;NO;-;-
omega;Omega;1986;Nihon System;NO;-;-
omegaf;Omega Fighter;1989;UPL;NO;-;-
omegrace;Omega Race (set 1);1981;Midway;NO;-;-
oneshot;One Shot One Kill;1996;Promat;NO;-;-
onetwo;One + Two;1997;Barko;NO;-;-
onna34ro;Onna Sansirou - Typhoon Gal;1985;Taito;NO;-;-
opaopa;Opa Opa (MC-8123, 317-0042);1987;Sega;NO;-;-
openice;2 On 2 Open Ice Challenge (rev 1.21);1995;Midway;NO;-;-
opwolf;Operation Wolf (World, set 1);1987;Taito Corporation Japan;NO;cchip;-
opwolf3;Operation Wolf 3 (World);1994;Taito Corporation Japan;NO;-;-
orbitron;Orbitron;19??;Signatron USA;NO;-;-
orbs;Orbs (10/7/94 prototype?);1994;American Sammy;NO;-;-
ordyne;Ordyne (World);1988;Namco;NO;-;-
orlegend;Oriental Legend - Xi Yo Gi Shi Re Zuang (V126);1997;IGS;NO;pgm;-
orunners;OutRunners (World);1992;Sega;NO;-;-
oscar;Psycho-Nics Oscar (World revision 0);1988;Data East Corporation;NO;-;-
osman;Osman (World);1996;Mitchell;NO;-;-
othunder;Operation Thunderbolt (World, rev 1);1988;Taito Corporation Japan;NO;-;-
outfxies;The Outfoxies (World, OU2);1994;Namco;NO;namcoc75;-
outrun;Out Run (sitdown/upright, Rev B);1986;Sega;NO;-;-
outzone;Out Zone;1990;Toaplan;NO;-;-
overtop;Over Top;1996;ADK;NO;neogeo;-
ozmawars;Ozma Wars (set 1);1979;SNK;NO;-;invaders
ozon1;Ozon I;1983;Proma;NO;-;-
p47;P-47 - The Phantom Fighter (World);1988;Jaleco;NO;-;-
p47aces;P-47 Aces (ver 1.1);1995;Jaleco;NO;-;-
packbang;Pack'n Bang Bang (Prototype);1994;Kaneko;NO;-;-
pacland;Pac-Land (World);1984;Namco;NO;-;-
pacmania;Pac-Mania;1987;Namco;NO;-;-
pacnpal;Pac & Pal;1983;Namco;NO;-;-
pacplus;Pac-Man Plus;1982;[Namco] (Midway license);NO;-;-
paddlema;Paddle Mania;1988;SNK;NO;-;-
pairlove;Pairs Love;1991;Athena;NO;-;-
pairs;Pairs (V1.2, 09/30/94);1994;Strata/Incredible Technologies;NO;-;-
pairsred;Pairs Redemption (V1.0, 10/25/94);1994;Strata/Incredible Technologies;NO;-;-
palamed;Palamedes (US);1990;Hot-B Co., Ltd.;NO;-;-
pandoras;Pandora's Palace;1984;Konami / Interlogic;NO;-;-
pang;Pang (World);1989;Mitchell;NO;-;-
pang3;Pang! 3 (950601 Euro);1995;Mitchell;NO;-;-
pangpang;Pang Pang;1994;Dong Gue La Mi Ltd.;NO;-;-
pangpoms;Pang Pom's;1992;Metro;NO;-;-
panicbom;Panic Bomber;1994;Eighting / Hudson;NO;neogeo;-
panicstr;Panic Street (Japan);1999;Kaneko;NO;skns;-
paprazzi;Paparazzi;1996;Yun Sung;NO;-;-
parodius;Parodius DA! (World, set 1);1990;Konami;NO;-;-
pasha2;Pasha Pasha 2;1998;Dong Sung;NO;-;-
pass;Pass;1992;Oksan;NO;-;-
passsht;Passing Shot (World, 2 Players, FD1094 317-0080);1988;Sega;NO;-;-
pastelis;Pastel Island (Japan, prototype);1993;Visco;NO;-;-
patapata;Pata Pata Panic;1993;Atlus;NO;-;-
pbaction;Pinball Action (set 1);1985;Tehkan;NO;-;-
pballoon;Pioneer Balloon;1982;SNK;NO;-;-
pbancho;Gyakuten!! Puzzle Bancho (Japan);1996;Fuuki;NO;-;-
pbillrd;Perfect Billiard;1987;Nihon System;NO;-;-
pbobbl2n;Puzzle Bobble 2 / Bust-A-Move Again (Neo-Geo);1999;Taito (SNK license);NO;neogeo;-
pbobble2;Puzzle Bobble 2 (Ver 2.3O 1995/07/31);1995;Taito Corporation Japan;NO;-;-
pbobble3;Puzzle Bobble 3 (Ver 2.1O 1996/09/27);1996;Taito Corporation;NO;-;-
pbobble4;Puzzle Bobble 4 (Ver 2.04O 1997/12/19);1997;Taito Corporation;NO;-;-
pbobblen;Puzzle Bobble / Bust-A-Move (Neo-Geo) (NGM-083);1994;Taito;NO;neogeo;-
pcktgal;Pocket Gal (Japan);1987;Data East Corporation;NO;-;-
pclubys;Puzzle Club (Yun Sung, set 1);2000;Yun Sung;NO;-;-
pdrift;Power Drift (World, Rev A);1988;Sega;NO;-;-
peekaboo;Peek-a-Boo! (Japan, ver. 1.1);1993;Jaleco;NO;-;-
penbros;Penguin Brothers (Japan);2000;Subsino;NO;-;-
penfan;Penfan Girls - Step1. Mild Mind (set 1);1999;Eolith;NO;-;-
pengo;Pengo (set 1 rev C, encrypted);1982;Sega;NO;-;-
percuss;The Percussor;1981;Orca;NO;-;-
perfrman;Performan (Japan);1985;Toaplan / Data East Corporation;NO;-;-
pgalvip;Pocket Gals V.I.P (set 1);1996;ACE International / Afega;NO;-;-
pgm;PGM (Polygame Master) System BIOS;1997;IGS;NO;-;-
pgm3in1;Photo Y2K 2 (3-in-1, V102, China);2001;IGS;NO;pgm;-
pgmfrog;Frog Feast (PGM);2006;RasterSoft;NO;pgm;-
pgoal;Pleasure Goal / Futsal - 5 on 5 Mini Soccer (NGM-219);1996;Saurus;NO;neogeo;-
phelios;Phelios;1988;Namco;NO;-;-
phoenix;Phoenix (Amstar);1980;Amstar;NO;-;-
photoy2k;Photo Y2K / Real and Fake (V105, China);1999;IGS;NO;pgm;-
phozon;Phozon (Japan);1983;Namco;NO;-;-
pickin;Pickin';1983;Valadon Automation;NO;-;-
pigskin;Pigskin 621AD (rev 1.1K 8/01/90);1990;Midway;NO;-;-
pinbo;Pinbo (set 1);1984;Jaleco;NO;-;-
pingpong;Konami's Ping-Pong;1985;Konami;NO;-;-
pinkswts;Pink Sweets: Ibara Sorekara (2006/04/06 MASTER VER....);2006;Cave (AMI license);NO;-;-
pipedrm;Pipe Dream (World);1990;Video System Co.;NO;-;-
pipibibs;Pipi & Bibis / Whoopee!! (Z80 sound cpu, set 1);1991;Toaplan;NO;-;-
pirates;Pirates (set 1);1994;NIX;NO;-;-
pisces;Pisces;1982;Subelectro;NO;-;-
pistoldm;Pistol Daimyo no Bouken (Japan);1990;Namco;NO;-;-
pitapat;Pitapat Puzzle;1997;F2 System;NO;-;-
pitfall2;Pitfall II (315-5093);1985;Sega;NO;-;-
pitfight;Pit Fighter (rev 9);1990;Atari Games;NO;-;-
pitnrun;Pit & Run - F-1 Race (set 1);1984;Taito Corporation;NO;-;-
pkladies;Poker Ladies;1989;Mitchell;NO;-;-
pkscram;PK Scramble;1993;Cosmo Electronics Corporation;NO;-;-
pktgaldx;Pocket Gal Deluxe (Euro v3.00);1992;Data East Corporation;NO;-;-
pkunwar;Penguin-Kun Wars (US);1985;UPL;NO;-;-
playball;PlayBall! (prototype);1983;Williams;NO;-;-
plegends;Gouketsuji Gaiden Legends (USA, ver. 95/06/20);1995;Atlus / KM International;NO;-;-
pleiads;Pleiads (Tehkan);1981;Tehkan;NO;-;-
plgirls;Play Girls;1992;Hot-B Co., Ltd.;NO;-;-
plgirls2;Play Girls 2;1993;Hot-B Co., Ltd.;NO;-;-
plotting;Plotting (World set 1);1989;Taito Corporation Japan;NO;-;-
plumppop;Plump Pop (Japan);1987;Taito Corporation;NO;-;-
plusalph;Plus Alpha;1989;Jaleco;NO;-;-
pnickj;Pnickies (940608 Japan);1994;Compile (Capcom license);NO;-;-
pnyaa;Pochi and Nyaa (Ver 2.02);2003;Aiky / Taito;NO;neogeo;-
poitto;Poitto!;1993;Metro / Able Corp.;NO;-;-
poknight;Poker Night;199?;Jeff Kurtz;NO;neogeo;-
pokonyan;Pokonyan (Japan 940322);1994;Capcom;NO;-;-
pollux;Pollux (set 1);1991;Dooyong;NO;-;-
ponpoko;Ponpoko;1982;Sigma Enterprises Inc.;NO;-;-
poosho;Poosho Poosho;1999;F2 System;NO;-;-
pooyan;Pooyan;1982;Konami;NO;-;-
popbingo;Pop Bingo;1996;Dooyong;NO;-;-
popbounc;Pop 'n Bounce / Gapporin;1997;Video System Co.;NO;neogeo;-
popeye;Popeye (revision D);1982;Nintendo;NO;-;-
popflame;Pop Flamer (protected);1982;Jaleco;NO;-;-
popnpop;Pop'n Pop (Ver 2.07O 1998/02/09);1997;Taito Corporation;NO;-;-
popper;Popper;1983;Omori;NO;-;-
popspops;Pop's Pop's;1999;Afega;NO;-;-
porky;Porky;1985;Shinkai Inc. (Magic Eletronics Inc. license);NO;-;-
potopoto;Poto Poto (Japan, Rev A);1994;Sega;NO;-;-
poundfor;Pound for Pound (World);1990;Irem;NO;-;-
pow;P.O.W. - Prisoners of War (US version 1);1988;SNK;NO;-;-
powerbal;Power Balls;1994;Playmark;NO;-;-
powerdrv;Power Drive;1986;Bally Midway;NO;-;-
powerins;Power Instinct (USA);1993;Atlus;NO;-;-
ppmast93;Ping Pong Masters '93;1993;Electronic Devices S.R.L.;NO;-;-
pprobe;Planet Probe (prototype?);1985;Crux / Kyugo?;NO;-;-
prehisle;Prehistoric Isle in 1930 (World, set 1);1989;SNK;NO;-;-
preisle2;Prehistoric Isle 2;1999;Yumekobo;NO;neogeo;-
progear;Progear (010117 USA);2001;Capcom / Cave;NO;-;-
progolf;18 Holes Pro Golf (set 1);1981;Data East Corporation;NO;-;-
progress;Progress;1984;Chuo Co. Ltd;NO;-;-
promutrv;Progressive Music Trivia (Question set 1);1985;Enerdyne Technologies Inc.;NO;-;-
prtytime;Party Time: Gonta the Diver II / Ganbare! Gonta!! 2 (World Release);1995;Mitchell;NO;-;-
pspikes;Power Spikes (World);1991;Video System Co.;NO;-;-
pspikes2;Power Spikes II (NGM-068);1994;Video System Co.;NO;neogeo;-
psurge;Power Surge;1988;Vision Electronics;NO;-;-
psychic5;Psychic 5 (World);1987;Jaleco;NO;-;-
psychos;Psycho Soldier (US);1987;SNK;NO;-;-
ptblank;Point Blank (World, GN2 Rev B, set 1);1994;Namco;NO;namcoc75;-
pturn;Parallel Turn;1984;Jaleco;NO;-;-
pubball;Power Up Baseball (prototype);1996;Midway / Incredible Technologies;NO;-;-
puchicar;Puchi Carat (Ver 2.02O 1997/10/29);1997;Taito Corporation;NO;-;-
puckman;Puck Man (Japan set 1);1980;Namco;NO;-;-
pulirula;PuLiRuLa (World);1991;Taito Corporation Japan;NO;-;-
pulstar;Pulstar;1995;Aicom;NO;neogeo;-
punchout;Punch-Out!! (Rev B);1984;Nintendo;NO;-;-
punisher;The Punisher (930422 World);1993;Capcom;NO;-;-
punkshot;Punk Shot (US 4 Players);1990;Konami;NO;-;-
pururun;Pururun;1995;Metro / Banpresto;NO;-;-
pushman;Pushman (Korea, set 1);1990;Comad;NO;-;-
