"name";"description";"year";"manufacturer";"is_parent";"romof";"is_clone";"cloneof";"sampleof"
"jack";"Jack the Giantkiller (set 1)";1982;"Hara Industries (Cinematronics license)";"YES";"-";"NO";"-";"-"
"jackal";"Jackal (World, 8-way Joystick)";1986;"Konami";"YES";"-";"NO";"-";"-"
"jchan";"Jackie Chan - The Kung-Fu Master";1995;"Kaneko";"YES";"-";"NO";"-";"-"
"jchan2";"Jackie Chan in Fists of Fire";1995;"Kaneko";"YES";"-";"NO";"-";"-"
"jailbrek";"Jail Break";1986;"Konami";"YES";"-";"NO";"-";"-"
"jjparad2";"Jan Jan Paradise 2";1997;"Electro Design";"YES";"skns";"NO";"-";"-"
"jjparads";"Jan Jan Paradise";1996;"Electro Design";"YES";"skns";"NO";"-";"-"
"cultures";"Jibun wo Migaku Culture School Mahjong Hen";1994;"Face";"YES";"-";"NO";"-";"-"
"jin";"Jin";1982;"Falcon";"YES";"-";"NO";"-";"-"
"jitsupro";"Jitsuryoku!! Pro Yakyuu (Japan)";1989;"Jaleco";"YES";"-";"NO";"-";"-"
"jockeygp";"Jockey Grand Prix (set 1)";2001;"Sun Amusement / BrezzaSoft";"YES";"neogeo";"NO";"-";"-"
"joemacr";"Joe & Mac Returns (World, Version 1.1, 1994.05.27)";1994;"Data East";"YES";"-";"NO";"-";"-"
"joinem";"Joinem";1983;"Global Corporation";"YES";"-";"NO";"-";"-"
"jojoba";"JoJo's Bizarre Adventure: Heritage for the Future / JoJo no Kimyou na Bouken: Mirai e no Isan (Japan 990927)";1999;"Capcom";"YES";"-";"NO";"-";"-"
"jojo";"JoJo's Venture / JoJo no Kimyou na Bouken (Euro 990128)";1998;"Capcom";"YES";"-";"NO";"-";"-"
"jollyjgr";"Jolly Jogger";1982;"Taito Corporation";"YES";"-";"NO";"-";"-"
"ltorb1";"Jonas Indiana and the Lost Temple of RA (20050717) [Homebrew]";2005;"blastar@gmx.net";"YES";"neogeo";"NO";"-";"-"
"jongpute";"Jongputer";1980;"Taito";"YES";"-";"NO";"-";"-"
"journey";"Journey";1983;"Bally Midway";"YES";"midssio";"NO";"-";"-"
"joust";"Joust (White/Green label)";1982;"Williams";"YES";"-";"NO";"-";"-"
"joyfulr";"Joyful Road (Japan)";1983;"SNK";"YES";"-";"NO";"-";"-"
"jrpacman";"Jr. Pac-Man (11/9/83)";1983;"Bally Midway";"YES";"-";"NO";"-";"-"
"jumpbug";"Jump Bug";1981;"Rock-ola";"YES";"-";"NO";"-";"-"
"jumpcoas";"Jump Coaster (World)";1983;"Kaneko Elc. Co";"YES";"-";"NO";"-";"-"
"jumpkids";"Jump Kids";1993;"Comad";"YES";"-";"NO";"-";"-"
"jumpkun";"Jump Kun (prototype)";1984;"Kaneko";"YES";"-";"NO";"-";"-"
"jumpshot";"Jump Shot";1985;"Bally Midway";"YES";"-";"NO";"-";"-"
"jmpbreak";"Jumping Break (set 1)";1999;"F2 System";"YES";"-";"NO";"-";"-"
"jcross";"Jumping Cross (set 1)";1984;"SNK";"YES";"-";"NO";"-";"-"
"jjack";"Jumping Jack";1984;"Universal";"YES";"-";"NO";"-";"-"
"jpopnics";"Jumping Pop (Nics, Korean bootleg of Plump Pop)";1992;"Nics";"YES";"-";"NO";"-";"-"
"jumppop";"Jumping Pop (set 1)";2001;"ESD";"YES";"-";"NO";"-";"-"
"junglek";"Jungle King (Japan)";1982;"Taito Corporation";"YES";"-";"NO";"-";"-"
"jungler";"Jungler";1981;"Konami";"YES";"-";"NO";"-";"-"
"junofrst";"Juno First";1983;"Konami";"YES";"-";"NO";"-";"-"
"jyangoku";"Jyangokushi  -Haoh no Saihai- (990527 Japan)";1999;"Mitchell";"YES";"-";"NO";"-";"-"
"janshin";"Jyanshin Densetsu - Quest of Jongmaster";1994;"Aicom";"YES";"neogeo";"NO";"-";"-"
"kabukiz";"Kabuki-Z (World)";1988;"Taito Corporation Japan";"YES";"-";"NO";"-";"-"
"kageki";"Kageki (World)";1988;"Taito Corporation";"YES";"-";"NO";"-";"-"
"kaiserkn";"Kaiser Knuckle (Ver 2.1O 1994/07/29)";1994;"Taito Corporation Japan";"YES";"-";"NO";"-";"-"
"kaitei";"Kaitei Takara Sagashi";1980;"K.K. Tokki";"YES";"-";"NO";"-";"-"
"kamikcab";"Kamikaze Cabbie";1984;"Data East Corporation";"YES";"-";"NO";"-";"-"
"kangaroo";"Kangaroo";1982;"Sun Electronics";"YES";"-";"NO";"-";"-"
"karatblz";"Karate Blazers (World, set 1)";1991;"Video System Co.";"YES";"-";"NO";"-";"-"
"kchamp";"Karate Champ (US)";1984;"Data East USA";"YES";"-";"NO";"-";"-"
"karianx";"Karian Cross (Rev. 1.0)";1996;"Deniam";"YES";"-";"NO";"-";"-"
"karnov";"Karnov (US, rev 6)";1987;"Data East USA";"YES";"-";"NO";"-";"-"
"karnovr";"Karnov's Revenge / Fighter's History Dynamite";1994;"Data East Corporation";"YES";"neogeo";"NO";"-";"-"
"keroppi";"Kero Kero Keroppi's Let's Play Together (USA, Version 2.0)";1995;"American Sammy";"YES";"-";"NO";"-";"-"
"ket";"Ketsui Kizuna Jigoku Tachi (Revision 2?, Japan)";2002;"CAVE / AMI";"YES";"-";"NO";"-";"-"
"kick";"Kick (upright)";1981;"Midway";"YES";"midssio";"NO";"-";"-"
"kicknrun";"Kick and Run (World)";1986;"Taito Corporation";"YES";"-";"NO";"-";"-"
"kickboy";"Kick Boy";1983;"Nichibutsu";"YES";"-";"NO";"-";"-"
"kickgoal";"Kick Goal (set 1)";1995;"TCH";"YES";"-";"NO";"-";"-"
"kickoff";"Kick Off (Japan)";1988;"Jaleco";"YES";"-";"NO";"-";"-"
"kickridr";"Kick Rider";1984;"Universal";"YES";"-";"NO";"-";"-"
"kikstart";"Kick Start - Wheelie King";1984;"Taito Corporation";"YES";"-";"NO";"-";"-"
"kicker";"Kicker";1985;"Konami";"YES";"-";"NO";"-";"-"
"kidniki";"Kid Niki - Radical Ninja (World)";1986;"Irem";"YES";"-";"NO";"-";"tr606drumkit"
"horekid";"Kid no Hore Hore Daisakusen";1987;"Nichibutsu";"YES";"-";"NO";"-";"-"
"kikikai";"KiKi KaiKai";1986;"Taito Corporation";"YES";"-";"NO";"-";"-"
"kinst";"Killer Instinct (ROM ver. 1.5d) [Works best in 64-bit build]";1994;"Rare/Nintendo";"YES";"-";"NO";"-";"-"
"kinst2";"Killer Instinct II (ROM ver. 1.4) [Works best in 64-bit build]";1995;"Rare/Nintendo";"YES";"-";"NO";"-";"-"
"kingball";"King & Balloon (US)";1980;"Namco";"YES";"-";"NO";"-";"-"
"kingofb";"King of Boxer (World)";1985;"Wood Place Inc.";"YES";"-";"NO";"-";"-"
"kotm";"King of the Monsters (set 1)";1991;"SNK";"YES";"neogeo";"NO";"-";"-"
"kotm2";"King of the Monsters 2 - The Next Thing (NGM-039)(NGH-039)";1992;"SNK";"YES";"neogeo";"NO";"-";"-"
"kingdmgp";"Kingdom Grandprix (World)";1994;"Raizing / 8ing";"YES";"-";"NO";"-";"-"
"kirameki";"Kirameki Star Road (Ver 2.10J 1997/08/29) [No sound]";1997;"Taito Corporation";"YES";"-";"NO";"-";"-"
"kittenk";"Kitten Kaboodle";1988;"Konami";"YES";"-";"NO";"-";"-"
"kizuna";"Kizuna Encounter - Super Tag Battle / Fu'un Super Tag Battle";1996;"SNK";"YES";"neogeo";"NO";"-";"-"
"klax";"Klax (version 6)";1989;"Atari Games";"YES";"-";"NO";"-";"-"
"klondkp";"KlonDike+";1999;"Eolith";"YES";"-";"NO";"-";"-"
"knights";"Knights of the Round (911127 etc)";1991;"Capcom";"YES";"-";"NO";"-";"-"
"kov";"Knights of Valour - Sangoku Senki (V117)";1999;"IGS";"YES";"pgm";"NO";"-";"-"
"kov2";"Knights of Valour 2 (V107, 102, 100, Hong Kong)";2000;"IGS";"YES";"pgm";"NO";"-";"-"
"kov2p";"Knights of Valour 2 Plus - Nine Dragons (VM205XX, China)";2001;"IGS";"YES";"pgm";"NO";"-";"-"
"kovplus";"Knights of Valour Plus - Sangoku Senki Plus (V119)";1999;"IGS";"YES";"pgm";"NO";"-";"-"
"kovshp";"Knights of Valour Super Heroes Plus / Sangoku Senki Super Heroes Plus (ver. 101) [Imperfect Protection Emulation]";2004;"IGS";"YES";"pgm";"NO";"-";"-"
"kovsh";"Knights of Valour Superheroes / Sangoku Senki Superheroes (V104, China)";1999;"IGS";"YES";"pgm";"NO";"-";"-"
"kovytzy";"Knights of Valour: Yi Tong Zhong Yuan / Sangoku Senki: Yi Tong Zhong Yuan (ver. 201, China) [Imperfect Protection Emulation]";1999;"IGS";"YES";"pgm";"NO";"-";"-"
"kbash2";"Knuckle Bash 2 (bootleg) [Bootleg]";1999;"bootleg";"YES";"-";"NO";"-";"-"
"kbash";"Knuckle Bash";1993;"Toaplan / Atari";"YES";"-";"NO";"-";"-"
"kncljoe";"Knuckle Joe (set 1)";1985;"[Seibu Kaihatsu] (Taito license)";"YES";"-";"NO";"-";"-"
"koikois2";"Koi Koi Shimasho 2 - Super Real Hanafuda (Japan)";1997;"Visco";"YES";"-";"NO";"-";"-"
"eto";"Kokontouzai Eto Monogatari (Japan)";1994;"Visco";"YES";"-";"NO";"-";"-"
"konamigt";"Konami GT";1985;"Konami";"YES";"-";"NO";"-";"-"
"kontest";"Konami Test Board (GX800, Japan)";"1987?";"Konami";"YES";"-";"NO";"-";"-"
"pingpong";"Konami's Ping-Pong";1985;"Konami";"YES";"-";"NO";"-";"-"
"kong";"Kong (Donkey Kong conversion on Galaxian hardware) [Bad Colours]";"198?";"Taito do Brasil";"YES";"-";"NO";"-";"-"
"korokoro";"Koro Koro Quest (Japan)";1999;"Takumi";"YES";"-";"NO";"-";"-"
"myangel";"Kosodate Quiz My Angel (Japan)";1996;"Namco";"YES";"-";"NO";"-";"-"
"myangel2";"Kosodate Quiz My Angel 2 (Japan)";1996;"Namco";"YES";"-";"NO";"-";"-"
"strahl";"Koutetsu Yousai Strahl (World)";1992;"UPL";"YES";"nmk004";"NO";"-";"-"
"kroozr";"Kozmik Kroozr";1982;"Bally Midway";"YES";"midssio";"NO";"-";"-"
"kozure";"Kozure Ookami (Japan)";1987;"Nichibutsu";"YES";"-";"NO";"-";"-"
"kram";"Kram (set 1)";1982;"Taito America Corporation";"YES";"-";"NO";"-";"-"
"krzybowl";"Krazy Bowl";1994;"American Sammy";"YES";"-";"NO";"-";"-"
"kungfum";"Kung-Fu Master";1984;"Irem";"YES";"-";"NO";"-";"-"
"kungfut";"Kung-Fu Taikun";1984;"Seibu Kaihatsu Inc.";"YES";"-";"NO";"-";"-"
"kurikint";"Kuri Kinton (World)";1988;"Taito Corporation Japan";"YES";"-";"NO";"-";"-"
"ksayakyu";"Kusayakyuu";1985;"Taito Corporation";"YES";"-";"NO";"-";"-"
"kyros";"Kyros";1987;"Alpha Denshi Co. (World Games Inc. license)";"YES";"-";"NO";"-";"-"
"kyukaidk";"Kyuukai Douchuuki (Japan, new version (Rev B))";1990;"Namco";"YES";"-";"NO";"-";"-"
"divebomb";"Kyuukoukabakugekitai - Dive Bomber Squad (Japan, prototype) [Prototype, bugs are normal!]";1989;"Konami";"YES";"-";"NO";"-";"-"
"ladybug";"Lady Bug";1981;"Universal";"YES";"-";"NO";"-";"-"
"ladykill";"Lady Killer [Imperfect graphics]";1993;"Yanyaka (Mitchell license)";"YES";"-";"NO";"-";"-"
"ladymstr";"Lady Master of Kung Fu (set 1, newer)";1985;"Kaneko / Taito";"YES";"-";"NO";"-";"-"
"landbrk";"Land Breaker (World) / Miss Tang Ja Ru Gi (Korea) (pcb ver 3.02)";1999;"Eolith";"YES";"-";"NO";"-";"-"
"landmakr";"Land Maker (Ver 2.02O 1998/06/02)";1998;"Taito Corporation";"YES";"-";"NO";"-";"-"
"lvgirl94";"Las Vegas Girl (Girl '94)";1994;"Comad";"YES";"-";"NO";"-";"-"
"lghost";"Laser Ghost (World, 317-0166)";1990;"Sega";"YES";"-";"NO";"-";"-"
"lasso";"Lasso";1982;"SNK";"YES";"-";"NO";"-";"-"
"lastduel";"Last Duel (US New Ver.)";1988;"Capcom";"YES";"-";"NO";"-";"-"
"lastfort";"Last Fortress - Toride (Japan, VG420 PCB)";1994;"Metro";"YES";"-";"NO";"-";"-"
"lasthope";"Last Hope (bootleg AES to MVS conversion, no coin support)";2005;"NG:Dev.Team";"YES";"neogeo";"NO";"-";"-"
"lhcdb";"Last Hope CD Beta (Neo CD conversion) [Hack, Imperfect graphics]";2007;"NG:Dev.Team";"YES";"neogeo";"NO";"-";"-"
"lastkm";"Last KM (Ver 1.0.0275)";1995;"Gaelco";"YES";"-";"NO";"-";"-"
"lastmisn";"Last Mission (World revision 8)";1986;"Data East Corporation";"YES";"-";"NO";"-";"-"
"lresort";"Last Resort";1992;"SNK";"YES";"neogeo";"NO";"-";"-"
"kyustrkr";"Last Striker / Kyuukyoku no Striker";1989;"East Technology";"YES";"-";"NO";"-";"-"
"lastsurv";"Last Survivor (FD1094 317-0083)";1987;"Sega";"YES";"-";"NO";"-";"-"
"lbowling";"League Bowling (NGM-019)(NGH-019)";1990;"SNK";"YES";"neogeo";"NO";"-";"-"
"leds2011";"Led Storm Rally 2011 (World)";1988;"Capcom";"YES";"-";"NO";"-";"-"
"fitegolf";"Lee Trevino's Fighting Golf (World?)";1988;"SNK";"YES";"-";"NO";"-";"-"
"loht";"Legend of Hero Tonma";1989;"Irem";"YES";"-";"NO";"-";"-"
"legendoh";"Legend of Heroes";2000;"Limenko";"YES";"-";"NO";"-";"-"
"lomakai";"Legend of Makai (World)";1988;"Jaleco";"YES";"-";"NO";"-";"-"
"legendos";"Legend of Success Joe / Ashitano Joe Densetsu";1991;"SNK / WAVE";"YES";"neogeo";"NO";"-";"-"
"lwings";"Legendary Wings (US set 1)";1986;"Capcom";"YES";"-";"NO";"-";"-"
"legend";"Legend";1986;"Sega / Coreland";"YES";"-";"NO";"-";"-"
"legion";"Legion - Spinner-87 (World ver 2.03)";1987;"Nichibutsu";"YES";"-";"NO";"-";"-"
"legionna";"Legionnaire (World)";1992;"TAD Corporation";"YES";"-";"NO";"-";"-"
"lemmings";"Lemmings (US prototype)";1991;"Data East USA";"YES";"-";"NO";"-";"-"
"crshrace";"Lethal Crash Race (set 1)";1993;"Video System Co.";"YES";"-";"NO";"-";"-"
"lethalen";"Lethal Enforcers (ver UAE, 11/19/92 15:04)";1992;"Konami";"YES";"-";"NO";"-";"-"
"lethalth";"Lethal Thunder (World)";1991;"Irem";"YES";"-";"NO";"-";"-"
"levers";"Levers";1983;"Rock-ola";"YES";"-";"NO";"-";"-"
"liblrabl";"Libble Rabble";1983;"Namco";"YES";"-";"NO";"-";"-"
"liberate";"Liberation";1984;"Data East Corporation";"YES";"-";"NO";"-";"-"
"lightbr";"Light Bringer (Ver 2.2O 1994/04/08)";1993;"Taito Corporation Japan";"YES";"-";"NO";"-";"-"
"lgtnfght";"Lightning Fighters (World)";1990;"Konami";"YES";"-";"NO";"-";"-"
"ltswords";"Lightning Swords";1991;"Irem";"YES";"-";"NO";"-";"-"
"loffire";"Line of Fire / Bakudan Yarou (World, FD1094 317-0136)";1989;"Sega";"YES";"-";"NO";"-";"-"
"linkypip";"Linky Pipe";1998;"Eolith";"YES";"-";"NO";"-";"-"
"liquidk";"Liquid Kids (World)";1990;"Taito Corporation Japan";"YES";"-";"NO";"-";"-"
"livequiz";"Live Quiz Show";1999;"Andamiro Entertainment Co. Ltd.";"YES";"-";"NO";"-";"-"
"lizwiz";"Lizard Wizard";1985;"Techstar (Sunn license)";"YES";"-";"NO";"-";"-"
"lockonph";"Lock On (Philko)";1991;"Philco";"YES";"-";"NO";"-";"-"
"clocknch";"Lock'n'Chase (DECO Cassette) (US)";1981;"Data East Corporation";"YES";"decocass";"NO";"-";"-"
"lnc";"Lock'n'Chase";1981;"Data East Corporation";"YES";"-";"NO";"-";"-"
"locomotn";"Loco-Motion";1982;"Konami (Centuri license)";"YES";"-";"NO";"-";"-"
"ldrun";"Lode Runner (set 1)";1984;"Irem (licensed from Broderbund)";"YES";"-";"NO";"-";"-"
"loderndf";"Lode Runner - The Dig Fight (ver. B)";2000;"Psikyo";"YES";"-";"NO";"-";"-"
"ldrun2";"Lode Runner II - The Bungeling Strikes Back";1984;"Irem (licensed from Broderbund)";"YES";"-";"NO";"-";"-"
"ldrun3";"Lode Runner III - The Golden Labyrinth";1985;"Irem (licensed from Broderbund)";"YES";"-";"NO";"-";"-"
"ldrun4";"Lode Runner IV - Teikoku Karano Dasshutsu";1986;"Irem (licensed from Broderbund)";"YES";"-";"NO";"-";"-"
"logicpro";"Logic Pro (Japan)";1996;"Deniam";"YES";"-";"NO";"-";"-"
"logicpr2";"Logic Pro 2 (Japan)";1997;"Deniam";"YES";"-";"NO";"-";"-"
"lordgun";"Lord of Gun (USA)";1994;"IGS";"YES";"-";"NO";"-";"-"
"losttomb";"Lost Tomb (Easy)";1982;"Stern";"YES";"-";"NO";"-";"-"
"lotlot";"Lot Lot";1985;"Irem (licensed from Tokuma Shoten)";"YES";"-";"NO";"-";"-"
"lottofun";"Lotto Fun";1987;"H.A.R. Management";"YES";"-";"NO";"-";"-"
"janjans1";"Lovely Pop Mahjong JangJang Shimasho (Japan)";1996;"Visco";"YES";"-";"NO";"-";"-"
"janjans2";"Lovely Pop Mahjong JangJang Shimasho 2 (Japan)";2000;"Visco";"YES";"-";"NO";"-";"-"
"loverboy";"Lover Boy";1983;"G.T Enterprise Inc";"YES";"-";"NO";"-";"-"
"luckywld";"Lucky & Wild";1992;"Namco";"YES";"-";"NO";"-";"-"
"cluckypo";"Lucky Poker (DECO Cassette) (US)";1981;"Data East Corporation";"YES";"decocass";"NO";"-";"-"
"luctoday";"Lucky Today [Bad colours]";1980;"Sigma";"YES";"-";"NO";"-";"-"
"llander";"Lunar Lander (rev 2)";1979;"Atari";"YES";"-";"NO";"-";"-"
"mia";"M.I.A. - Missing in Action (version T)";1989;"Konami";"YES";"-";"NO";"-";"-"
"machomou";"Macho Mouse";1982;"Techstar";"YES";"-";"NO";"-";"-"
"macrossp";"Macross Plus";1996;"MOSS / Banpresto";"YES";"-";"NO";"-";"-"
"madcrash";"Mad Crasher";1984;"SNK";"YES";"-";"NO";"-";"-"
"maddonna";"Mad Donna (set 1)";1995;"Tuning";"YES";"-";"NO";"-";"-"
"madgear";"Mad Gear (US)";1989;"Capcom";"YES";"-";"NO";"-";"-"
"madmotor";"Mad Motor (prototype) [Prototype]";1989;"Mitchell";"YES";"-";"NO";"-";"-"
"mplanets";"Mad Planets";1983;"Gottlieb";"YES";"-";"NO";"-";"-"
"madshark";"Mad Shark";1993;"Allumer";"YES";"-";"NO";"-";"-"
"magicbub";"Magic Bubble";"199?";"Yun Sung";"YES";"-";"NO";"-";"-"
"magipur";"Magic Purple";1996;"Unico";"YES";"-";"NO";"-";"-"
"msword";"Magic Sword - heroic fantasy (25.07.1990 other country)";1990;"Capcom";"YES";"-";"NO";"-";"-"
"mcatadv";"Magical Cat Adventure";1993;"Wintechno";"YES";"-";"NO";"-";"-"
"mgcrystl";"Magical Crystals (World, 92/01/10)";1991;"Kaneko";"YES";"-";"NO";"-";"-"
"magdrop3";"Magical Drop III";1997;"Data East Corporation";"YES";"neogeo";"NO";"-";"-"
"magdrop2";"Magical Drop II";1996;"Data East Corporation";"YES";"neogeo";"NO";"-";"-"
"magerror";"Magical Error wo Sagase";1994;"Technosoft / Jaleco";"YES";"-";"NO";"-";"-"
"maglord";"Magician Lord (NGM-005)";1990;"Alpha Denshi Co.";"YES";"neogeo";"NO";"-";"-"
"magix";"Magix / Rock";1995;"Yun Sung";"YES";"-";"NO";"-";"-"
"mjgtaste";"Mahjong G-Taste";2002;"Psikyo";"YES";"-";"NO";"-";"-"
"mgakuen2";"Mahjong Gakuen 2 Gakuen-chou no Fukushuu";1989;"Face";"YES";"-";"NO";"-";"-"
"mgakuen";"Mahjong Gakuen";1988;"Yuga";"YES";"-";"NO";"-";"-"
"hotgmcki";"Mahjong Hot Gimmick Integral (Japan)";2001;"Psikyo";"YES";"-";"NO";"-";"-"
"hypreact";"Mahjong Hyper Reaction (Japan)";1995;"Sammy";"YES";"-";"NO";"-";"-"
"hypreac2";"Mahjong Hyper Reaction 2 (Japan)";1997;"Sammy";"YES";"-";"NO";"-";"-"
"mahretsu";"Mahjong Kyo Retsuden (NGM-004)(NGH-004)";1990;"SNK";"YES";"neogeo";"NO";"-";"-"
"mjkjidai";"Mahjong Kyou Jidai (Japan)";1986;"Sanritsu";"YES";"-";"NO";"-";"-"
"mjnquest";"Mahjong Quest (Japan)";1990;"Taito Corporation";"YES";"-";"NO";"-";"-"
"mainsnk";"Main Event (1984)";1984;"SNK";"YES";"-";"NO";"-";"-"
"mhavoc";"Major Havoc (rev 3)";1983;"Atari";"YES";"-";"NO";"-";"-"
"mjleague";"Major League";1985;"Sega";"YES";"-";"NO";"-";"-"
"majtitle";"Major Title (World)";1990;"Irem";"YES";"-";"NO";"-";"-"
"majtitl2";"Major Title 2 (World)";1992;"Irem";"YES";"-";"NO";"-";"-"
"mangchi";"Mang-Chi";2000;"Afega";"YES";"-";"NO";"-";"-"
"cmanhat";"Manhattan (DECO Cassette) (Japan)";1981;"Data East Corporation";"YES";"decocass";"NO";"-";"-"
"maniach";"Mania Challenge (set 1)";1986;"Technos Japan (Taito America license)";"YES";"-";"NO";"-";"-"
"maniacsq";"Maniac Square (protected, Version 1.0, Checksum DEEE)";1996;"Gaelco";"YES";"-";"NO";"-";"-"
"manybloc";"Many Block";1991;"Bee-Oh";"YES";"-";"NO";"-";"-"
"mappy";"Mappy (US)";1983;"Namco";"YES";"-";"NO";"-";"-"
"mmaze";"Marchen Maze (Japan) [Error on first boot is normal]";1988;"Namco";"YES";"-";"NO";"-";"-"
"marineb";"Marine Boy";1982;"Orca";"YES";"-";"NO";"-";"-"
"mariner";"Mariner";1981;"Armenip";"YES";"-";"NO";"-";"-"
"mario";"Mario Bros. (US, Revision G)";1983;"Nintendo of America";"YES";"-";"NO";"-";"-"
"markham";"Markham";1983;"Sun Electronics";"YES";"-";"NO";"-";"-"
"mmatrix";"Mars Matrix (000412 USA)";2000;"Capcom / Takumi";"YES";"-";"NO";"-";"-"
"mars";"Mars";1981;"Artic";"YES";"-";"NO";"-";"-"
"mtlchamp";"Martial Champion (ver EAB)";1993;"Konami";"YES";"-";"NO";"-";"-"
"martmast";"Martial Masters (V104, 102, 102, USA)";2001;"IGS";"YES";"pgm";"NO";"-";"-"
"marvland";"Marvel Land (US) [Bad music - use the Japan version]";1989;"Namco";"YES";"-";"NO";"-";"-"
"msh";"Marvel Super Heroes (951024 Euro)";1995;"Capcom";"YES";"-";"NO";"-";"-"
"mshvsf";"Marvel Super Heroes vs Street Fighter (970625 Euro)";1997;"Capcom";"YES";"-";"NO";"-";"-"
"mvsc";"Marvel vs Capcom - clash of super heroes (980123 Euro)";1998;"Capcom";"YES";"-";"NO";"-";"-"
"marvins";"Marvin's Maze";1983;"SNK";"YES";"-";"NO";"-";"-"
"kamenrid";"Masked Riders Club Battle Race";1993;"Banpresto / Toei";"YES";"-";"NO";"-";"-"
"mastboyo";"Master Boy (1987, Z80 hardware, Covielsa, set 1)";1987;"Gaelco (Covielsa license)";"YES";"-";"NO";"-";"-"
"masterw";"Master of Weapon (World) [Imperfect graphics]";1989;"Taito Corporation Japan";"YES";"-";"NO";"-";"-"
"matmania";"Mat Mania";1985;"Technos Japan (Taito America license)";"YES";"-";"NO";"-";"-"
"matchit2";"Match It II";1993;"Tamtex";"YES";"-";"NO";"-";"-"
"matchit";"Match It";1989;"Tamtex";"YES";"-";"NO";"-";"-"
"matrim";"Matrimelee / Shin Gouketsuji Ichizoku Toukon (NGM-2660) (NGH-2660)";2002;"Noise Factory / Atlus";"YES";"neogeo";"NO";"-";"-"
"maxrpm";"Max RPM (ver 2)";1986;"Bally Midway";"YES";"-";"NO";"-";"-"
"mayday";"Mayday (set 1)";1980;"Hoei";"YES";"-";"NO";"-";"-"
"mofflott";"Maze of Flott (Japan)";1989;"Taito Corporation";"YES";"-";"NO";"-";"-"
"mazinger";"Mazinger Z (World, ver. 94/06/27)";1994;"Banpresto / Dynamic Pl. Toei Animation";"YES";"-";"NO";"-";"-"
"mechatt";"Mechanized Attack (World)";1989;"SNK";"YES";"ym2608";"NO";"-";"-"
"megablst";"Mega Blast (World)";1989;"Taito Corporation Japan";"YES";"cchip";"NO";"-";"-"
"megaman";"Mega Man - the power battle (951006 USA)";1995;"Capcom";"YES";"-";"NO";"-";"-"
"megaman2";"Mega Man 2 - the power fighters (960708 USA)";1996;"Capcom";"YES";"-";"NO";"-";"-"
"mtwins";"Mega Twins (chiki chiki boys 900619 etc)";1990;"Capcom";"YES";"-";"NO";"-";"-"
"megazone";"Mega Zone (program code L)";1983;"Konami";"YES";"-";"NO";"-";"-"
"megadon";"Megadon";1982;"Epos Corporation (Photar Industries License)";"YES";"-";"NO";"-";"-"
"meijinsn";"Meijinsen";1986;"SNK Electronics corp.";"YES";"-";"NO";"-";"-"
"kikcubic";"Meikyu Jima (Japan)";1988;"Irem";"YES";"-";"NO";"-";"-"
"meosism";"Meosis Magic (Japan)";"1996?";"Sammy";"YES";"-";"NO";"-";"-"
"mercs";"Mercs (900302 etc)";1990;"Capcom";"YES";"-";"NO";"-";"-"
"merlinmm";"Merlins Money Maze";1986;"Zilec-Zenitone";"YES";"-";"NO";"-";"-"
"metafox";"Meta Fox";1989;"Seta";"YES";"-";"NO";"-";"-"
"metalb";"Metal Black (World)";1991;"Taito Corporation Japan";"YES";"-";"NO";"-";"-"
"metlclsh";"Metal Clash (Japan)";1985;"Data East";"YES";"-";"NO";"-";"-"
"metlfrzr";"Metal Freezer";1989;"Seibu";"YES";"-";"NO";"-";"-"
"metlhawk";"Metal Hawk (Rev C)";1988;"Namco";"YES";"-";"NO";"-";"-"
"metlsavr";"Metal Saver";1994;"First Amusement";"YES";"-";"NO";"-";"-"
"mslug";"Metal Slug - Super Vehicle-001";1996;"Nazca";"YES";"neogeo";"NO";"-";"-"
"mslug2";"Metal Slug 2 - Super Vehicle-001/II (NGM-2410) (NGH-2410)";1998;"SNK";"YES";"neogeo";"NO";"-";"-"
"mslug3";"Metal Slug 3 (NGM-2560)";2000;"SNK";"YES";"neogeo";"NO";"-";"-"
"mslug4";"Metal Slug 4 (NGM-2630)";2002;"Mega";"YES";"neogeo";"NO";"-";"-"
"ms5pcb";"Metal Slug 5 (JAMMA PCB)";2003;"SNK Playmore";"YES";"-";"NO";"-";"-"
"mslug5";"Metal Slug 5 (NGM-2680)";2003;"SNK Playmore";"YES";"neogeo";"NO";"-";"-"
"mslugx";"Metal Slug X - Super Vehicle-001 (NGM-2500)(NGH-2500)";1999;"SNK";"YES";"neogeo";"NO";"-";"-"
"msisaac";"Metal Soldier Isaac II";1985;"Taito Corporation";"YES";"-";"NO";"-";"-"
"metmqstr";"Metamoqester (International)";1995;"Banpresto / Pandorabox";"YES";"-";"NO";"-";"-"
"metamrph";"Metamorphic Force (ver EAA)";1993;"Konami";"YES";"-";"NO";"-";"-"
"metrocrs";"Metro-Cross (set 1)";1985;"Namco";"YES";"-";"NO";"-";"-"
"mwalk";"Michael Jackson's Moonwalker (set 3, World, FD1094/8751 317-0159) [Graphics issues]";1990;"Sega";"YES";"-";"NO";"-";"-"
"midres";"Midnight Resistance (World)";1989;"Data East Corporation";"YES";"-";"NO";"-";"-"
"mightguy";"Mighty Guy [Sound issues]";1986;"Nichibutsu";"YES";"-";"NO";"-";"-"
"mimonkey";"Mighty Monkey";"198?";"Universal Video Games";"YES";"-";"NO";"-";"-"
